Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,1974623.0,1982265.0,1975921.0,1970115.0,1743189.0,1043892.0,915066.0,915078.0,915000.0
Revenue Growth,-0.0039,0.0032,0.0029,0.1302,0.6699,0.1408,0.0,0.0001,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,1974623.0,1982265.0,1975921.0,1970115.0,1743189.0,1043892.0,915066.0,915078.0,915000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,398443.0,384092.0,339815.0,412356.0,801062.0,466384.0,536448.0,277855.0,150990.0
Operating Expenses,657597.0,774228.0,1226291.0,1030441.0,2056744.0,1430549.0,1236805.0,277855.0,150990.0
Operating Income,1317026.0,1208037.0,749630.0,939674.0,-313555.0,-386657.0,-321739.0,637223.0,764010.0
Interest Expense,478215.0,489564.0,502447.0,848780.0,714894.0,94820.0,0.0,0.0,0.0
Earnings before Tax,838811.0,718473.0,247183.0,-450755.0,-1556489.0,-481477.0,-321739.0,637223.0,764010.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,838811.0,718473.0,247183.0,-450755.0,-1556489.0,-481477.0,-321739.0,637223.0,764010.0
Preferred Dividends,280232.0,279871.0,279870.0,279871.0,190981.0,0.0,0.0,0.0,0.0
Net Income Com,558579.0,438602.0,-32687.0,-730626.0,-1747470.0,-481477.0,-321739.0,637223.0,764010.0
EPS,0.3,0.24,-0.02,-0.42,-1.03,-0.29,-0.2,0.4,0.51
EPS Diluted,0.3,0.24,-0.02,-0.42,-1.03,-0.29,-0.2,0.4,0.51
Weighted Average Shs Out,1870139.0,1827339.0,1784938.0,1742688.0,1731788.0,1676955.0,1623250.0,1623250.0,
Weighted Average Shs Out (Dil),1848739.0,1809672.0,1770268.0,1735119.0,1702487.0,1668549.0,1623250.0,1599979.0,1510000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.5
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.787,0.729,0.499,0.322,-0.384,-0.366,-0.352,0.696,0.835
EBIT Margin,0.667,0.6094,0.3794,0.202,-0.4828,-0.3704,-0.3516,0.6964,0.835
Profit Margin,0.283,0.221,-0.017,-0.371,-1.002,-0.461,-0.352,0.696,0.835
Free Cash Flow margin,0.6411,0.5315,0.4475,-0.1142,-1.3479,-1.6125,-1.0119,0.7043,0.835
EBITDA,1554168.0,1445179.0,986771.0,635166.0,-670207.0,-382186.0,-321739.0,637223.0,764010.0
EBIT,1317026.0,1208037.0,749630.0,398025.0,-841595.0,-386657.0,-321739.0,637223.0,764010.0
Consolidated Income,838811.0,718473.0,247183.0,-450755.0,-1556489.0,-481477.0,-321739.0,637223.0,764010.0
Earnings Before Tax Margin,0.4248,0.3625,0.1251,-0.2288,-0.8929,-0.4612,-0.3516,0.6964,0.835
Net Profit Margin,0.4248,0.3625,0.1251,-0.2288,-0.8929,-0.4612,-0.3516,0.6964,0.835
