date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,120530000.0,113890000.0,82097000.0,114141000.0,56391000.0,51127000.0,47294000.0,-6149000.0,95019000.0,133306000.0,125096000.0,111764000.0,90292000.0,67207000.0,50701000.0,44193000.0,24707000.0,35160000.0,19151000.0,795000.0,1739000.0
,depreciationAndAmortization,70300000.0,55879000.0,52569000.0,33792000.0,30191000.0,30276000.0,30446000.0,30504000.0,52742000.0,55189000.0,28878000.0,17747000.0,17323000.0,14244000.0,10019000.0,8642000.0,7235000.0,7772000.0,3993000.0,5228000.0,5548000.0
,deferredIncomeTax,9856000.0,15739000.0,11762000.0,-24815000.0,18254000.0,30553000.0,18668000.0,-10915000.0,17539000.0,-3259000.0,4688000.0,-201000.0,8157000.0,284000.0,-1423000.0,-1625000.0,-17702000.0,8334000.0,-4774000.0,4479000.0,981000.0
,stockBasedCompensation,11366000.0,7493000.0,5073000.0,6319000.0,3323000.0,4379000.0,4400000.0,5236000.0,8142000.0,9170000.0,7443000.0,8289000.0,6626000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2321000.0,-900000.0,-58115000.0,23485000.0,-10620000.0,40108000.0,15580000.0,50771000.0,-47138000.0,31045000.0,5885000.0,-4231000.0,11314000.0,-21377000.0,21456000.0,-11469000.0,13300000.0,-53380000.0,-14402000.0,-6450000.0,253000.0
,accountsReceivables,1298000.0,24660000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,1181000.0,-1277000.0,0.0,3963000.0,30800000.0,-34762000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755000.0
,accountsPayables,-303000.0,10850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997000.0,59888000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,5389000.0,154753000.0,196652000.0,138879000.0,229659000.0,189276000.0,195491000.0,453560000.0,357909000.0,300366000.0,282496000.0,276087000.0,140744000.0,68409000.0,168161000.0,103447000.0,122283000.0,131841000.0,152700000.0,616000.0,0.0
,otherNonCashItems,28169000.0,27619000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133306000.0,0.0,-1121000.0,0.0,4408000.0,6731000.0,4373000.0,37000.0,0.0,0.0,0.0,5945000.0
,netCashProvidedByOperatingActivites,247244000.0,221406000.0,93439000.0,152958000.0,95764000.0,153883000.0,126925000.0,188279000.0,126258000.0,221355000.0,171445000.0,132247000.0,127266000.0,63324000.0,84346000.0,61487000.0,26998000.0,988000.0,7335000.0,8045000.0,19852000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-71129000.0,-54795000.0,-30114000.0,-31118000.0,-7662000.0,-5202000.0,-4083000.0,-11087000.0,-11718000.0,-54460000.0,-10257000.0,-4021000.0,-5050000.0,-4834000.0,-7399000.0,-5614000.0,-4848000.0,-3336000.0,-2686000.0,-2184000.0,-1344000.0
,acquisitionsNet,-79000000.0,-153000000.0,-5000000.0,-177000000.0,-61000000.0,-102000000.0,-124000000.0,-11000000.0,-61000000.0,-109000000.0,-369000000.0,-14000000.0,-36000000.0,-273000000.0,-18000000.0,-98000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-110000.0,-1183000.0,-4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3900000.0,-1550000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,239000.0,185000.0,3255000.0,0.0,0.0,5126000.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,4137000.0,-3857000.0,-3933000.0,-2877000.0,0.0,-1174000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133000.0,0.0,-1575000.0,-1266000.0,-70592000.0,-105522000.0,-329000.0,-712000.0
,netCashUsedForInvestingActivites,-150131000.0,-214897000.0,-44344000.0,-219039000.0,-72132000.0,-112748000.0,-135888000.0,-24786000.0,-76009000.0,-165475000.0,-382161000.0,-20014000.0,-39162000.0,-278286000.0,-25244000.0,-105257000.0,-17083000.0,-73926000.0,-108204000.0,-5809000.0,-4197000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-324159000.0,-595136000.0,-599000000.0,-105500000.0,0.0,-163200000.0,-367250000.0,0.0,0.0,0.0,0.0,-44100000.0,-120900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3676000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13075000.0,16790000.0,9507000.0,3931000.0,2121000.0,201364000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44000.0,0.0,0.0,0.0,-9114000.0,0.0,0.0,0.0,0.0,0.0,0.0,-775000.0
,dividendsPaid,-51618000.0,-43205000.0,-39624000.0,-32705000.0,-32139000.0,-31543000.0,-31312000.0,-31208000.0,-31029000.0,-30846000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1746000.0,-1503000.0,-2723000.0,-1323000.0,1567000.0,73000.0,-1617000.0,53000.0,46000.0,-3522000.0,-4452000.0,1121000.0,6446000.0,10955000.0,2918000.0,0.0,0.0,0.0,0.0,0.0,0.0
