Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,,,,,,,
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-6766812.0,-6588868.0,-5663813.0,-6564325.0,-7483905.0,-7623413.0,-40405213.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,1604223.0,2610022.0,4668936.0,0.0,0.0,-820112296.0,0.0
Investing Cash flow,-11846546.0,-109340618.0,4668936.0,0.0,0.0,-820112296.0,0.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,18612301.0,122208120.0,-5485.0,-38183.0,-15237.0,878326836.0,-41971.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,18369771.0,118311424.0,-5485.0,-38183.0,94488.0,842528054.0,-41971.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-243587.0,2381938.0,-1000362.0,-6602508.0,-7389416.0,14792345.0,-40447184.0
Free Cash Flow,-6766812.0,-6588868.0,-5663813.0,-6564325.0,-7483905.0,-7623413.0,-40405213.0
Net Cash/Marketcap,,,,,,,
