date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-04-01_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY,1999-01-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY
,revenue,559151000000.0,523964000000.0,514405000000.0,500343000000.0,485873000000.0,482130000000.0,485651000000.0,476294000000.0,469162000000.0,446950000000.0,421849000000.0,408214000000.0,405607000000.0,405607000000.0,378799000000.0,348650000000.0,315654000000.0,287989000000.0,258681000000.0,246525000000.0,219812000000.0,193295000000.0,166809000000.0,139208000000.0,119299000000.0,106146000000.0,94749000000.0
,costOfRevenue,420315000000.0,394605000000.0,385301000000.0,373396000000.0,361256000000.0,360984000000.0,365086000000.0,358069000000.0,352488000000.0,335127000000.0,315287000000.0,304657000000.0,306158000000.0,306158000000.0,286515000000.0,264152000000.0,240391000000.0,219793000000.0,198747000000.0,191838000000.0,171562000000.0,150255000000.0,129664000000.0,108725000000.0,93438000000.0,83663000000.0,74564000000.0
,grossProfit,138836000000.0,129359000000.0,129104000000.0,126947000000.0,124617000000.0,121146000000.0,120565000000.0,118225000000.0,116674000000.0,111823000000.0,106562000000.0,103557000000.0,99449000000.0,99449000000.0,92284000000.0,84498000000.0,75263000000.0,68196000000.0,59934000000.0,54687000000.0,48250000000.0,43040000000.0,37145000000.0,30483000000.0,25861000000.0,22483000000.0,20185000000.0
,grossProfitRatio,0.248297865871652,0.24688528219496,0.250977342755222,0.253719948115593,0.256480602955916,0.251272478377201,0.248254404912169,0.248218537289993,0.248685954957989,0.250191296565611,0.252606975481748,0.253683117188533,0.245185610701985,0.245185610701985,0.243622607240251,0.242357665280367,0.238435122000672,0.236800711138273,0.231690769712503,0.221831457255856,0.219505759467181,0.222664838718022,0.222679831423964,0.218974484225045,0.216774658630835,0.21181203248356,0.213036549198408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,116288000000.0,108791000000.0,107147000000.0,106510000000.0,101853000000.0,97041000000.0,93418000000.0,91353000000.0,88873000000.0,85265000000.0,81020000000.0,79607000000.0,76651000000.0,76651000000.0,70288000000.0,64001000000.0,56733000000.0,51105000000.0,44909000000.0,41043000000.0,36173000000.0,31550000000.0,27040000000.0,22363000000.0,19358000000.0,16788000000.0,14951000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,210000000.0,1958000000.0,-8368000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,116288000000.0,108791000000.0,107147000000.0,106510000000.0,101853000000.0,97041000000.0,93418000000.0,91353000000.0,88873000000.0,85265000000.0,81020000000.0,79607000000.0,76651000000.0,76651000000.0,70288000000.0,64001000000.0,56733000000.0,51105000000.0,44909000000.0,41043000000.0,36173000000.0,31550000000.0,27040000000.0,22363000000.0,19358000000.0,16788000000.0,14951000000.0
,costAndExpenses,536603000000.0,503396000000.0,492448000000.0,479906000000.0,463109000000.0,458025000000.0,458504000000.0,449422000000.0,441361000000.0,420392000000.0,396307000000.0,384264000000.0,382809000000.0,382809000000.0,356803000000.0,328153000000.0,297124000000.0,270898000000.0,243656000000.0,232881000000.0,207735000000.0,181805000000.0,156704000000.0,131088000000.0,112796000000.0,100451000000.0,89515000000.0
,interestExpense,2315000000.0,2599000000.0,2346000000.0,2330000000.0,2367000000.0,2548000000.0,2461000000.0,2335000000.0,2251000000.0,2322000000.0,2205000000.0,2065000000.0,0.0,2184000000.0,2103000000.0,1809000000.0,1420000000.0,1187000000.0,996000000.0,1063000000.0,1326000000.0,1374000000.0,1022000000.0,797000000.0,784000000.0,845000000.0,888000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,11152000000.0,10987000000.0,10678000000.0,10529000000.0,10080000000.0,9454000000.0,9173000000.0,8870000000.0,8501000000.0,8130000000.0,7641000000.0,7157000000.0,6739000000.0,6739000000.0,6317000000.0,5459000000.0,4717000000.0,4405000000.0,3852000000.0,3432000000.0,3290000000.0,2868000000.0,2375000000.0,1872000000.0,1634000000.0,1463000000.0,1304000000.0
,EBITDA,33700000000.0,31555000000.0,32635000000.0,30966000000.0,32844000000.0,33559000000.0,36320000000.0,35742000000.0,36302000000.0,34688000000.0,33183000000.0,31107000000.0,29537000000.0,29537000000.0,28313000000.0,25956000000.0,23247000000.0,21496000000.0,18877000000.0,17076000000.0,15367000000.0,14358000000.0,12480000000.0,9992000000.0,8137000000.0,7158000000.0,6538000000.0
,EBITDARatio,0.0602699449701422,0.0602236031483079,0.0634422293717985,0.0618895437729717,0.0675979113883669,0.0696057080040653,0.0747862147921038,0.0750418858940066,0.0773762580942191,0.0776104709699071,0.0786608478389187,0.0762026780071237,0.0728217215186128,0.0728217215186128,0.074744125512475,0.0744471533056073,0.0736470946035849,0.0746417397886725,0.0729740491184123,0.0692668086400973,0.069909741051444,0.0742802452210352,0.0748161070445839,0.0717774840526407,0.0682067745748078,0.0674354191396755,0.0690033667901508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,22548000000.0,20568000000.0,21957000000.0,20437000000.0,22764000000.0,24105000000.0,27147000000.0,26872000000.0,27801000000.0,26558000000.0,25542000000.0,23950000000.0,22798000000.0,22798000000.0,21996000000.0,20497000000.0,18530000000.0,17091000000.0,15025000000.0,13644000000.0,12077000000.0,11490000000.0,10105000000.0,8120000000.0,6503000000.0,5695000000.0,5234000000.0
,operatingIncomeRatio,0.0403254219343254,0.0392546052782252,0.0426842662882359,0.0408459796579546,0.046851749325441,0.0499968888059237,0.0558981655551003,0.0564189345236346,0.0592567172959447,0.0594205168363352,0.0605477315342694,0.0586702072932335,0.0562071167410819,0.0562071167410819,0.0580677351312965,0.0587896170945074,0.0587035171421873,0.0593460166881374,0.0580831216826903,0.0553452996653483,0.0549424053281895,0.0594428205592488,0.0605782661606988,0.0583299810355727,0.0545100964802723,0.053652516345411,0.0552406885560797
,totalOtherIncomeExpensesNet,210000000.0,1958000000.0,-8368000000.0,-3136000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4363000000.0,4363000000.0,4273000000.0,3658000000.0,3227000000.0,2767000000.0,2352000000.0,2001000000.0,2013000000.0,1966000000.0,1796000000.0,1574000000.0,1341000000.0,1287000000.0,1122000000.0
,incomeBeforeTax,20564000000.0,20116000000.0,11460000000.0,15123000000.0,20497000000.0,21638000000.0,24799000000.0,24656000000.0,25737000000.0,24398000000.0,23538000000.0,22066000000.0,20898000000.0,20898000000.0,20198000000.0,18968000000.0,17358000000.0,16105000000.0,14193000000.0,12719000000.0,10751000000.0,10116000000.0,9083000000.0,7323000000.0,5719000000.0,4850000000.0,4346000000.0
,incomeBeforeTaxRatio,0.0367771854114542,0.0383919505920254,0.0222781660364888,0.030225265467889,0.042185921012281,0.0448800116151246,0.0510634179688707,0.0517663459963804,0.0548573840166083,0.0545877614945743,0.0557972165395675,0.0540549809658659,0.0515227794392109,0.0515227794392109,0.0533211544909041,0.0544041302165496,0.0549905909635234,0.0559222748091073,0.0548668050610598,0.0515931447114897,0.0489099776172365,0.0523345146020332,0.054451498420349,0.0526047353600368,0.0479383733308745,0.0456917830158461,0.0458685579795037
,incomeTaxExpense,6858000000.0,4915000000.0,4281000000.0,4600000000.0,6204000000.0,6558000000.0,7985000000.0,8105000000.0,7981000000.0,7944000000.0,7579000000.0,7139000000.0,0.0,7145000000.0,6908000000.0,6365000000.0,5803000000.0,5589000000.0,5118000000.0,4487000000.0,3897000000.0,3692000000.0,3338000000.0,2740000000.0,2115000000.0,1794000000.0,1606000000.0
,netIncome,13510000000.0,14881000000.0,6670000000.0,9862000000.0,13643000000.0,14694000000.0,16363000000.0,16022000000.0,16999000000.0,15699000000.0,16389000000.0,14335000000.0,13400000000.0,13400000000.0,12731000000.0,11284000000.0,11231000000.0,10267000000.0,9054000000.0,8039000000.0,6671000000.0,6295000000.0,5575000000.0,4430000000.0,3526000000.0,3056000000.0,2740000000.0
,netIncomeRatio,0.02416163075806,0.0284008061622554,0.0129664369514293,0.0197104786116724,0.0280793540698907,0.0304772571713023,0.033692919400969,0.0336388869059866,0.0362326872167823,0.0351247343103255,0.0388503943354139,0.0351163850333404,0.0330369051816167,0.0330369051816167,0.0336088532440688,0.0323648357952101,0.03558009719503,0.0356506672129838,0.0350006378512531,0.032609268836832,0.030348661583535,0.0325668020383352,0.0334214580748041,0.0318228837423137,0.0295559895724189,0.0287905337930775,0.0289185110133088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.74035087719298,5.22,2.28,3.29,4.4,4.58,5.07,4.9,5.04,4.54,4.48,3.71,3.4018786494034,3.4,3.13108706345303,2.70989433237272,2.68491513267989,2.41065977929091,2.08,1.81467268623025,1.49406494960806,1.41,1.21,0.992383512544803,0.780779450841453,0.665,0.595
,EPSDiluted,4.74035087719298,5.19,2.26,3.28,4.38,4.57,5.05,4.88,5.02,4.52,4.47,3.7,3.39154644393824,3.39,3.12647347740668,2.70729366602687,2.68170964660936,2.40670417252696,2.07,1.80814215024741,1.48873019415309,1.4,1.2,0.987736900780379,0.777679752977503,0.665,0.595
,weightedAverageShsOut,2850000000.0,2850000000.0,2929000000.0,2995000000.0,3101000000.0,3207000000.0,3230000000.0,3269000000.0,3374000000.0,3460000000.0,3656000000.0,3866000000.0,3939000000.0,3939000000.0,4066000000.0,4164000000.0,4183000000.0,4259000000.0,4363000000.0,4430000000.0,4465000000.0,4465000000.0,4451000000.0,4464000000.0,4516000000.0,4595488722.0,4605042017.0
,weightedAverageShsOutDil,2850000000.0,2868000000.0,2945000000.0,3010000000.0,3112000000.0,3217000000.0,3243000000.0,3283000000.0,3389000000.0,3474000000.0,3670000000.0,3877000000.0,3951000000.0,3951000000.0,4072000000.0,4168000000.0,4188000000.0,4266000000.0,4373000000.0,4446000000.0,4481000000.0,4484000000.0,4474000000.0,4485000000.0,4534000000.0,4595488722.0,4605042017.0
