date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,446093000.0,673763000.0,670097000.0,355761000.0,342517000.0,1172000000.0,251949000.0,-49848000.0,-927079000.0,-485892000.0,-363735000.0,-1322277000.0,-518914000.0,-1670018000.0,564739000.0,626873000.0,553186000.0,493879000.0,629191000.0,639137000.0,541999000.0,470201000.0,385465000.0,323750000.0,257991000.0,207600000.0,159500000.0,127300000.0,102300000.0,75000000.0
,depreciationAndAmortization,57812000.0,48784000.0,58215000.0,64430000.0,61342000.0,52559000.0,48365000.0,68716000.0,100135000.0,84828000.0,60882000.0,60349000.0,34304000.0,25177000.0,22317000.0,39321000.0,47651000.0,50679000.0,12292000.0,8281000.0,6860000.0,11746000.0,7742000.0,8187000.0,8969000.0,38300000.0,2600000.0,2000000.0,27100000.0,1500000.0
,deferredIncomeTax,27475000.0,11096000.0,186572000.0,355044000.0,162356000.0,-692810000.0,312000.0,590000.0,-34000.0,-738000.0,-75000.0,176279000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,187945000.0,176728000.0,370215000.0,372407000.0,413432000.0,512720000.0,606500000.0,1013300000.0,606600000.0,1468100000.0,805300000.0,-1691300000.0,-1417900000.0,-2779200000.0,-37200000.0,90500000.0,-77000000.0,-292900000.0,-153200000.0,-79200000.0,-92100000.0,64600000.0,-74600000.0,-72600000.0,89744000.0,158300000.0,167400000.0,-900000.0,-37100000.0,-300000.0
,accountsReceivables,-68420000.0,17562000.0,9546000.0,-1386000.0,-12321000.0,89957000.0,-74028000.0,51470000.0,57290000.0,8494000.0,10572000.0,7462000.0,9732000.0,-48367000.0,6557000.0,4478000.0,19919000.0,437000.0,2304000.0,-7193000.0,-4815000.0,4200000.0,-39200000.0,-23100000.0,-36100000.0,-31100000.0,4600000.0,0.0,2600000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2810177000.0,31099000.0,-44750000.0,99874000.0,328607000.0,119517000.0,4118000.0,-32432000.0,-39200000.0,82600000.0,90600000.0,150800000.0,96400000.0,80800000.0,1400000.0,-6700000.0,0.0
,otherWorkingCapital,28187000.0,-1087598000.0,-1264326000.0,-1634541000.0,-2006948000.0,-2420380000.0,-2933100000.0,-3539600000.0,-4552900000.0,-5159500000.0,-6627600000.0,-7432900000.0,-5741600000.0,-4323700000.0,-1544500000.0,-1507300000.0,-1597800000.0,-1520800000.0,-1227900000.0,-1074700000.0,-995500000.0,-903400000.0,-968000000.0,-893400000.0,-820800000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,26736000.0,0.0,0.0,65000.0,90531000.0,507000.0,-4247000.0,27709000.0,-38801000.0,-185336000.0,-57829000.0,90196000.0,38501000.0,-2043908000.0,-154412000.0,-126504000.0,-136336000.0,-157206000.0,-219979000.0,34276000.0,91758000.0,34036000.0,44131000.0,-201000.0,11058000.0,-117700000.0,-90000000.0,84300000.0,27400000.0,46200000.0
,netCashProvidedByOperatingActivites,732309000.0,609532000.0,544517000.0,406657000.0,219663000.0,152036000.0,-409984000.0,-971531000.0,-1568600000.0,-1883851000.0,-875430000.0,329954000.0,1364908000.0,631971000.0,497678000.0,508354000.0,559160000.0,686636000.0,613330000.0,626119000.0,551037000.0,455015000.0,420946000.0,363961000.0,367762000.0,286500000.0,239500000.0,212700000.0,119700000.0,122400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3311000.0,-5636000.0,-14238000.0,-16066000.0,-10552000.0,-4630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000000.0,237000000.0,-76000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2636972000.0,-1394433000.0,-1459166000.0,-1293616000.0,-1360386000.0,-2462844000.0,-1979917000.0,-3248713000.0,-5025356000.0,-4395825000.0,-5225950000.0,-4166689000.0,-3592689000.0,-2721389000.0,-1841383000.0,-1595417000.0,-1782395000.0,-3822762000.0,-2804029000.0,-2801725000.0,-1822347000.0,-1237634000.0,-920015000.0,-112780000.0,-1095559000.0,-549000000.0,-242600000.0,-281600000.0,-385700000.0,-502900000.0
,salesMaturitiesOfInvestments,1867777000.0,977961000.0,1155624000.0,1006041000.0,1277546000.0,2353304000.0,2276630000.0,2412026000.0,6678889000.0,6150042000.0,5030546000.0,4219492000.0,2138108000.0,2021984000.0,1875493000.0,1649335000.0,1397723000.0,3370940000.0,2299483000.0,2214974000.0,1363427000.0,953873000.0,645522000.0,453994000.0,781099000.0,189100000.0,87500000.0,112500000.0,272400000.0,320300000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,17212000.0,228000.0,-17440000.0,0.0,0.0,0.0,0.0,19547000.0,-51262000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-685217000.0,0.0,0.0,0.0,0.0,0.0,0.0
