date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,243386000.0,372111000.0,305232000.0,317676000.0,298809000.0,262570000.0,253518000.0,40139000.0,9821000.0,8550000.0,-40102000.0,-58038000.0,9723000.0,46217000.0,43899000.0,41779000.0,13155000.0,-46851000.0,-36328000.0,-108634000.0,-94105000.0,-44600000.0
,depreciationAndAmortization,251296000.0,250028000.0,225261000.0,211104000.0,204958000.0,191433000.0,258435000.0,300579000.0,296083000.0,299639000.0,312703000.0,336725000.0,331654000.0,311466000.0,306478000.0,292547000.0,299386000.0,282273000.0,277893000.0,355529000.0,318096000.0,177100000.0
,deferredIncomeTax,-797000.0,-14130000.0,1538000.0,804000.0,-343000.0,11099000.0,-122137000.0,18749000.0,7550000.0,3702000.0,0.0,0.0,24675000.0,6131000.0,6364000.0,23852000.0,7748000.0,-20601000.0,-15584000.0,-46387000.0,-36974000.0,-13600000.0
,stockBasedCompensation,18772000.0,29647000.0,29443000.0,9599000.0,28560000.0,25890000.0,24120000.0,24936000.0,14466000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,22369000.0,-271273000.0,-185891000.0,56014000.0,-1568000.0,-7724000.0,11098000.0,-67073000.0,8497000.0,-60548000.0,51600000.0,20124000.0,-71124000.0,35438000.0,25975000.0,59340000.0,-35426000.0,-26020000.0,74606000.0,-46139000.0,26655000.0,-7800000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,841000.0,700000.0,1366000.0,309000.0,-746000.0,-458000.0,1076000.0,-89000.0,-127000.0,-489000.0,2460000.0,-4383000.0,-4452000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-22580000.0,-362639000.0,-91366000.0,94525000.0,38511000.0,40079000.0,47803000.0,36705000.0,103778000.0,95281000.0,155829000.0,104229000.0,84105000.0,155229000.0,119791000.0,93816000.0,34476000.0,69902000.0,95922000.0,21316000.0,67455000.0,40800000.0
,otherNonCashItems,5909000.0,5365000.0,4920000.0,5120000.0,5333000.0,4682000.0,4777000.0,14667000.0,17741000.0,20200000.0,1987000.0,5005000.0,23370000.0,34654000.0,24193000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,569873000.0,630865000.0,564846000.0,507016000.0,521823000.0,477650000.0,452529000.0,394705000.0,375909000.0,318821000.0,322820000.0,293743000.0,346520000.0,354469000.0,364517000.0,347257000.0,323164000.0,260075000.0,237017000.0,190632000.0,177601000.0,110600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-220534000.0,-223350000.0,-121117000.0,-82031000.0,-78275000.0,-78390000.0,-85320000.0,-78304000.0,-77200000.0
,acquisitionsNet,-46000000.0,-226000000.0,-477000000.0,-297000000.0,-585000000.0,-154000000.0,-65000000.0,-92000000.0,-206000000.0,-23000000.0,-7000000.0,-4000000.0,-250000000.0,-154000000.0,-228000000.0,-145000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137595000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8435000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,10968000.0,5200000.0,10879000.0,6568000.0,11683000.0,10422000.0,8597000.0,6029000.0,8239000.0,166000.0,240000.0,14233000.0,267000.0,9420000.0,-1331000.0,-7175000.0,0.0,0.0,-80785000.0,-302067000.0,-360118000.0,-881100000.0
,netCashUsedForInvestingActivites,-96888000.0,-362034000.0,-584148000.0,-400066000.0,-680983000.0,-253880000.0,-163997000.0,-191869000.0,-303399000.0,-117255000.0,-41480000.0,-29039000.0,-437419000.0,-341081000.0,-438896000.0,-267970000.0,-263747000.0,-210041000.0,-155763000.0,-382471000.0,-435595000.0,-950700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2920805000.0,-668471000.0,-1018118000.0,-741493000.0,-424118000.0,-297468000.0,-837502000.0,-427434000.0,-1187294000.0,-261053000.0,-679956000.0,0.0,-29412000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,11148000.0,44262000.0,62662000.0,26684000.0,23082000.0,28399000.0,20615000.0,20893000.0,13855000.0,5457000.0,10160000.0,4840000.0,11182000.0,14208000.0,35236000.0,18672000.0,23806000.0,8798000.0,13976000.0,60368000.0,205098000.0,7400000.0
,commonStockRepurchased,-10492000.0,-8882000.0,-4112000.0,-8997000.0,-6204000.0,-6099000.0,-2987000.0,-4200000.0,-1113000.0,-3481000.0,-1629000.0,-44000.0,-93390000.0,-390503000.0,-373949000.0,-25522000.0,0.0,0.0,0.0,0.0,0.0,0.0
