date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-55064150.0,-43887573.0,-41269749.0,5459477.0,-18032438.0,-17291758.0,-40531613.0,-20092722.0,-17005685.0,-18492876.0
,depreciationAndAmortization,922670.0,919809.0,886710.0,857055.0,674725.0,358367.0,262518.0,260571.0,231890.0,346361.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4170645.0,9322127.0,6920220.0,8025261.0,6059005.0,3022693.0,1960345.0,523562.0,381877.0,257163.0
,changeInWorkingCapital,-171984.0,-1400234.0,-128127.0,-58168724.0,-41029698.0,101068389.0,2713847.0,-1519542.0,872548.0,391383.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1025199.0,-252605.0,-60713.0,-3700175.0,-386241.0,524936.0,943024.0,-118140.0,493263.0,-366944.0
,otherWorkingCapital,-50000.0,-50000.0,-50000.0,-59746948.0,-41488719.0,99757129.0,0.0,0.0,0.0,0.0
,otherNonCashItems,16539347.0,9717243.0,8230458.0,9640324.0,6059005.0,73914.0,-39542202.0,-61299.0,119441.0,211215.0
,netCashProvidedByOperatingActivites,-33658654.0,-34650755.0,-32218125.0,-42205768.0,-51080485.0,89191511.0,-34584616.0,-20745146.0,-15396341.0,-17286754.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-12853020.0,-713839.0,-341616.0,-1501744.0,-827839.0,-1862872.0,-234969.0,-200527.0,-155441.0,-459770.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-106724911.0,-139932358.0,-86281946.0,-149370678.0,-125026602.0,-265203590.0,-236930028.0,-12295754.0,-35496785.0,-19457362.0
,salesMaturitiesOfInvestments,134930000.0,190765053.0,88114199.0,82302191.0,195146871.0,163671395.0,169853899.0,27507030.0,33785889.0,15489229.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,15367796.0,50118856.0,1490637.0,-68560231.0,69292430.0,-103395067.0,-67311098.0,15010749.0,-1866337.0,-4427903.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,-13544175.0,-2708011.0,-9035548.0,-5518941.0,-705327.0
,commonStockIssued,72112.0,231859.0,305003.0,102204206.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-94628.0,-164472.0,-57274.0,-3814.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,4556421.0,0.0,0.0,0.0,0.0,0.0,144902733.0,-102062.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,5621796.0,328469.0,627019.0,103491278.0,644934.0,-13152768.0,146381132.0,13907808.0,21083496.0,4271320.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,-1352.0,-38776.0,-6805.0,707.0,-5718.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-12669062.0,15796570.0,-30101821.0,-7313497.0,18850074.0,-27355617.0,44479700.0,8173411.0,3820818.0,-17443337.0
,cashAtEndOfPeriod,18559130.0,31228192.0,15431622.0,45533443.0,52846940.0,33996866.0,61352483.0,16872783.0,8699372.0,4878554.0
,cashAtBeginningOfPeriod,31228192.0,15431622.0,45533443.0,52846940.0,33996866.0,61352483.0,16872783.0,8699372.0,4878554.0,22321891.0
,operatingCashFlow,-33658654.0,-34650755.0,-32218125.0,-42205768.0,-51080485.0,89191511.0,-34584616.0,-20745146.0,-15396341.0,-17286754.0
,capitalExpenditure,-12853020.0,-713839.0,-341616.0,-1501744.0,-827839.0,-1862872.0,-234969.0,-200527.0,-155441.0,-459770.0
,freeCashFlow,-46511674.0,-35364594.0,-32559741.0,-43707512.0,-51908324.0,87328639.0,-34819585.0,-20945673.0,-15551782.0,-17746524.0
