date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-02-24_FY,2008-12-31_FY,2008-02-19_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,52767000.0,87099000.0,92051000.0,87321000.0,27670000.0,55575000.0,61169000.0,54467000.0,52668000.0,47199000.0,32036000.0,9802000.0,42542000.0,42542000.0,44925000.0,44925000.0,48923000.0,44909000.0,34421000.0,25815000.0,21616000.0,19882000.0,23445000.0,16040000.0,10154000.0,8594000.0,3979000.0,4500000.0,4000000.0,2200000.0
,depreciationAndAmortization,37125000.0,42109000.0,42183000.0,41055000.0,38210000.0,37157000.0,31133000.0,23579000.0,21021000.0,20993000.0,20450000.0,19722000.0,16615000.0,16615000.0,10824000.0,10824000.0,8934000.0,8947000.0,6817000.0,7263000.0,7461000.0,8410000.0,5783000.0,4996000.0,4346000.0,11210000.0,10523000.0,-8700000.0,-6400000.0,-3400000.0
,deferredIncomeTax,772000.0,6768000.0,8094000.0,-12468000.0,3525000.0,14531000.0,-3021000.0,4856000.0,2043000.0,5148000.0,1436000.0,-4581000.0,1151000.0,1151000.0,596000.0,596000.0,-136000.0,-48000.0,1511000.0,-1348000.0,60000.0,167000.0,2787000.0,1450000.0,1893000.0,2613000.0,1747000.0,2800000.0,1800000.0,800000.0
,stockBasedCompensation,11033000.0,11907000.0,10549000.0,8103000.0,8334000.0,7486000.0,6681000.0,6178000.0,6050000.0,5971000.0,6284000.0,6754000.0,6267000.0,6267000.0,3710000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-11309000.0,5945000.0,-3464000.0,-26797000.0,9332000.0,-28259000.0,-4516000.0,3581000.0,-15331000.0,-3257000.0,-6984000.0,8631000.0,0.0,-11795000.0,0.0,1492000.0,-6424000.0,-3973000.0,-7343000.0,-1494000.0,-1988000.0,5604000.0,94000.0,-3879000.0,-15563000.0,-1750000.0,-3854000.0,-200000.0,-3200000.0,-4700000.0
,accountsReceivables,-25739000.0,2059000.0,-12178000.0,-31308000.0,-9715000.0,5403000.0,-12193000.0,1447000.0,-6542000.0,-9893000.0,-8580000.0,-844000.0,903000.0,-2376000.0,-33000.0,-11474000.0,-6516000.0,-7438000.0,-8886000.0,-4357000.0,-2730000.0,2360000.0,-2410000.0,-9128000.0,-4162000.0,-5703000.0,-6423000.0,-100000.0,-5800000.0,-4800000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41000.0,-41000.0,66000.0,-145000.0,-23000.0,4000.0,-24000.0,60000.0,201000.0,-251000.0,-89000.0,-169000.0,-192000.0,0.0,-100000.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8321000.0,-2665000.0,-2665000.0,6606000.0,6606000.0,-4058000.0,615000.0,4262000.0,1325000.0,1064000.0,-999000.0,3207000.0,5021000.0,8314000.0,5914000.0,2037000.0,1800000.0,3600000.0,200000.0
,otherWorkingCapital,0.0,1284000.0,-1256000.0,-3230000.0,20177000.0,-14771000.0,8156000.0,-239000.0,-3981000.0,0.0,0.0,0.0,65427000.0,-4652000.0,44632000.0,-332000.0,-341000.0,705000.0,1081000.0,0.0,-415000.0,101000.0,607000.0,-754000.0,0.0,0.0,151000.0,0.0,0.0,0.0
,otherNonCashItems,0.0,-33000.0,-455000.0,0.0,0.0,0.0,1000.0,-615000.0,0.0,48403000.0,1343000.0,2330000.0,0.0,5162000.0,0.0,4761000.0,1212000.0,0.0,0.0,516000.0,-148000.0,-999000.0,0.0,0.0,3266000.0,909000.0,0.0,17500000.0,12800000.0,6900000.0
,netCashProvidedByOperatingActivites,96105000.0,159019000.0,152554000.0,103364000.0,130350000.0,85722000.0,91660000.0,90839000.0,68586000.0,76959000.0,53995000.0,50179000.0,59083000.0,59083000.0,62393000.0,62393000.0,52467000.0,51232000.0,37415000.0,32742000.0,29953000.0,35526000.0,33833000.0,20104000.0,1897000.0,22564000.0,12522000.0,15800000.0,9200000.0,1700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20268000.0,-28209000.0,-42293000.0,-38265000.0,-42186000.0,-40495000.0,-39487000.0,-35439000.0,-21353000.0,-21216000.0,-15148000.0,-20847000.0,87000.0,-26699000.0,-172000.0,-47026000.0,-15454000.0,-22077000.0,-11200000.0,-2874000.0,-3913000.0,-4844000.0,-16547000.0,-7412000.0,-11764000.0,-19074000.0,-8763000.0,-24700000.0,-36500000.0,-21400000.0
,acquisitionsNet,-63651000.0,-39000000.0,-19987000.0,-23140000.0,-11800000.0,-61878000.0,-90172000.0,-45328000.0,0.0,0.0,0.0,0.0,0.0,-29566000.0,-30000000.0,-48627000.0,0.0,-12750000.0,0.0,0.0,0.0,-2977000.0,-10711000.0,-6814000.0,0.0,-1209000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82282000.0,-82282000.0,-211980000.0,-197265000.0,-273916000.0,-3000000.0,-7063000.0,-71373000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143410000.0,143410000.0,229330000.0,427130000.0,232496000.0,20289000.0,10340000.0,47792000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,2413000.0,3294000.0,6817000.0,2217000.0,1593000.0,1455000.0,1949000.0,1844000.0,648000.0,1545000.0,1258000.0,642000.0,-56275000.0,77000.0,-65026000.0,455000.0,-1102000.0,-191938000.0,1175000.0,302000.0,193000.0,394000.0,407000.0,862000.0,-5218000.0,1248000.0,2721000.0,3200000.0,4700000.0,-2500000.0
