date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-114933000.0,144326000.0,-165615000.0,-357964000.0,546421000.0,396918000.0,353038000.0,-96338000.0,-39493000.0,664201000.0,640138000.0,348330000.0,0.0
,depreciationAndAmortization,205475000.0,130736000.0,115313000.0,230940000.0,257825000.0,245798000.0,234370000.0,262716000.0,235231000.0,156093000.0,0.0,0.0,0.0
,deferredIncomeTax,-59917000.0,-10112000.0,173368000.0,123864000.0,-17534000.0,14068000.0,-20878000.0,14588000.0,-155505000.0,-58040000.0,0.0,0.0,0.0
,stockBasedCompensation,37429000.0,34154000.0,35121000.0,28712000.0,44899000.0,43810000.0,55079000.0,36971000.0,114428000.0,30255000.0,-4892000.0,-28661000.0,-30196000.0
,changeInWorkingCapital,225279000.0,-326343000.0,1166086000.0,-481556000.0,-1165463000.0,-9168000.0,186537000.0,203668000.0,-536760000.0,-92185000.0,260800000.0,74400000.0,284800000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-529809000.0,-91773000.0,-99637000.0,0.0,0.0
,inventory,-83528000.0,-257229000.0,212758000.0,95785000.0,113537000.0,-99870000.0,15394000.0,-75626000.0,-348151000.0,-69680000.0,0.0,0.0,0.0
,accountsPayables,-336000.0,96443000.0,-47191000.0,-191642000.0,143872000.0,-52339000.0,-93259000.0,174319000.0,94674000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,40511000.0,-92092000.0,977028000.0,-15786000.0,-87710000.0,20681000.0,8964000.0,126658000.0,-354807000.0,-56906000.0,956400000.0,695600000.0,621200000.0
,otherNonCashItems,-86372000.0,-230004000.0,-37687000.0,19305000.0,-3523000.0,15068000.0,-15109000.0,8509000.0,-44913000.0,-1869000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,174201000.0,-326809000.0,1340677000.0,206753000.0,-360919000.0,680989000.0,856126000.0,762209000.0,-33463000.0,705492000.0,675200000.0,463100000.0,206000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-668717000.0,-739838000.0,-514357000.0,-229452000.0,-166438000.0,-257549000.0,-282576000.0,-379228000.0,-731814000.0,-588914000.0,-279941000.0,-459271000.0,-242371000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-4000000.0,-31000000.0,-2000000.0,-21000000.0,-296000000.0,318000.0,0.0,-5500000.0
,purchasesOfInvestments,-1177336000.0,-1369036000.0,-580971000.0,-422609000.0,-556479000.0,-305396000.0,-435015000.0,-109867000.0,-393989000.0,-505134000.0,-607356000.0,-334818000.0,-1081154000.0
,salesMaturitiesOfInvestments,1486631000.0,1135984000.0,466309000.0,525515000.0,353359000.0,227900000.0,93984000.0,108663000.0,492613000.0,618562000.0,0.0,0.0,787783000.0
,otherInvestingActivites,-2876000.0,42581000.0,1497000.0,-11666000.0,45836000.0,-149093000.0,18748000.0,-863000.0,-22162000.0,1301000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-362298000.0,-682714000.0,-626802000.0,144520000.0,-112140000.0,-511879000.0,-537106000.0,-383732000.0,-676457000.0,-742085000.0,-701700000.0,-308400000.0,-547300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-30099000.0,-18937000.0,-29296000.0,-692643000.0,-50780000.0,-60063000.0,-669954000.0,-1483842000.0,-33796000.0,-27879000.0,-147843000.0,-1975000.0,-34757000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,428190000.0,0.0,0.0,0.0,0.0,0.0,365969000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,16000000.0,376100000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-15090000.0,-16760000.0,-37099000.0,-20566000.0,-2862000.0,1859000.0,6874000.0,19557000.0,126580000.0,68951000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,74943000.0,255228000.0,192045000.0,-136393000.0,137103000.0,7359000.0,101164000.0,-89109000.0,571218000.0,150451000.0,-22000000.0,177500000.0,430400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2959000.0,-13558000.0,8866000.0,-6306000.0,-19272000.0,-19487000.0,3594000.0,6307000.0,-21368000.0,-12668000.0,-3200000.0,-20200000.0,7100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-116113000.0,-767853000.0,914786000.0,208574000.0,-355228000.0,156982000.0,423778000.0,295675000.0,-160070000.0,101190000.0,-51700000.0,312000000.0,96200000.0
,cashAtEndOfPeriod,1446510000.0,1562623000.0,2330476000.0,1415690000.0,1126826000.0,1482054000.0,1325072000.0,901294000.0,605619000.0,765689000.0,664500000.0,716300000.0,404300000.0
,cashAtBeginningOfPeriod,1562623000.0,2330476000.0,1415690000.0,1207116000.0,1482054000.0,1325072000.0,901294000.0,605619000.0,765689000.0,664499000.0,716200000.0,404300000.0,308100000.0
