Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,4921000.0,3181000.0,2074000.0
Stock-based compensation,2241000.0,665000.0,735000.0
Operating Cash Flow,-37721000.0,-25273000.0,-23495000.0
Capital Expenditure,-23183000.0,-7908000.0,-4955000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-23242000.0,-8115000.0,-5038000.0
Issuance (repayment) of debt,25460000.0,11779000.0,5383000.0
Issuance (buybacks) of shares,1808000.0,379000.0,684000.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,76199000.0,55425000.0,31914000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,15236000.0,22037000.0,3381000.0
Free Cash Flow,-60904000.0,-33181000.0,-28450000.0
Net Cash/Marketcap,0.0012,0.0012,0.0012
