date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,228284000.0,279139000.0,212612000.0,197589000.0,173263000.0,139371000.0,128005000.0,116199000.0,69391000.0,36598000.0,38354000.0,34005000.0,18303000.0,32102000.0,16632000.0,-2333000.0,4026000.0,27014000.0,36445000.0,32083000.0,31945000.0,27772000.0,28930000.0,28645000.0,24272000.0,18000000.0,15000000.0,10400000.0
,depreciationAndAmortization,157760000.0,153980000.0,138688000.0,124951000.0,121894000.0,117056000.0,115871000.0,112445000.0,150700000.0,84646000.0,76672000.0,76760000.0,76818000.0,68313000.0,65376000.0,61631000.0,53906000.0,44434000.0,38057000.0,37184000.0,36511000.0,36494000.0,31243000.0,22086000.0,17962000.0,17800000.0,11000000.0,7900000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13058000.0,7638000.0,11171000.0,10699000.0,6252000.0,973000.0,1900000.0,1907000.0,782000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-80237000.0,-258563000.0,11487000.0,-43572000.0,-29053000.0,-26508000.0,-7695000.0,3916000.0,-46998000.0,82420000.0,-107597000.0,428553000.0,-58165000.0,-14285000.0,58296000.0,-199512000.0,313212000.0,-166800000.0,-9100000.0,600000.0,7100000.0,-108000000.0,-27000000.0,-33700000.0,11003000.0,9400000.0,-3400000.0,-4600000.0
,accountsReceivables,-1166000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3264000.0,0.0,0.0,0.0,0.0,3120000.0,4280000.0,-7147000.0,-27346000.0,-367000.0,-6909000.0,804000.0,-9491000.0,-1500000.0,-3200000.0,-2300000.0,100000.0,900000.0,-4100000.0,-1800000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379000.0,2396000.0,3524000.0,2060000.0,-5129000.0,4516000.0,-8059000.0,-8521000.0,-17855000.0,1846000.0,1887000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3386000.0,15578000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2655000.0,2188000.0,7641000.0,6770000.0,-3085000.0,1706000.0,-1409000.0,898000.0,2800000.0,5200000.0,2800000.0,5400000.0,900000.0,-4100000.0,-1800000.0
,otherWorkingCapital,-366101000.0,-285864000.0,-27301000.0,-38788000.0,4784000.0,33837000.0,60345000.0,68040000.0,64124000.0,111122000.0,28702000.0,136299000.0,-292254000.0,-234089000.0,-219804000.0,-278100000.0,-78588000.0,-391800000.0,-225000000.0,-215900000.0,-216500000.0,-223600000.0,-115600000.0,-88600000.0,-54900000.0,0.0,0.0,0.0
,otherNonCashItems,-4620000.0,-5527000.0,-11422000.0,-4176000.0,-4603000.0,-4610000.0,-5859000.0,-6385000.0,-5439000.0,-2161000.0,-2252000.0,2546000.0,654000.0,18210000.0,21431000.0,30534000.0,9377000.0,7167000.0,10877000.0,12600000.0,23432000.0,6006000.0,7889000.0,2340000.0,-3605000.0,-3900000.0,3600000.0,3000000.0
,netCashProvidedByOperatingActivites,466537000.0,443520000.0,411084000.0,384490000.0,353348000.0,352882000.0,285745000.0,255349000.0,236459000.0,175641000.0,163309000.0,150389000.0,113890000.0,122791000.0,99457000.0,90326000.0,46733000.0,75163000.0,80176000.0,80708000.0,68001000.0,72580000.0,71977000.0,54581000.0,49660000.0,41300000.0,26200000.0,16700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-713121000.0,-48629000.0,-8219000.0,-3484000.0,-53540000.0,-67236000.0,-71680000.0,-337975000.0,-27796000.0,-81022000.0,-40958000.0,-11680000.0,-30640000.0,-241076000.0,-262894000.0,-46531000.0,-8100000.0,-326700000.0,-45100000.0
,acquisitionsNet,-239067000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52266000.0,0.0,0.0,-3656000.0,-9158000.0,0.0,0.0,-1535000.0,-7824000.0,0.0,0.0,0.0,0.0,0.0,-300000.0,0.0,0.0,-132200000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176000.0,0.0,0.0,152000.0,1647000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399000.0,18698000.0,14000.0,9600000.0,126700000.0,0.0
,otherInvestingActivites,122000.0,8200000.0,21766000.0,-15002000.0,-101000.0,699000.0,16034000.0,-10767000.0,5344000.0,-41245000.0,786000.0,-29815000.0,3384000.0,8179000.0,7661000.0,-846000.0,281543000.0,8399000.0,58908000.0,-47276000.0,-19630000.0,-4949000.0,-14501000.0,-6396000.0,-14137000.0,1400000.0,-22000000.0,-800000.0
,netCashUsedForInvestingActivites,-450379000.0,-352089000.0,-398065000.0,-310949000.0,-218822000.0,-120707000.0,-127885000.0,-37854000.0,-86565000.0,-701848000.0,-98933000.0,-34756000.0,-33104000.0,-25604000.0,-67086000.0,-66246000.0,-366654000.0,-598000.0,-72973000.0,-23067000.0,23102000.0,-37868000.0,-262762000.0,-239445000.0,-60954000.0,2900000.0,-222000000.0,-178100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
