date,,2020-11-30_FY,2019-11-30_FY,2018-11-30_FY,2017-11-30_FY,2016-11-30_FY,2015-11-30_FY,2014-11-30_FY,2013-11-30_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY
,revenue,-569171158.0,28278630.0,-1307020.0,1956780.0,3595040.0,31710890.0,22470000.0,9420000.0,7960000.0,1500000.0,6210000.0,13470000.0,14090000.0,9910000.0,7680000.0,7180000.0,3580000.0
,costOfRevenue,0.0,20645090.0,23129950.0,25561500.0,24584420.0,35923640.0,31840000.0,19830000.0,16650000.0,15400000.0,23740000.0,20070000.0,28380000.0,29240000.0,16700000.0,12190000.0,4040000.0
,grossProfit,0.0,7633540.0,-24436970.0,-23604720.0,-20989380.0,-4212750.0,-9370000.0,-10410000.0,-8690000.0,-13900000.0,-17530000.0,-6600000.0,-14290000.0,-19330000.0,-9020000.0,-5010000.0,-460000.0
,grossProfitRatio,0.0,0.269940234021238,-18.6967070128996,-12.0630423450771,-5.83842738884686,-0.132848683843311,-0.417000445037828,-1.10509554140127,-1.09170854271357,-9.26666666666667,-2.82286634460548,-0.489977728285078,-1.01419446415898,-1.95055499495459,-1.17447916666667,-0.697771587743733,-0.128491620111732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1296402.0,356200.0,418020.0,443310.0,464190.0,551460.0,390000.0,300000.0,310000.0,290000.0,290000.0,460000.0,270000.0,210000.0,250000.0,300000.0,380000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,8527306.0,8132860.0,8648719.0,452230.0,729360.0,949999.999999999,400000.000000002,420000.000000002,389999.999999999,6370000.0,1650000.0,3190000.0,2070000.0,1000000.0,890000.000000001,580000.0
,costAndExpenses,0.0,21162130.0,23736550.0,26196380.0,25036650.0,36653000.0,32790000.0,20230000.0,17070000.0,15790000.0,30110000.0,21720000.0,31570000.0,31310000.0,17700000.0,13080000.0,4620000.0
,interestExpense,9016995.0,-257418290.0,-24985400.0,-156323680.0,200122650.0,-1305036560.0,392610000.0,450390000.0,232390000.0,131450000.0,264110000.0,251720000.0,-280370000.0,78290000.0,117110000.0,40500000.0,47840000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,-568954872.0,-514883620.0,-81681440.0,-344047990.0,368786400.0,-2627664740.0,769670000.0,885210000.0,450980000.0,243960000.0,504320000.0,495360000.0,-577110000.0,136420000.0,225180000.0,76630000.0,95270000.0
,EBITDARatio,-0.999619998313407,-18.207516,-62.4944071246041,-175.823542,102.582002,-82.863166,34.253227,93.971338,56.655779,162.64,81.21095,36.775056,-40.958836,13.765893,29.320313,10.672702,26.611732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,7116500.0,-25043570.0,-24239600.0,-21441610.0,-4942110.0,-10320000.0,-10810000.0,-9110000.0,-14290000.0,-23910000.0,-8250000.0,-17480000.0,-21400000.0,-10020000.0,-5900000.0,-1040000.0
,operatingIncomeRatio,0.0,0.251656462848448,-19.1608162078622,-12.3874937397152,-5.96422014775913,-0.155848984370984,-0.459279038718291,-1.14755838641189,-1.14447236180905,-9.52666666666667,-3.85024154589372,-0.612472160356347,-1.24059616749468,-2.15943491422805,-1.3046875,-0.821727019498607,-0.290502793296089
,totalOtherIncomeExpensesNet,0.0,264581820.0,31652460.0,163484710.0,-190105360.0,1317686070.0,-387380000.0,-445620000.0,-227700000.0,-126800000.0,-264120000.0,-251890000.0,279270000.0,-79530000.0,-118090000.0,-42030000.0,-48480000.0
,incomeBeforeTax,-577971867.0,-257465320.0,-56696030.0,-187724310.0,168663750.0,-1322628180.0,377060000.0,434810000.0,218590000.0,112510000.0,240210000.0,243640000.0,-296750000.0,58130000.0,108070000.0,36130000.0,47440000.0
,incomeBeforeTaxRatio,-1.01546232425221,-9.10458957877379,-43.3780890881547,-95.9353172047956,46.9156810494459,-41.7089580267221,16.7805963506898,46.1581740976645,27.4610552763819,75.0066666666667,38.6811594202899,18.0876020786934,-21.0610361958836,5.86579212916246,14.0716145833333,5.03203342618384,13.2513966480447
,incomeTaxExpense,-2221986.0,-66055620.0,-153050330.0,-74296670.0,62379180.0,-483663930.0,143460000.0,164040000.0,82800000.0,42200000.0,-6470000.0,-3360000.0,-5490000.0,-7690000.0,-3240000.0,-1700000.0,-160000.0
,netIncome,-575749881.0,-191409710.0,96354290.0,-113427640.0,106284570.0,-838964250.0,233600000.0,270780000.0,135790000.0,70310000.0,246680000.0,247000000.0,-291250000.0,65820000.0,111310000.0,37830000.0,47590000.0
,netIncomeRatio,-1.01155842650762,-6.76870520247975,-73.7205934109654,-57.9664755363403,29.5642245983355,-26.4566604721596,10.3960836671117,28.7452229299363,17.0590452261307,46.8733333333333,39.7230273752013,18.3370452858203,-20.6706884315117,6.64177598385469,14.4934895833333,5.26880222841226,13.2932960893855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-42.8604732928761,-14.24909,7.18592,-9.18826,8.6798,-69.88952,4.86464,9.42499,4.79823,2.53552,9.11267,10.27454,-12.42534,3.50853,6.65332,2.53722,3.75315
,EPSDiluted,-42.8604732928761,-14.24909,7.18592,-9.18826,8.6798,-69.88952,4.86464,9.42499,4.79823,2.53552,9.11267,10.27454,-12.42534,3.50853,6.65332,2.53722,3.75315
,weightedAverageShsOut,13433120.0,13433120.0,13408760.0,12344850.0,12245050.0,12004150.0,48020000.0,28730000.0,28300000.0,27730000.0,27070000.0,24040000.0,23440000.0,18760000.0,16730000.0,14910000.0,12680000.0
,weightedAverageShsOutDil,13433120.0,13433120.0,13408760.0,12344850.0,12245050.0,12004150.0,48020000.0,28730000.0,28300000.0,27730000.0,27070000.0,24040000.0,23440000.0,18760000.0,16730000.0,14910000.0,12680000.0
