Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,364302000.0,364000000.0,128399000.0,128000000.0,269518000.0,712000000.0,341836000.0,1111000000.0,873255000.0,873000000.0,624096000.0,377488000.0
Revenue Growth,1.8373,,-0.5236,,-0.2116,,-0.6085,,0.3992,,0.6533,
Cost of Revenue,304279000.0,304000000.0,173907000.0,174000000.0,209161000.0,636000000.0,204282000.0,950000000.0,767911000.0,768000000.0,575408000.0,359822000.0
Gross Profit,60023000.0,60000000.0,-45508000.0,-46000000.0,60357000.0,76000000.0,137554000.0,161000000.0,105344000.0,105000000.0,48688000.0,17666000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,26796000.0,27000000.0,20951000.0,25000000.0,27551000.0,33000000.0,32231000.0,39000000.0,26835000.0,38000000.0,10256000.0,9221000.0
Operating Expenses,48695000.0,,44088000.0,,56100000.0,,45036000.0,,58629000.0,,19375000.0,16863000.0
Operating Income,11328000.0,,-89596000.0,,4257000.0,,92518000.0,,46715000.0,,29313000.0,803000.0
Interest Expense,19171000.0,,21339000.0,,11216000.0,,6343000.0,,10396000.0,,11055000.0,3371000.0
Earnings before Tax,-6761000.0,,-72961000.0,,-9153000.0,,89284000.0,,35556000.0,,17276000.0,-584000.0
Income Tax Expense,71000.0,0000000.0,-191000.0,-0000000.0,258000.0,1000000.0,205000.0,1000000.0,386000.0,0000000.0,81000.0,101000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,3125000.0,,-40445000.0,,2228000.0,,-3758000.0,,0.0,,0.0,0.0
Net Income,-6832000.0,-7000000.0,-72770000.0,-73000000.0,-9411000.0,-9000000.0,89079000.0,89000000.0,35170000.0,35000000.0,17195000.0,-685000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-6832000.0,-7000000.0,-72770000.0,-73000000.0,-9411000.0,-9000000.0,89079000.0,89000000.0,35170000.0,35000000.0,17195000.0,-685000.0
EPS,-0.23,-0.23,-2.92,-2.92,-0.39,-0.39,3.7,3.70,0.92,0.92,,
EPS Diluted,-0.23,-0.23,-2.92,-2.92,-0.39,-0.39,3.7,3.70,0.92,0.92,,
Weighted Average Shs Out,30132480.0,30000000.0,24870258.0,25000000.0,23973850.0,24000000.0,24070418.0,24000000.0,24015562.0,24000000.0,,
Weighted Average Shs Out (Dil),30132480.0,30000000.0,24870258.0,25000000.0,23973850.0,24000000.0,24076437.0,24000000.0,24021957.0,24000000.0,,
Dividend per Share,0.0,,0.0,,3.08,,4.68,,1.23,,0.0,0.0
Gross Margin,0.1648,0.16483516483516,-0.3544,-0.359375,0.2239,0.10674157303371,0.4024,0.14491449144914,0.1206,0.12027491408935,0.078,0.0468
EBITDA Margin,0.094,0.090659340659341,-0.235,-0.53125,0.113,0.060393258426966,0.352,0.11071107110711,0.076,0.077892325315006,0.06,0.026
EBIT Margin,0.0341,-0.019230769230769,-0.402,-0.5703125,0.0077,-0.01123595505618,0.2797,0.081008100810081,0.0526,0.040091638029782,0.0454,0.0074
Profit Margin,-0.019,-0.019230769230769,-0.567,-0.5703125,-0.035,-0.012640449438202,0.261,0.08010801080108,0.04,0.040091638029782,0.028,-0.002
Free Cash Flow margin,-0.0262,,-0.4739,,0.044,,0.0242,,0.042,,-0.063,-0.0486
EBITDA,34309000.0,33000000.0,-30142000.0,-68000000.0,30504000.0,43000000.0,120430000.0,123000000.0,66780000.0,68000000.0,37450000.0,9667000.0
EBIT,12410000.0,-7000000,-51622000.0,-73000000,2063000.0,-8000000,95627000.0,90000000,45952000.0,35000000,28331000.0,2787000.0
Consolidated Income,-6832000.0,-7000000.0,-72770000.0,-73000000.0,-9411000.0,-9000000.0,89079000.0,89000000.0,35170000.0,35000000.0,17195000.0,-685000.0
Earnings Before Tax Margin,-0.0186,0,-0.5682,0,-0.034,0,0.2612,0,0.0407,0,0.0277,-0.0015
Net Profit Margin,-0.0188,-0.019230769230769,-0.5667,-0.5703125,-0.0349,-0.012640449438202,0.2606,0.08010801080108,0.0403,0.040091638029782,0.0276,-0.0018
