date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,689125000.0,511352000.0,435565000.0,397471000.0,369919000.0,303098000.0,262774000.0,238733000.0,198204000.0,181099000.0,146228000.0,114439000.0,93085000.0,93643000.0,83316000.0,78560000.0
,costOfRevenue,156885000.0,131079000.0,109117000.0,102751000.0,96785000.0,83856000.0,74995000.0,64406000.0,60361000.0,58786000.0,74931000.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,532240000.0,380273000.0,326448000.0,294720000.0,273134000.0,219242000.0,187779000.0,174327000.0,137843000.0,122313000.0,71297000.0,114439000.0,93085000.0,0.0,0.0,0.0
,grossProfitRatio,0.772341737710865,0.743661900217463,0.749481707667053,0.741488058248275,0.738361641332292,0.723337006512745,0.714602662363856,0.730217439566378,0.695460232891364,0.675393017079056,0.487574199195776,1.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,92518000.0,79661000.0,70916000.0,58119000.0,54760000.0,46652000.0,46095000.0,48292000.0,37454000.0,31917000.0,10962000.0,74718000.0,69591000.0,0.0,0.0,6618000.0
,SellingAndMarketingExpenses,7940000.0,11559000.0,12114000.0,9762000.0,8934000.0,6148000.0,5769000.0,4632000.0,5470000.0,4882000.0,3075000.0,2882000.0,2781000.0,1905000.0,1769000.0,2581000.0
,otherExpenses,-1673000.0,-1521000.0,-610000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,157512000.0,129391000.0,113864000.0,92952000.0,81532000.0,71342000.0,69243000.0,67047000.0,51157000.0,43580000.0,20387000.0,84390000.0,80251000.0,76392000.0,74712000.0,66999000.0
,costAndExpenses,314397000.0,260470000.0,222981000.0,195703000.0,178317000.0,155198000.0,144238000.0,131453000.0,111518000.0,102366000.0,95318000.0,84390000.0,80251000.0,76392000.0,74712000.0,66999000.0
,interestExpense,1142000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,35996000.0,26857000.0,23080000.0,19274000.0,17838000.0,18542000.0,17379000.0,14123000.0,8233000.0,6781000.0,6350000.0,6790000.0,7879000.0,7170000.0,6728000.0,4606000.0
,EBITDA,410724000.0,277739000.0,235664000.0,221042000.0,209440000.0,166442000.0,135915000.0,121403000.0,94919000.0,85514000.0,57260000.0,36839000.0,20713000.0,24421000.0,15332000.0,16167000.0
,EBITDARatio,0.596007981135498,0.543146404042616,0.541053574093419,0.556121075499848,0.566178001129977,0.549135923034794,0.517231537366711,0.508530450335731,0.47889548142318,0.472194766398489,0.39158027190415,0.321909488898016,0.222517054305205,0.260788313061307,0.18402227663354,0.205791751527495
