date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-125730000.0,-137831000.0,-82691000.0,-50456000.0,-43025000.0,7993000.0,5374000.0,5915000.0,3638000.0,710223.7,-6864028.8,-8749045.9,-17755043.2,-17189927.4,-9606426.9,-6776261.7
,depreciationAndAmortization,6061000.0,195000.0,76000.0,147000.0,0.0,2015000.0,1265000.0,963000.0,4049000.0,4562837.6,4579672.5,4567742.5,4651658.0,3800576.1,2866418.0,2318964.4
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,1405000.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,19642000.0,7173000.0,7903000.0,1316000.0,0.0,1459000.0,868000.0,357000.0,752000.0,943338.7,278694.6,150371.7,955121.0,2459432.5,2367739.8,0.0
,changeInWorkingCapital,27076000.0,-41393000.0,16263000.0,-46478000.0,0.0,-9895000.0,2413000.0,-4264000.0,15605000.0,-2486560.0,-20981945.7,12372518.8,-2839115.4,1481682.6,-51045.8,-9311983.9
,accountsReceivables,0.0,-1209000.0,-1564000.0,2160000.0,0.0,-12025000.0,0.0,-3944000.0,7147000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-3623000.0,316000.0,37000.0,-16000.0,0.0,-5154000.0,80000.0,-55000.0,-72000.0,-2241012.2,-9328440.6,-2834425.7,-3222622.0,-2419278.5,-184550.2,-2375734.3
,accountsPayables,0.0,-1664000.0,1260000.0,-11173000.0,0.0,3659000.0,2170000.0,980000.0,2446000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,653000.0,42046000.0,25783000.0,72261000.0,-1907000.0,0.0,280000.0,-3269000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,120000.0,0.0,0.0,0.0,0.0,1408000.0,957000.0,1034000.0,630000.0,0.0,416476.2,242535.0,1197182.2,5481021.0,2367739.8,0.0
,netCashProvidedByOperatingActivites,-62066000.0,-80912000.0,-32847000.0,-8943000.0,12093000.0,-9385000.0,13360000.0,5028000.0,15661000.0,5201572.7,-19817064.9,11627127.9,-14267028.8,-8596971.4,-3637994.9,-13597251.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-19580000.0,-8565000.0,-6364000.0,-5019000.0,-4327000.0,-3324000.0,-3729000.0,-2500000.0,-7890000.0,-6303429.6,-8705292.0,-7504032.9,-3397606.0,-7237758.5,-2626895.4,-1780510.5
,acquisitionsNet,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-732908000.0,0.0,0.0,0.0,0.0,12179000.0,-12179000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123687.9,0.0
,salesMaturitiesOfInvestments,629373000.0,0.0,0.0,0.0,0.0,12179000.0,0.0,0.0,0.0,0.0,145610.1,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-2326000.0,0.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,-4092000.0,0.0,225460.8,282957.5,1220513.4,937595.9,29449.5,-11675676.1
,netCashUsedForInvestingActivites,-125441000.0,119028000.0,43752000.0,-260780000.0,-33597000.0,8855000.0,-20219000.0,-2500000.0,-11978000.0,-5781252.0,-10980254.1,-7618832.8,-2159594.2,-6300162.6,-2181226.3,-27870580.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,-6410000.0,-11277000.0,-568000.0,-18836000.0,-946446.9,-8257501.8,-4309038.5,-1506320.6,-5709898.8,-936494.1,-302772.8
,commonStockIssued,318934000.0,0.0,0.0,0.0,0.0,1431000.0,2801000.0,7000.0,629000.0,0.0,779718.6,90546.4,0.0,38146.3,68742986.2,0.0
,commonStockRepurchased,-12904000.0,0.0,0.0,0.0,0.0,-1786000.0,0.0,0.0,-6519000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-28135000.0,-35218000.0,-55586000.0,-6000000.0,0.0,0.0,0.0,-538000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,-1264000.0,809000.0,-577000.0,1516000.0,2340474.6,16936176.9,-1414787.5,462249.4,-1748706.7,2479647.9,30330609.3
,netCashUsedProvidedByFinancingActivities,296434000.0,-1493000.0,-8231000.0,273196000.0,92435000.0,-5471000.0,-641000.0,13123000.0,4175000.0,7877732.9,33958467.3,-672630.4,1065944.2,-2660202.5,70659167.0,30344371.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5546000.0,-1502000.0,-1903000.0,2361000.0,-1779000.0,-1004000.0,-417000.0,445000.0,388000.0,1154696.3,396122.1,210197.0,221646.4,289108.8,155100.7,466201.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
