date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-163330000.0,55400000.0,193688000.0,98862000.0,85855000.0,88758000.0,109799000.0,-51468000.0,-46146000.0
,depreciationAndAmortization,143941000.0,152270000.0,158116000.0,153439000.0,152912000.0,148133000.0,177671000.0,154861000.0,155777000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,10930000.0,9380000.0,9172000.0,9930000.0,8968000.0,6102000.0,0.0,0.0,0.0
,changeInWorkingCapital,-13192000.0,-3167000.0,8720000.0,-4696000.0,-11717000.0,-21859000.0,-42208000.0,24793000.0,13340000.0
,accountsReceivables,0.0,-1764000.0,4104000.0,-1909000.0,1470000.0,-338000.0,1005000.0,-6831000.0,-6768000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-3820000.0,3309000.0,229000.0,4818000.0,4203000.0,16107000.0,2178000.0,12099000.0
,otherNonCashItems,10446000.0,5512000.0,2595000.0,2848000.0,3755000.0,3867000.0,245000.0,4348000.0,7994000.0
,netCashProvidedByOperatingActivites,-77722000.0,246570000.0,254194000.0,212814000.0,225643000.0,193152000.0,181605000.0,180586000.0,132999000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-129852000.0,58408000.0,-401157000.0,157161000.0,-131848000.0,906675000.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-3000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,3000000.0,0.0,0.0,0.0,7489000.0,-31041000.0,-16511000.0,-34221000.0,-1397000.0
,netCashUsedForInvestingActivites,254188000.0,-222888000.0,-49802000.0,-487558000.0,105827000.0,-216671000.0,827513000.0,-1025559000.0,-271030000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-690122000.0,-108463000.0,-485610000.0,-213672000.0,-294483000.0,-436133000.0,-660939000.0,-209728000.0,-153169000.0
,commonStockIssued,0.0,0.0,135031000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-10887000.0,0.0,-837000.0,-4103000.0,-73976000.0,-37083000.0,0.0,0.0,0.0
,dividendsPaid,-63162000.0,-125865000.0,-121733000.0,-118442000.0,-115130000.0,-67718000.0,0.0,0.0,0.0
,otherFinancingActivites,-18955000.0,-1016000.0,-18039000.0,-5662000.0,-949000.0,156729000.0,-397235000.0,726617000.0,4633000.0
,netCashUsedProvidedByFinancingActivities,57374000.0,9656000.0,-173188000.0,118121000.0,-237570000.0,-17380000.0,-935234000.0,869138000.0,159021000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,233840000.0,33338000.0,31204000.0,-156623000.0,93900000.0,-40899000.0,73884000.0,24165000.0,20990000.0
,cashAtEndOfPeriod,428786000.0,194946000.0,161608000.0,130404000.0,216054000.0,122154000.0,163053000.0,89169000.0,65004000.0
,cashAtBeginningOfPeriod,194946000.0,161608000.0,130404000.0,287027000.0,122154000.0,163053000.0,89169000.0,65004000.0,44014000.0
,operatingCashFlow,-77722000.0,246570000.0,254194000.0,212814000.0,225643000.0,193152000.0,181605000.0,180586000.0,132999000.0
,capitalExpenditure,-69228000.0,-129852000.0,58408000.0,-401157000.0,157161000.0,-131848000.0,906675000.0,-62316000.0,-92815000.0
,freeCashFlow,-146950000.0,153534000.0,145984000.0,126413000.0,166820000.0,139370000.0,121928000.0,118270000.0,40184000.0
