date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-43842000.0,56823000.0,-27379000.0,-16443000.0,-13703000.0,-28532000.0,-10516000.0
,depreciationAndAmortization,3401000.0,3851000.0,3831000.0,4422000.0,1944000.0,1470000.0,1106000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9771000.0,9609000.0,9407000.0,4775000.0,4989000.0,1352000.0,332000.0
,changeInWorkingCapital,32770000.0,32634000.0,-66383000.0,131932000.0,22125000.0,38586000.0,-320000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-296000.0,-944000.0,562000.0,373000.0,-312000.0,673000.0,-301000.0
,otherWorkingCapital,192067000.0,159297000.0,126663000.0,193046000.0,61114000.0,38989000.0,403000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,5316000.0,-1859000.0,-5511000.0
,netCashProvidedByOperatingActivites,-27788000.0,-30129000.0,-63613000.0,-90738000.0,179688000.0,-25739000.0,-14909000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-94000.0,-985000.0,-1359000.0,-15107000.0,-2222000.0,-2202000.0,-699000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-85895000.0,-188999000.0,-252918000.0,-179874000.0,-213286000.0,0.0,0.0
,salesMaturitiesOfInvestments,137287000.0,221366000.0,340691000.0,156960000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,60000.0,-10000.0
,netCashUsedForInvestingActivites,51298000.0,31382000.0,86414000.0,-38021000.0,-215508000.0,-2142000.0,-709000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,45000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,70142000.0,3645000.0,0.0,107008000.0,50000.0,112000.0,22000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,-620000.0,-241000.0,0.0
,netCashUsedProvidedByFinancingActivities,70742000.0,4082000.0,1546000.0,107470000.0,35507000.0,70704000.0,15006000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,94252000.0,5335000.0,24347000.0,-21289000.0,-313000.0,42823000.0,-612000.0
,cashAtEndOfPeriod,148763000.0,54511000.0,49176000.0,23559000.0,44848000.0,45161000.0,2338000.0
,cashAtBeginningOfPeriod,54511000.0,49176000.0,24829000.0,44848000.0,45161000.0,2338000.0,2950000.0
,operatingCashFlow,-27788000.0,-30129000.0,-63613000.0,-90738000.0,179688000.0,-25739000.0,-14909000.0
,capitalExpenditure,-94000.0,-985000.0,-1359000.0,-15107000.0,-2222000.0,-2202000.0,-699000.0
,freeCashFlow,-27882000.0,-31114000.0,-64972000.0,-105845000.0,177466000.0,-27941000.0,-15608000.0
