date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-29744000.0,-66894000.0,-70480000.0,-77992000.0,-69216000.0,-51464000.0,-90908000.0,-89027000.0,-98840000.0,-85973000.0,37890000.0,-111547000.0,-132346000.0,-74272000.0,-37637000.0,-45256000.0,-56255000.0,-41197000.0,-37030000.0,-23805000.0,-25360000.0,-12366000.0
,depreciationAndAmortization,706000.0,683000.0,594000.0,465000.0,941000.0,1439000.0,2359000.0,2592000.0,2433000.0,1955000.0,1317000.0,1403000.0,1425000.0,1344000.0,1418000.0,1180000.0,2373000.0,3177000.0,5824000.0,6760000.0,7557000.0,1906000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,7297000.0,9115000.0,7704000.0,5987000.0,7333000.0,7403000.0,9787000.0,7166000.0,12617000.0,13168000.0,16436000.0,13438000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-30322000.0,-48460000.0,10157000.0,45470000.0,-41602000.0,-41284000.0,-73269000.0,-80473000.0,51548000.0,70106000.0,50405000.0,4259000.0,18918000.0,-1758000.0,-22173000.0,56128000.0,20762000.0,19566000.0,-3878000.0,1574000.0,-1215000.0,931000.0
,accountsReceivables,-5862000.0,-6034000.0,-4077000.0,0.0,203000.0,5547000.0,0.0,-5750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-126000.0,-366000.0,-839000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-331000.0,-2239000.0,3755000.0,-2947000.0,2800000.0,1150000.0,-2290000.0,2206000.0,141000.0,153000.0,-1751000.0,-2830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-15170000.0,60793000.0,109253000.0,99096000.0,53626000.0,95228000.0,136512000.0,209781000.0,290254000.0,238706000.0,168600000.0,118195000.0,113936000.0,95018000.0,96776000.0,118949000.0,62821000.0,42059000.0,22493000.0,26371000.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,495000.0,818000.0,0.0,9302000.0,0.0,0.0,-85973000.0,0.0,0.0,23759000.0,11687000.0,12579000.0,0.0,0.0,0.0,0.0,0.0,5280000.0,0.0
,netCashProvidedByOperatingActivites,-52185000.0,-41510000.0,-58826000.0,-77557000.0,-75889000.0,-23413000.0,-69753000.0,-86061000.0,-85192000.0,-69375000.0,46743000.0,-102779000.0,-103518000.0,-52207000.0,-35836000.0,-35170000.0,-38152000.0,-32440000.0,-34528000.0,-15981000.0,-11588000.0,-7831000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2507000.0,-933000.0,-913000.0,-1794000.0,-1545000.0,-1242000.0,-1635000.0,-3229000.0,-3617000.0,-7086000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-81706000.0,-145327000.0,-77996000.0,-116861000.0,-103053000.0,-151763000.0,-218594000.0,-308846000.0,-475398000.0,-476038000.0,-266092000.0,-169928000.0,-194603000.0,-134372000.0,-85209000.0,-89584000.0,-96436000.0,-42135000.0,-26713000.0,-47511000.0,-3962000.0,0.0
,salesMaturitiesOfInvestments,130434000.0,123126000.0,104066000.0,96820000.0,128650000.0,196862000.0,281705000.0,382447000.0,439724000.0,415493000.0,216249000.0,139391000.0,170122000.0,127508000.0,89987000.0,89227000.0,72176000.0,6000000.0,47839000.0,29590000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,732000.0,88000.0,60000.0,234000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,47466000.0,-23656000.0,24964000.0,-19473000.0,24881000.0,44613000.0,62932000.0,72380000.0,-39051000.0,-62848000.0,-53403000.0,-30664000.0,-26970000.0,-7793000.0,3948000.0,-2151000.0,-25805000.0,-37306000.0,19491000.0,-21150000.0,-7579000.0,-7086000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800000.0,-1144000.0,-1448000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,67162000.0,114180000.0,23586000.0,5292000.0,1170000.0,1051000.0,139094000.0,142779000.0,1964000.0,103603000.0,130372000.0,57353000.0,2793000.0,103505000.0,66224000.0,54620000.0,31797000.0,888000.0,61302000.0,5979000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418000.0,0.0,0.0,0.0,0.0
