date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-36278000.0,87855000.0,43655000.0,68002000.0,193744000.0,211200000.0,74011000.0,107557000.0,53228000.0,44641000.0,34249000.0,58019000.0,28032000.0,28576000.0,37309000.0,5089000.0,7046000.0,12849000.0,11007000.0,7112000.0,4312000.0,15588000.0,11827000.0,12827000.0,11191000.0,11200000.0,11200000.0,1900000.0
,depreciationAndAmortization,117143000.0,123314000.0,131722000.0,127744000.0,115357000.0,103936000.0,102432000.0,95746000.0,98683000.0,84015000.0,78126000.0,80501000.0,62380000.0,63954000.0,57319000.0,48888000.0,51999000.0,29697000.0,28989000.0,28572000.0,26218000.0,24824000.0,22154000.0,18439000.0,16458000.0,15300000.0,8800000.0,5400000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,12517000.0,18120000.0,14669000.0,13585000.0,15319000.0,14712000.0,14750000.0,11376000.0,10676000.0,7291000.0,5848000.0,11798000.0,5392000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-4324000.0,16219000.0,12820000.0,-5375000.0,-107317000.0,58705000.0,28483000.0,14249000.0,66463000.0,13425000.0,12976000.0,-5738000.0,38206000.0,-23241000.0,4723000.0,203330000.0,-7500000.0,-237700000.0,-300000.0,8000000.0,3000000.0,2600000.0,-5000000.0,-6800000.0,10979000.0,5400000.0,-4200000.0,-2000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4861000.0,259000.0,-4024000.0,-1889000.0,-6194000.0,-2168000.0,2213000.0,-2138000.0,-1200000.0,-2000000.0,-1900000.0,600000.0,2400000.0,-3600000.0,-2600000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5466000.0,2195000.0,6615000.0,-917000.0,3246000.0,-569000.0,2698000.0,-274000.0,2400000.0,-2800000.0,4000000.0,4900000.0,300000.0,1500000.0,1600000.0
,otherWorkingCapital,0.0,40728000.0,24509000.0,11689000.0,17064000.0,124381000.0,65676000.0,37193000.0,22944000.0,-43519000.0,-56944000.0,-69920000.0,-64182000.0,-102388000.0,-79147000.0,-83870000.0,-287200000.0,-279700000.0,-42000000.0,-41700000.0,-49700000.0,-52700000.0,-55300000.0,-50300000.0,-43500000.0,0.0,0.0,0.0
,otherNonCashItems,10158000.0,801000.0,207000.0,922000.0,827000.0,-900000.0,-1569000.0,-3080000.0,-2691000.0,-4283000.0,-2516000.0,-2734000.0,4360000.0,7432000.0,-6185000.0,28362000.0,29929000.0,6832000.0,3436000.0,-2527000.0,11333000.0,-1157000.0,10494000.0,2713000.0,-2970000.0,500000.0,5500000.0,2500000.0
,netCashProvidedByOperatingActivites,164747000.0,220452000.0,258318000.0,253159000.0,239316000.0,220755000.0,188771000.0,187486000.0,165765000.0,135994000.0,118500000.0,127297000.0,96970000.0,98588000.0,88390000.0,83902000.0,84816000.0,44786000.0,39167000.0,44626000.0,38303000.0,43175000.0,35787000.0,39214000.0,38051000.0,32400000.0,21300000.0,11600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-326525000.0,0.0,-42369000.0,-127298000.0,-88116000.0,-82189000.0,-47310000.0,-17809000.0,-335475000.0,-44977000.0,-21986000.0,-38294000.0,-51586000.0,-81797000.0,-93636000.0,-36575000.0,-43800000.0,-142400000.0,-49400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6142000.0,-31086000.0,0.0,0.0,-2020000.0,-7090000.0,0.0,-4270000.0,-130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,11325000.0,131670000.0,914000.0,-9719000.0,108773000.0,-129297000.0,-4753000.0,-11814000.0,-5056000.0,-10661000.0,-6146000.0,1577000.0,0.0,-86835000.0,-82189000.0,-285974000.0,0.0,5781000.0,34809000.0,-2006000.0,3998000.0,3640000.0,0.0,0.0,0.0,-1000000.0,-1300000.0,100000.0
,netCashUsedForInvestingActivites,-18771000.0,99289000.0,-40023000.0,-117545000.0,-45501000.0,-221827000.0,-190668000.0,-174226000.0,-147909000.0,-361076000.0,-86853000.0,-76228000.0,-133483000.0,-84803000.0,-62831000.0,-336563000.0,2607000.0,-325293000.0,-26363000.0,-23269000.0,-25698000.0,-45959000.0,-79236000.0,-93636000.0,-36401000.0,-44800000.0,-143700000.0,-49300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
