date,,2020-06-27_FY,2019-06-29_FY,2018-06-30_FY,2017-07-01_FY,2016-07-02_FY,2015-06-27_FY,2014-06-28_FY,2013-06-29_FY,2012-06-30_FY,2011-07-02_FY,2010-07-03_FY,2009-06-27_FY,2008-06-28_FY,2007-06-30_FY,2006-07-01_FY,2005-07-02_FY,2004-07-03_FY,2003-06-28_FY,2002-06-29_FY,2001-06-30_FY,2000-07-01_FY,1999-07-03_FY,1998-06-27_FY,1997-06-28_FY,1996-06-29_FY,1995-07-01_FY,1994-07-02_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,215475000.0,1674271000.0,1430766000.0,1142503000.0,949622000.0,686773000.0,932000000.0,992000000.0,1121585000.0,1152000000.0,1180000000.0,1056000000.0,1106000000.0,1001076000.0,855000000.0,961000000.0,907000000.0,778000000.0,680000000.0,596909000.0,446000000.0,362000000.0,297000000.0,303000000.0,277000000.0,252000000.0,217000000.0
,depreciationAndAmortization,805765000.0,763935000.0,765498000.0,901992000.0,662710000.0,553021000.0,556100000.0,512500000.0,416943000.0,402600000.0,390000000.0,382300000.0,372500000.0,362559000.0,345100000.0,316700000.0,283600000.0,273100000.0,278300000.0,248240000.0,220700000.0,205000000.0,181200000.0,160300000.0,144700000.0,130800000.0,120000000.0
,deferredIncomeTax,-191317000.0,-126719000.0,187908000.0,-51846000.0,93871000.0,-4705000.0,-30700000.0,-28100000.0,-177906000.0,-165200000.0,-121900000.0,-294200000.0,643500000.0,545971000.0,482100000.0,554900000.0,608200000.0,481300000.0,263500000.0,6199000.0,-25500000.0,5700000.0,-15100000.0,11100000.0,16100000.0,35500000.0,23300000.0
,stockBasedCompensation,42200000.0,104900000.0,93841000.0,83900000.0,79466000.0,73766000.0,74328000.0,70147000.0,70319000.0,59235000.0,66358000.0,56030000.0,80650000.0,0.0,126837000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3592057000.0,623615000.0,-522845000.0,-3681891000.0,3524754000.0,-219311000.0,-144000000.0,-203229000.0,503229000.0,91000000.0,-54000000.0,445000000.0,415543000.0,86457000.0,630000000.0,-180000000.0,-205000000.0,-17000000.0,51013000.0,-55013000.0,-31000000.0,125000000.0,6000000.0,-34000000.0,42000000.0,89000000.0,79000000.0
,accountsReceivables,404158000.0,62946000.0,0.0,20672000.0,20372000.0,17996000.0,34429000.0,35243000.0,0.0,42623000.0,34931000.0,74638000.0,32184000.0,0.0,19841000.0,-95000000.0,-179000000.0,-249000000.0,-103000000.0,0.0,-185000000.0,-118000000.0,-151000000.0,-25000000.0,-107000000.0,-77000000.0,-85000000.0
,inventory,114563000.0,-114667000.0,-89737000.0,-113647000.0,66937000.0,-125232000.0,-195845000.0,-180277000.0,-99218000.0,-254738000.0,-106172000.0,177590000.0,-110925000.0,-95932000.0,-119392000.0,-62000000.0,-174000000.0,-112000000.0,-56000000.0,-54119000.0,-86000000.0,-61000000.0,-57000000.0,-10000000.0,-56000000.0,-66000000.0,-68000000.0
,accountsPayables,-834118000.0,246420000.0,76897000.0,322775000.0,23863000.0,72516000.0,392720000.0,207243000.0,30335000.0,187410000.0,154811000.0,-192692000.0,54451000.0,0.0,49775000.0,-53000000.0,-105000000.0,-289000000.0,-77000000.0,33377000.0,-174000000.0,-164000000.0,-21000000.0,-49000000.0,-71000000.0,-76000000.0,-81000000.0
,otherWorkingCapital,5630379000.0,2038322000.0,1414707000.0,1937552000.0,5619443000.0,2094689000.0,2314000000.0,2458000000.0,2661229000.0,2158000000.0,2067000000.0,2121000000.0,1676000000.0,1260457000.0,1174000000.0,544000000.0,724000000.0,929000000.0,946000000.0,894987000.0,950000000.0,981000000.0,856000000.0,850000000.0,884000000.0,842000000.0,753000000.0
,otherNonCashItems,836054000.0,119751000.0,32460000.0,143111000.0,356010000.0,95500000.0,111600000.0,107900000.0,-958000.0,92400000.0,103800000.0,127100000.0,110100000.0,117331000.0,137400000.0,18600000.0,27400000.0,27100000.0,25900000.0,0.0,35100000.0,26200000.0,51000000.0,21600000.0,18700000.0,22000000.0,23700000.0
,netCashProvidedByOperatingActivites,1618680000.0,2411207000.0,2158632000.0,2239354000.0,1988347000.0,1555484000.0,1492800000.0,1511600000.0,1404180000.0,1091500000.0,885400000.0,1582300000.0,1596100000.0,1402922000.0,1123800000.0,1191800000.0,1189500000.0,1372800000.0,1085000000.0,955224000.0,708700000.0,585300000.0,357800000.0,498100000.0,350400000.0,336900000.0,282500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-720423000.0,-692391000.0,-687815000.0,-686378000.0,-527346000.0,-542830000.0,-523206000.0,-511862000.0,-784501000.0,-636442000.0,-594604000.0,-464600000.0,-516000000.0,-603242000.0,-514800000.0,-390200000.0,-530100000.0,-435600000.0,-416400000.0,-341138000.0,-266400000.0,-286700000.0,-259400000.0,-210900000.0,-235900000.0,-201600000.0,-161500000.0
,acquisitionsNet,-142800000.0,-106600000.0,-248000000.0,-2921798000.0,-219218000.0,-115862000.0,-79338000.0,-397447000.0,-111000000.0,-101148000.0,-29293000.0,-218075000.0,-55259000.0,-59000000.0,-114378000.0,-116000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-856123000.0,-1138473000.0,0.0,-1886121000.0,-1949445000.0,0.0,-332381000.0,-721616000.0,0.0,-291600000.0,-85071000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24993000.0,61568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,963039000.0,1179932000.0,0.0,1909836000.0,2095181000.0,4346000.0,358087000.0,719043000.0,-16712000.0,324641000.0,647400000.0,0.0,0.0,-2155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
