date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,45586000.0,33712000.0,23872000.0,-2440000.0,5710000.0,4639000.0,2704000.0,1051000.0,1222000.0,13703000.0,2884000.0,1162000.0,-1895000.0,-2156000.0
,depreciationAndAmortization,18665000.0,16438000.0,12686000.0,11782000.0,11336000.0,9572000.0,8570000.0,8051000.0,4918000.0,2647000.0,1533000.0,1445000.0,1963000.0,1729000.0
,deferredIncomeTax,4241000.0,7581000.0,2798000.0,10854000.0,-1698000.0,-38000.0,1031000.0,443000.0,-15000.0,-12708000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,18936000.0,14690000.0,12510000.0,12728000.0,8023000.0,6379000.0,5396000.0,4203000.0,2755000.0,1768000.0,750000.0,228000.0,157000.0,46000.0
,changeInWorkingCapital,-32367000.0,30498000.0,16784000.0,22537000.0,11220000.0,4918000.0,474000.0,60120000.0,40267000.0,-5779000.0,37579000.0,1359000.0,-921000.0,-727000.0
,accountsReceivables,-5922000.0,-6771000.0,-4569000.0,-5586000.0,-3735000.0,-3517000.0,-3890000.0,-1150000.0,-2067000.0,-2810000.0,-1081000.0,-641000.0,-811000.0,-800000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1214000.0,-489000.0,937000.0,832000.0,-382000.0,-1569000.0,1271000.0,-59000.0,446000.0,413000.0,-347000.0,541000.0,-319000.0,520000.0
,otherWorkingCapital,191224000.0,223591000.0,193093000.0,176309000.0,153772000.0,142552000.0,137634000.0,137160000.0,77040000.0,36773000.0,42552000.0,4973000.0,3614000.0,4535000.0
,otherNonCashItems,-109000.0,-1019000.0,-270000.0,-15000.0,-1103000.0,0.0,0.0,0.0,0.0,13703000.0,27000.0,381000.0,474000.0,276000.0
,netCashProvidedByOperatingActivites,88562000.0,71794000.0,55015000.0,31050000.0,18765000.0,14429000.0,16788000.0,18243000.0,6829000.0,4485000.0,4919000.0,5158000.0,-807000.0,-803000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-16467000.0,-13585000.0,-13750000.0,-7271000.0,-8008000.0,-8757000.0,-7582000.0,-5701000.0,-5983000.0,-2584000.0,-1772000.0,-1000000.0,-884000.0,-1123000.0
,acquisitionsNet,-99000000.0,-12000000.0,-27000000.0,-1000000.0,-18000000.0,0.0,-13000000.0,0.0,-26000000.0,-11000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-74797000.0,-73700000.0,-81666000.0,-47878000.0,-23135000.0,-22527000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1263000.0
,salesMaturitiesOfInvestments,69461000.0,84472000.0,82224000.0,33029000.0,15018000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-120469000.0,-14313000.0,-40465000.0,-22620000.0,-34157000.0,-31284000.0,-20177000.0,-5701000.0,-32245000.0,-13425000.0,-1772000.0,-1000000.0,379000.0,-2386000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,1656000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11410000.0,-122000.0,-7020000.0,-18068000.0,-11996000.0,-3977000.0
,commonStockIssued,18592000.0,0.0,0.0,0.0,0.0,0.0,0.0,47738000.0,57940000.0,0.0,32902000.0,0.0,0.0,0.0
,commonStockRepurchased,-18950000.0,-20618000.0,-19864000.0,-5815000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-688000.0,0.0,0.0,0.0,4070000.0,2336000.0,261000.0,-13000.0,-60000.0,-47000.0,1020000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,2328000.0,-12142000.0,-3775000.0,-2472000.0,10105000.0,8254000.0,3485000.0,52702000.0,59481000.0,452000.0,31395000.0,-1942000.0,-711000.0,6101000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,19000.0,54000.0,-43000.0,1292000.0,-374000.0,-656000.0,-595000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-29560000.0,45393000.0,10732000.0,7250000.0,-5661000.0,-9257000.0,-499000.0,65244000.0,34065000.0,-8488000.0,34542000.0,2216000.0,-1139000.0,2912000.0
,cashAtEndOfPeriod,149692000.0,179252000.0,133859000.0,123127000.0,115877000.0,121538000.0,130795000.0,131294000.0,66050000.0,31985000.0,40473000.0,5931000.0,3715000.0,4854000.0
,cashAtBeginningOfPeriod,179252000.0,133859000.0,123127000.0,115877000.0,121538000.0,130795000.0,131294000.0,66050000.0,31985000.0,40473000.0,5931000.0,3715000.0,4854000.0,1942000.0
