date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,592571000.0,748586000.0,742354000.0,700970000.0,684762000.0
,costOfRevenue,414040000.0,531289000.0,534480000.0,513258000.0,0.0
,grossProfit,178531000.0,217297000.0,207874000.0,187712000.0,194134000.0
,grossProfitRatio,0.301282040464349,0.290276601486002,0.28002004434542,0.267788921066522,0.283505802015883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2892000.0,3045000.0,3310000.0,2272000.0,2670000.0
,GeneralAndAdministrativeExpenses,156937000.0,169469000.0,172238000.0,153025000.0,155234000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,13520000.0,0.0,0.0,0.0,0.0
,operatingExpenses,173349000.0,192285000.0,187505000.0,165660000.0,168593000.0
,costAndExpenses,587389000.0,723574000.0,721985000.0,678918000.0,659221000.0
,interestExpense,12955000.0,13698000.0,7950000.0,4386000.0,3075000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,35705000.0,16733000.0,11957000.0,10363000.0,10689000.0
,EBITDA,-65507000.0,40850000.0,34169000.0,14516000.0,36230000.0
,EBITDARatio,-0.110547090559612,0.0545695484553545,0.0460279058239061,0.020708446866485,0.0529088938930607
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,5182000.0,25012000.0,20369000.0,22052000.0,25541000.0
,operatingIncomeRatio,-0.192672270495856,0.0334123267066175,0.0274383919262239,0.0314592635918798,0.037299090778986
,totalOtherIncomeExpensesNet,119354000.0,14573000.0,6098000.0,22278000.0,3070000.0
,incomeBeforeTax,-114172000.0,10439000.0,14271000.0,-226000.0,22471000.0
,incomeBeforeTaxRatio,-0.192672270495856,0.0139449575599864,0.0192239820894075,-0.000322410374195757,0.0328157812495436
,incomeTaxExpense,-14706000.0,4359000.0,7426000.0,1942000.0,8008000.0
,netIncome,-99461000.0,6060000.0,6836000.0,-2175000.0,0.0
,netIncomeRatio,-0.16784655340879,0.00809526226779555,0.00920854471047506,-0.00310284320299014,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.41,0.210855949895616,0.24,-0.08,0.5
,EPSDiluted,-3.41,0.208634579632307,0.23,-0.08,0.48
,weightedAverageShsOut,29147000.0,28740000.0,28406000.0,28422000.0,28960000.0
,weightedAverageShsOutDil,29147000.0,29046000.0,29427000.0,28422000.0,30114000.0
