Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,104830000.0,159234000.0,46628000.0,24965000.0,16389000.0
Short-term investments,582000.0,0.0,432000.0,0.0,0.0
Cash and short-term investments,105412000.0,159234000.0,47060000.0,24965000.0,16389000.0
Receivables,876000.0,1027000.0,4838000.0,5006000.0,3066000.0
Inventories,4811000.0,3549000.0,3043000.0,1775000.0,2113000.0
Total current assets,121596000.0,172808000.0,63983000.0,39525000.0,26605000.0
Property Plant & Equipment Net,45896000.0,40163000.0,29411000.0,25183000.0,21362000.0
Goodwill and Intangible Assets,29587000.0,428000.0,401000.0,430000.0,0.0
Long-term investments,5387000.0,256000.0,378000.0,54000.0,0.0
Tax assets,16195000.0,12430000.0,6951000.0,5721000.0,4513000.0
Total non-current assets,121859000.0,56930000.0,40427000.0,34309000.0,28263000.0
Total assets,243455000.0,229738000.0,104410000.0,73834000.0,54868000.0
Payables,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,108339000.0,97022000.0,80287000.0,58339000.0,46132000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0
Deferred revenue,36493000.0,33062000.0,29648000.0,23225000.0,19307000.0
Tax Liabilities,12795000.0,10534000.0,5869000.0,3204000.0,1253000.0
Deposit Liabilities,10229000.0,20510000.0,0.0,0.0,0.0
Total non-current liabilities,20148000.0,27422000.0,20162000.0,18744000.0,13549000.0
Total liabilities,128487000.0,124444000.0,100449000.0,77083000.0,59681000.0
Other comprehensive income,-122000.0,783000.0,381000.0,468000.0,323000.0
Retained earnings (deficit),-30421000.0,-28879000.0,-35472000.0,-41609000.0,-38172000.0
Total shareholders equity,108729000.0,103745000.0,3508000.0,-2910000.0,-33954000.0
Investments,5969000.0,256000.0,810000.0,54000.0,0.0
Net Debt,-104830000.0,,,,
Other Assets,10497000.0,,,,
Other Liabilities,108339000.0,97022000.0,80287000.0,58339000.0,46132000.0
