Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,4236000.0,19430000.0,12000000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,4236000.0,19430000.0,12000000.0
Receivables,0.0,5498000.0,1000000.0
Inventories,0.0,0.0,0.0
Total current assets,4236000.0,26673000.0,13742000.0
Property Plant & Equipment Net,0.0,907349000.0,396000000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,
Total non-current assets,1376664000.0,,
Total assets,1380900000.0,942220000.0,466288000.0
Payables,0.0,0.0,0.0
Short-term debt,34000000.0,0.0,0.0
Total current liabilities,34000000.0,236651000.0,2430000.0
Long-term debt,34000000.0,504000000.0,273000000.0
Total debt,68000000.0,741646000.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,34000000.0,,
Total liabilities,569859000.0,760818000.0,291638000.0
Other comprehensive income,818269000,0.0,
Retained earnings (deficit),-7659000.0,0.0,0.0
Total shareholders equity,811041000.0,181402000.0,174650000.0
Investments,0.0,6898000.0,21967995.0
Net Debt,63764000.0,,
Other Assets,0.0,,
Other Liabilities,501859000.0,236651000.0,2430000.0
