date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1991347000000.0,-4268000000.0,-2827000000.0,5787000000.0,13878000000.0,23895000000.0,5659000000.0,-967000000.0,-3078000000.0,-3293000000.0,0.0,0.0,0.0,1467000000.0,2226000000.0,2408000000.0,2883000000.0,2323000000.0,3047950176899.64
,depreciationAndAmortization,11548019000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,899064000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220925266828.8
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1219387000000.0,0.0,2186109000000.0,748126000000.0,-4345183000000.0,4094696000000.0,164558000000.0,-10416912000000.0,349698000000.0,4321329000000.0,519917000000.0,477836000000.0,-193479000000.0,-4380021000000.0,1082170000000.0,2780167000000.0,-1229380000000.0,0.0,709508896555.92
,accountsReceivables,-107639000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-723495000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7128113876.58
,accountsPayables,-262985000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,366042000000.0,-2096465000000.0,-2096465000000.0,-4282574000000.0,-5030700000000.0,-685517000000.0,-4780213000000.0,-4944771000000.0,5472141000000.0,5122443000000.0,801114000000.0,281197000000.0,-196639000000.0,-3160000000.0,4376861000000.0,3294691000000.0,514524000000.0,1743904000000.0,700725978409.44
,otherNonCashItems,1708402000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185446026034.22
,netCashProvidedByOperatingActivites,13208473000000.0,123534000000.0,102546000000.0,102546000000.0,83697000000.0,111248000000.0,57785000000.0,40173000000.0,3916833000000.0,4144729000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8756669036168.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-13281294000000.0,-14000359000000.0,-12266870000000.0,-12535958000000.0,-12028789000000.0,-14049887000000.0,-14547499000000.0,-14259050000000.0,-11446834000000.0,-10610402000000.0,-10813733000000.0,-11243965000000.0,-8924622000000.0,-8549605823368.61,-7185290495343.18,-6721295095740.0,-6073356000000.0,-7111990000000.0,-6652727162625.38
,acquisitionsNet,0.0,-86000000.0,0.0,-177000000.0,-60000000.0,-86000000.0,28000000.0,-334000000.0,10022000000.0,-65147000000.0,0.0,0.0,0.0,58988000000.0,0.0,0.0,0.0,18852000000.0,0.0
,purchasesOfInvestments,-9203450000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20001186232.82
,salesMaturitiesOfInvestments,8020406000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650711743551.0
,otherInvestingActivites,-253078000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523265717497.06
,netCashUsedForInvestingActivites,-14831811000000.0,-13499358000000.0,-13014301000000.0,-12606699000000.0,-9645870000000.0,-9773970000000.0,-14460333000000.0,-14503272000000.0,-11719196000000.0,-11195693000000.0,-10888680000000.0,-11011672000000.0,-7142953000000.0,-8556413875817.5,-7030158765130.38,-6608374140370.0,-5383510000000.0,-6683112500000.0,-5391934754987.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-8590635000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122320000000.0,-136760000000.0,-5790266000000.0,-5964054000000.0,-4681712000000.0,-4247010000000.0,-3494930000000.0,-4325647000000.0,-7443946000000.0,-1131595000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-94683000000.0,-44442000000.0,-56863000000.0,-56863000000.0,-39730000000.0,-116956000000.0,-22735000000.0,-25889000000.0,-10452000000.0,-18894000000.0,-32498000000.0,-45920000000.0,-492286000000.0,-641638000000.0,-737955000000.0,-728562000000.0,-673626000000.0,-511577000000.0,-329641755522.56
,otherFinancingActivites,50697000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32119810190.74
,netCashUsedProvidedByFinancingActivities,1880824000000.0,5775407000000.0,5301678000000.0,745594000000.0,-7637476000000.0,-5206619000000.0,1985176000000.0,7933132000000.0,8375487000000.0,6341415000000.0,5852336000000.0,5293266000000.0,5025215000000.0,1268808991453.92,16406457858.45,-1234136105150.0,-2828609000000.0,-1955866250000.0,-3671193355809.92
