date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-80902000.0,-88275000.0,-53335000.0,-42015000.0,-47867000.0,-53260000.0
,depreciationAndAmortization,238000.0,83000.0,111000.0,258000.0,197000.0,111000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9470000.0,5695000.0,6796000.0,5905000.0,5510000.0,3186000.0
,changeInWorkingCapital,11829000.0,-13365000.0,4400000.0,-8372000.0,-41831000.0,4221000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1194000.0,-277000.0,-48000.0,-1217000.0,2246000.0,6000.0
,otherWorkingCapital,97117000.0,85288000.0,98653000.0,94253000.0,102625000.0,144456000.0
,otherNonCashItems,201000.0,599000.0,-68000.0,31000.0,826000.0,7000.0
,netCashProvidedByOperatingActivites,-52367000.0,-51183000.0,-45115000.0,-36163000.0,-41163000.0,-28265000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-12000.0,-39000.0,-118000.0,-93000.0,-214000.0,-414000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-21000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,10031000.0
,otherInvestingActivites,0.0,0.0,0.0,13000.0,25000.0,-150000.0
,netCashUsedForInvestingActivites,-12000.0,-39000.0,-118000.0,-80000.0,-146000.0,9446000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,28000.0,-5438000.0,0.0,0.0,0.0,0.0
,commonStockIssued,8901000.0,97731000.0,45996000.0,27422000.0,0.0,147270000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,-5543000.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,-15000.0,-3389000.0
,netCashUsedProvidedByFinancingActivities,8901000.0,92738000.0,51131000.0,27588000.0,196000.0,139876000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5000.0,-34000.0,-88000.0,-4000.0,-60000.0,-31000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-43473000.0,41482000.0,5810000.0,-8659000.0,-41173000.0,121026000.0
,cashAtEndOfPeriod,104355000.0,147828000.0,106346000.0,100348000.0,109007000.0,150180000.0
,cashAtBeginningOfPeriod,147828000.0,106346000.0,100536000.0,109007000.0,150180000.0,29154000.0
,operatingCashFlow,-52367000.0,-51183000.0,-45115000.0,-36163000.0,-41163000.0,-28265000.0
,capitalExpenditure,-12000.0,-39000.0,-118000.0,-93000.0,-214000.0,-414000.0
,freeCashFlow,-52379000.0,-51222000.0,-45233000.0,-36256000.0,-41377000.0,-28679000.0
