date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-9755000.0,76001000.0,152976000.0,67629000.0,41496000.0,307011000.0,290952000.0
,depreciationAndAmortization,210760000.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,11685000.0,-17419000.0,-16482000.0,16610000.0,91525000.0,72616000.0,40664000.0
,stockBasedCompensation,11579000.0,12760000.0,10235000.0,22085000.0,12895000.0,8406000.0,19860000.0
,changeInWorkingCapital,-21294000.0,-36014000.0,4748000.0,155991000.0,-5269000.0,-144878000.0,10639000.0
,accountsReceivables,11130000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2069000.0,-5485000.0,4774000.0,-3259000.0,3352000.0,4951000.0,22441000.0
,accountsPayables,-30759000.0,-21714000.0,37488000.0,7043000.0,-4152000.0,-575000.0,48187000.0
,otherWorkingCapital,-75529000.0,-54235000.0,-18221000.0,-22969000.0,-178960000.0,-173691000.0,-28813000.0
,otherNonCashItems,7447000.0,6416000.0,9191000.0,3860000.0,8596000.0,28302000.0,1032000.0
,netCashProvidedByOperatingActivites,129331000.0,244566000.0,413525000.0,248110000.0,329107000.0,291693000.0,543519000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,9670000.0,-2802000.0,-7897000.0,24582000.0,7842000.0,12779000.0,221036000.0
,netCashUsedForInvestingActivites,-76334000.0,-172541000.0,-153646000.0,-56831000.0,-45758000.0,-130274000.0,-127810000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-86314000.0,-207124000.0,-71458000.0,-204904000.0,0.0,-5829000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-32733000.0,-25839000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-18234000.0,-581502000.0,-270969000.0,-461051000.0,-421674000.0
,otherFinancingActivites,-15440000.0,-46817000.0,-51626000.0,-637854000.0,-22139000.0,-482447000.0,0.0
,netCashUsedProvidedByFinancingActivities,-82440000.0,-256667000.0,-148923000.0,-50611000.0,-276677000.0,-154917000.0,-415839000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-29443000.0,-184642000.0,110956000.0,140668000.0,6672000.0,6502000.0,-130000.0
,cashAtEndOfPeriod,50850000.0,80293000.0,264935000.0,153979000.0,13311000.0,6639000.0,137000.0
,cashAtBeginningOfPeriod,80293000.0,264935000.0,153979000.0,13311000.0,6639000.0,137000.0,267000.0
,operatingCashFlow,129331000.0,244566000.0,413525000.0,248110000.0,329107000.0,291693000.0,543519000.0
,capitalExpenditure,-86004000.0,-169739000.0,-145749000.0,-81413000.0,-53600000.0,-143053000.0,-348846000.0
,freeCashFlow,43327000.0,74827000.0,267776000.0,166697000.0,275507000.0,148640000.0,194673000.0
