date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY,1987-06-30_FY,1986-06-30_FY
,revenue,14589800000.0,14175200000.0,13325800000.0,12379800000.0,11667800000.0,10938500000.0,12206500000.0,11310100000.0,10665200000.0,9339400000.0,8927700000.0,8867100000.0,8776500000.0,7800000000.0,8881500000.0,8499700000.0,7754942000.0,7147017000.0,7004263000.0,7017570000.0,5938916000.0,5540100000.0,4798100000.0,4112200000.0,3566600000.0,2893700000.0,2469000000.0,2223400000.0,1940600000.0,1771800000.0,1714000000.0,1677700000.0,1549200000.0,1384200000.0,1204200000.0
,costOfRevenue,8445100000.0,8086600000.0,7842600000.0,7269800000.0,6840300000.0,6427600000.0,7221400000.0,6649600000.0,6240000000.0,5731500000.0,5029700000.0,4839500000.0,3915700000.0,3392300000.0,4289500000.0,3969500000.0,3525413000.0,3096719000.0,2970645000.0,2900124000.0,2564496000.0,2376200000.0,2063100000.0,1722800000.0,1516400000.0,1177300000.0,1026400000.0,927200000.0,816200000.0,756600000.0,741600000.0,759100000.0,723700000.0,649200000.0,543900000.0
,grossProfit,6144700000.0,6088600000.0,5483200000.0,5110000000.0,4827500000.0,4510900000.0,4985100000.0,4660500000.0,4425200000.0,3607900000.0,3898000000.0,4027600000.0,4860800000.0,4407700000.0,4592000000.0,4530200000.0,4229529000.0,4050298000.0,4033618000.0,4117446000.0,3374420000.0,3163900000.0,2735000000.0,2389400000.0,2050200000.0,1716400000.0,1442600000.0,1296200000.0,1124400000.0,1015200000.0,972400000.0,918600000.0,825500000.0,735000000.0,660300000.0
,grossProfitRatio,0.421164100947237,0.429524803882838,0.411472481952303,0.412769188516777,0.41374552186359,0.412387438862733,0.40839716544464,0.412065322145693,0.414919551438323,0.38630961303724,0.436618613976724,0.454218402860011,0.553842647980402,0.565089743589744,0.517029781005461,0.532983517065308,0.545397889500656,0.566711678452703,0.575880431674253,0.586733869416336,0.568187864586736,0.571090774534756,0.570017298513995,0.581051505276981,0.574833174451859,0.59315063759201,0.584285135682463,0.582981020059369,0.579408430382356,0.572976633931595,0.56732788798133,0.547535316206712,0.53285566744126,0.53099263112267,0.548330842052815
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525900000.0,486100000.0,589800000.0,624100000.0,581165000.0,499192000.0,474843000.0,514279000.0,460275000.0,412400000.0,375200000.0,296500000.0,249600000.0,193200000.0,160800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3003000000.0,3064200000.0,2971500000.0,2783200000.0,2637000000.0,2496900000.0,2762400000.0,2620600000.0,2466200000.0,2323300000.0,2127400000.0,2197600000.0,2370400000.0,2206200000.0,2035100000.0,1957100000.0,1903356000.0,1758353000.0,1606690000.0,1665447000.0,1643360000.0,1375200000.0,1206800000.0,1088300000.0,933800000.0,792100000.0,666300000.0,749600000.0,654400000.0,592800000.0,561600000.0,503600000.0,446400000.0,390800000.0,350500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,148000000.0,6700000.0,0.0,0.0,0.0,0.0,200000.0,900000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3003000000.0,3064200000.0,2971500000.0,2783200000.0,2637000000.0,2496900000.0,2762400000.0,2620600000.0,2466200000.0,2323300000.0,2127400000.0,2197600000.0,3134800000.0,2901200000.0,2913500000.0,2885600000.0,2791293000.0,2532227000.0,2360610000.0,2500582000.0,2387917000.0,2060400000.0,1826600000.0,1608200000.0,1385000000.0,1157800000.0,975400000.0,889800000.0,770500000.0,707300000.0,675100000.0,627200000.0,553400000.0,493000000.0,461100000.0
,costAndExpenses,11448100000.0,11150800000.0,10814100000.0,10053000000.0,9477300000.0,8924500000.0,9983800000.0,9270200000.0,8706200000.0,8054800000.0,7157100000.0,7037100000.0,7050500000.0,6293500000.0,7203000000.0,6855100000.0,6316706000.0,5628946000.0,5331255000.0,5400706000.0,4952413000.0,4436600000.0,3889700000.0,3331000000.0,2901400000.0,2335100000.0,2001800000.0,1817000000.0,1586700000.0,1463900000.0,1416700000.0,1386300000.0,1277100000.0,1142200000.0,1005000000.0
,interestExpense,107100000.0,129900000.0,102700000.0,80000000.0,56200000.0,6500000.0,6100000.0,9100000.0,7700000.0,8600000.0,8600000.0,33300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,480000000.0,409000000.0,377600000.0,316100000.0,288600000.0,277900000.0,336200000.0,317000000.0,323300000.0,318200000.0,309200000.0,308100000.0,238500000.0,208900000.0,288600000.0,304400000.0,306772000.0,274682000.0,279077000.0,320856000.0,284282000.0,272800000.0,244600000.0,223400000.0,201600000.0,172500000.0,148300000.0,140200000.0,116100000.0,114500000.0,113500000.0,123600000.0,107000000.0,102200000.0,110600000.0
,EBITDA,3621700000.0,3433400000.0,2889300000.0,2642900000.0,2479100000.0,2291900000.0,2558900000.0,2356900000.0,2282300000.0,1602800000.0,2079800000.0,2138100000.0,1964500000.0,1715400000.0,1967100000.0,1949000000.0,1745008000.0,1792753000.0,1952085000.0,1937720000.0,1270785000.0,1376300000.0,1153000000.0,1004600000.0,866800000.0,731100000.0,615500000.0,546600000.0,470000000.0,422400000.0,410800000.0,415000000.0,379100000.0,344200000.0,309800000.0
