date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY
,revenue,1695390000.0,1557796000.0,1433984000.0,1274172000.0,1150669000.0,1075013000.0,996680000.0,1035667000.0,950141000.0,900941000.0,72500000.0,662901000.0,442948000.0,430961000.0,369886000.0,310698000.0,278474000.0,178446000.0,91277000.0
,costOfRevenue,291704000.0,294961000.0,287335000.0,273913000.0,252107000.0,267695000.0,308574000.0,328311000.0,288075000.0,277147000.0,21000000.0,198626000.0,118665000.0,124671000.0,121711000.0,115426000.0,106598000.0,0.0,0.0
,grossProfit,1403686000.0,1262835000.0,1146649000.0,1000259000.0,898562000.0,807318000.0,688106000.0,707356000.0,662066000.0,623794000.0,51500000.0,464275000.0,324283000.0,306290000.0,248175000.0,195272000.0,171876000.0,0.0,0.0
,grossProfitRatio,0.827942833212417,0.810654925291887,0.79962468200482,0.785026668299099,0.780903978468178,0.750984406700198,0.690398121764257,0.6829955960748,0.696808157947084,0.692380522142959,0.710344827586207,0.700368531651031,0.732101736546954,0.71071396251633,0.670949968368633,0.628494550978764,0.617206633294311,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,101053000.0,98334000.0,81411000.0,75884000.0,75204000.0,77320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,114627000.0,110093000.0,99882000.0,87903000.0,87235000.0,86007000.0,279352000.0,255345000.0,233183000.0,212972000.0,17500000.0,190244000.0,135780000.0,142000000.0,92477000.0,85820000.0,70220000.0,0.0,0.0
,SellingAndMarketingExpenses,216496000.0,219298000.0,192923000.0,177297000.0,166666000.0,162294000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-47245000.0,-20745000.0,56443000.0,-2505000.0,-3421000.0,6877000.0,2141000.0,-651000.0,-2053000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,518922000.0,507134000.0,459751000.0,421071000.0,410458000.0,403420000.0,350940000.0,335850000.0,315181000.0,298202000.0,24900000.0,249256000.0,173291000.0,170500000.0,118830000.0,111976000.0,98251000.0,0.0,0.0
,costAndExpenses,810626000.0,802095000.0,747086000.0,694984000.0,662565000.0,671115000.0,659514000.0,664161000.0,603256000.0,575349000.0,45900000.0,447882000.0,291956000.0,295171000.0,240541000.0,227402000.0,204849000.0,0.0,0.0
,interestExpense,156324000.0,148041000.0,133114000.0,116098000.0,101651000.0,62387000.0,31820000.0,26265000.0,56428000.0,55819000.0,-6000000.0,51337000.0,19683000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,86746000.0,79409000.0,85535000.0,79987000.0,81353000.0,77799000.0,71588000.0,80505000.0,81998000.0,85230000.0,7400000.0,59012000.0,37511000.0,28500000.0,26353000.0,26156000.0,28031000.0,0.0,0.0
,EBITDA,971510000.0,835110000.0,772433000.0,659175000.0,569457000.0,481697000.0,408754000.0,452011000.0,428883000.0,410822000.0,34100000.0,274031000.0,188503000.0,164290000.0,155698000.0,109452000.0,101656000.0,178446000.0,91277000.0
,EBITDARatio,0.573030394186588,0.536084313992333,0.53866221659377,0.517335964061367,0.494892101898982,0.448084813858065,0.41011558373801,0.436444339734683,0.451388793873751,0.45599212379057,0.470344827586207,0.413381485319829,0.425564626096065,0.381217790008841,0.420935098922371,0.352277774559218,0.365046647083749,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,884764000.0,755701000.0,686898000.0,579188000.0,488104000.0,403898000.0,337166000.0,371506000.0,346885000.0,325592000.0,26700000.0,215019000.0,150992000.0,135790000.0,129345000.0,83296000.0,73625000.0,178446000.0,91277000.0
,operatingIncomeRatio,0.521864585729537,0.485109090022057,0.479013712844774,0.454560294842455,0.424191492079825,0.375714526242938,0.338289119877995,0.358711825326094,0.365087918529987,0.361391034485055,0.368275862068966,0.324360651137953,0.340879742091622,0.315086515949239,0.349688823042775,0.268093132237736,0.264387339572096,1.0,1.0
