date,,2015-02-28_FY,2013-02-28_FY,2012-02-29_FY,2011-02-28_FY,2010-02-28_FY,2009-02-28_FY,2008-02-29_FY,2007-02-28_FY,2006-02-28_FY,2005-02-28_FY,2004-02-29_FY,2003-02-28_FY
,incomeBeforeTaxRatio,0.949243107023792,0.872776851382293,1.35763557405518,1.18947909794889,1.17080951348331,1.0018234865062,2.10287831290966,1.0649704679691,0.56617126680821,-0.147651006711409,1.26344086021505,1.9247311827957
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,43392940.0,39893600.0,108065090.0,114459910.0,140971940.0,274700000.0,737900000.0,234400000.0,80000000.0,-6600000.0,23500000.0,17900000.0
,netIncomeRatio,0.949243107023792,0.872776851382293,1.35763557405518,1.18947909794889,1.17080951348331,1.0018234865062,2.10287831290966,1.0649704679691,0.56617126680821,-0.147651006711409,1.26344086021505,1.9247311827957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.47013,0.4518,0.8563,1.20866,1.41254,3.15023,6.26933,3.40203,1.69851,-0.19585,1.25668,1.59821
,EPSDiluted,0.47013,0.4518,0.8563,1.20866,1.41254,3.15023,6.26933,3.40203,1.69851,-0.19585,1.25668,1.59821
,weightedAverageShsOut,92300000.0,88300000.0,126200000.0,94700000.0,99800000.0,87200000.0,117700000.0,68900000.0,47100000.0,33700000.0,18700000.0,11200000.0
,weightedAverageShsOutDil,92300000.0,88300000.0,126200000.0,94700000.0,99800000.0,87200000.0,117700000.0,68900000.0,47100000.0,33700000.0,18700000.0,11200000.0
