Date,2018-12-31,2017-12-31,2016-12-31
Revenue,155370000.0,152443000.0,154021000.0
Revenue Growth,0.01920061924785,-0.0102453561527324,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,155370000.0,152443000.0,154021000.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,74983000.0,79518000.0,76376000.0
Operating Expenses,89096000.0,93131000.0,91238000.0
Operating Income,66274000.0,59312000.0,62783000.0
Interest Expense,0.0,0.0,0.0
Earnings before Tax,64668000.0,56973000.0,59587000.0
Income Tax Expense,869000.0,870000.0,1041000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,63799000.0,56103000.0,58546000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,63799000.0,56103000.0,58546000.0
EPS,3.54,3.1,3.24
EPS Diluted,3.54,3.1,3.24
Weighted Average Shs Out,26327512.0,,
Weighted Average Shs Out (Dil),18047332.0,18070692.0,18053600.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0
EBITDA Margin,0.447,0.408,0.424
EBIT Margin,0.4162,0.3737,0.3869
Profit Margin,0.411,0.368,0.38
Free Cash Flow margin,0.5188,0.4595,0.4354
EBITDA,69446000.0,62181000.0,65345000.0
EBIT,64668000.0,56973000.0,59587000.0
Consolidated Income,63799000.0,56103000.0,58546000.0
Earnings Before Tax Margin,0.4162,0.3737,0.3869
Net Profit Margin,0.4106,0.368,0.3801
