date,,2020-03-28_FY,2019-03-30_FY,2018-03-31_FY,2017-04-01_FY,2016-04-02_FY,2015-03-28_FY,2014-03-29_FY,2013-03-30_FY,2012-03-31_FY,2011-04-02_FY,2010-04-03_FY,2009-03-28_FY,2008-03-29_FY,2007-03-31_FY,2006-04-01_FY,2005-04-02_FY,2004-04-03_FY,2003-03-29_FY,2002-03-30_FY,2001-03-31_FY,2000-04-01_FY,1999-04-03_FY,1998-03-28_FY
,revenue,6159800000.0,6313000000.0,6182300000.0,6652800000.0,7405000000.0,7620000000.0,7450000000.0,6944800000.0,6859500000.0,5660300000.0,4978900000.0,5018900000.0,4880100000.0,4295400000.0,3746300000.0,3305400000.0,2649700000.0,2439300000.0,2363700000.0,2225774000.0,1955600000.0,1726900000.0,1470900000.0
,costOfRevenue,2504300000.0,2419800000.0,2430600000.0,3001700000.0,3218000000.0,3242000000.0,3140000000.0,2789000000.0,2861400000.0,2342000000.0,2079800000.0,2288200000.0,2242000000.0,1959200000.0,1723900000.0,1620900000.0,1326300000.0,1231700000.0,1216900000.0,1084128000.0,1002400000.0,904600000.0,755700000.0
,grossProfit,3655500000.0,3893200000.0,3751700000.0,3651100000.0,4187000000.0,4378000000.0,4310000000.0,4155800000.0,3998100000.0,3318300000.0,2899100000.0,2730700000.0,2638100000.0,2336200000.0,2022400000.0,1684500000.0,1323300000.0,1207600000.0,1146800000.0,1141646000.0,946300000.0,808500000.0,715300000.0
,grossProfitRatio,0.593444592356895,0.616695707270711,0.606845348818401,0.548806517556518,0.565428764348413,0.574540682414698,0.578523489932886,0.598404561686442,0.582855893286683,0.586241011960497,0.582277209825463,0.544083364880751,0.540583184770804,0.543884155142711,0.539839308117342,0.509620620802324,0.499415028116391,0.495060058213422,0.485171553073571,0.512920898527883,0.483892411536101,0.468179975678962,0.486300904208308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3232700000.0,3168300000.0,0.0,2866000000.0,3103000000.0,3032000000.0,2919000000.0,2766100000.0,0.0,2274000000.0,1997500000.0,2036000000.0,1932500000.0,0.0,1476900000.0,1382500000.0,1030000000.0,904700000.0,837600000.0,822272000.0,689200000.0,608100000.0,515500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3336000000.0,155900000.0,-3100000.0,596500000.0,216000000.0,42000000.0,38000000.0,57500000.0,0.0,-2473000000.0,-2192000000.0,-2135000000.0,-1984000000.0,0.0,-1505000000.0,299366000.0,-4077000.0,0.0,0.0,0.0,0.0,0.0,0.0
