date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,72657000.0,114992000.0,183588000.0,141279000.0,146907000.0,245536000.0,313331000.0,252998000.0,150952000.0,175459000.0,156959000.0,105505000.0,96163000.0,125497000.0,46112000.0,60121000.0,102165000.0,54265000.0,87425000.0,107167000.0,139005000.0,81767000.0,83735000.0,70300000.0,66700000.0
,depreciationAndAmortization,12591000.0,19970000.0,28278000.0,20983000.0,18358000.0,16050000.0,14754000.0,13681000.0,15093000.0,16332000.0,13834000.0,13476000.0,12969000.0,12395000.0,11937000.0,11497000.0,10618000.0,8744000.0,7683000.0,12798000.0,9268000.0,5386000.0,4795000.0,4200000.0,4661000.0
,deferredIncomeTax,-4679000.0,-3009000.0,783000.0,20481000.0,-3715000.0,-1410000.0,728000.0,-2982000.0,-6236000.0,2395000.0,-5200000.0,4093000.0,-2040000.0,-3171000.0,-1423000.0,-2866000.0,9465000.0,3405000.0,3152000.0,-901000.0,5559000.0,-4089000.0,-1988000.0,0.0,827000.0
,stockBasedCompensation,56772000.0,46613000.0,51565000.0,51283000.0,51514000.0,47518000.0,54144000.0,53179000.0,49993000.0,46473000.0,40338000.0,30973000.0,29762000.0,23704000.0,21862000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-185013000.0,-35157000.0,10356000.0,-37858000.0,20329000.0,64865000.0,123071000.0,129026000.0,46857000.0,87605000.0,65149000.0,31832000.0,-49219000.0,112894000.0,19514000.0,26385000.0,62492000.0,-15105000.0,-10299000.0,7129000.0,85455000.0,-75794000.0,-9067000.0,-24400000.0,13804000.0
,accountsReceivables,-2750000.0,58363000.0,-12855000.0,-1496000.0,99783000.0,4711000.0,-2643000.0,-2581000.0,-2044000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11200000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-3208000.0,-74127000.0,58010000.0,-21962000.0,-120407000.0,-23474000.0,38923000.0,33431000.0,0.0,0.0,0.0,0.0,0.0,0.0,31091000.0,4186000.0,2409000.0,5139000.0,13197000.0,-6872000.0,7520000.0,5457000.0,5375000.0,-1000000.0,-252000.0
,otherWorkingCapital,547189000.0,732202000.0,767359000.0,757003000.0,794861000.0,774532000.0,709667000.0,586596000.0,457570000.0,410713000.0,323108000.0,257959000.0,226127000.0,275346000.0,162452000.0,142938000.0,116553000.0,54061000.0,69166000.0,79465000.0,72336000.0,-13119000.0,62675000.0,0.0,10159000.0
,otherNonCashItems,0.0,-17872000.0,-25731000.0,-35583000.0,24052000.0,43754000.0,64380000.0,57931000.0,53863000.0,0.0,0.0,0.0,0.0,0.0,0.0,17786000.0,10336000.0,31581000.0,1183000.0,10112000.0,1625000.0,1370000.0,1333000.0,12200000.0,0.0
,netCashProvidedByOperatingActivites,188044000.0,165983000.0,357015000.0,53832000.0,123647000.0,233950000.0,345042000.0,286916000.0,233435000.0,283139000.0,140643000.0,155179000.0,124377000.0,128111000.0,99559000.0,104222000.0,114685000.0,98088000.0,101542000.0,141791000.0,173935000.0,108292000.0,78655000.0,62300000.0,86243000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8564000.0,-5753000.0,-2566000.0,-6783000.0,-15691000.0,-29610000.0,-35606000.0,-16905000.0,-15300000.0,-20078000.0,-17313000.0,-30861000.0,-26079000.0,-9925000.0,-10229000.0,-8984000.0,-8255000.0,-13870000.0,-13761000.0,-19072000.0,-30402000.0,-9096000.0,-7602000.0,0.0,-1689000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,97580000.0,-162378000.0,-113975000.0,-365770000.0,-72096000.0,-27388000.0,-167749000.0,-241644000.0,-51676000.0,-102451000.0,-76961000.0,-21364000.0,-100000.0,-5650000.0,-7350000.0,-600000.0,-1124000.0,-5591000.0,-32209000.0,-10204000.0,-15609000.0,-16201000.0,-110652000.0,-1300000.0,-116000.0
,salesMaturitiesOfInvestments,97580000.0,161280000.0,126884000.0,160158000.0,156965000.0,36657000.0,164247000.0,262171000.0,49809000.0,92282000.0,26463000.0,15052000.0,1750000.0,10429000.0,15247000.0,18371000.0,17663000.0,17158000.0,9210000.0,4021000.0,46492000.0,45633000.0,20531000.0,0.0,1057000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,6693000.0,-2254000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57353000.0,-56481000.0,62500000.0,-62500000.0,28233000.0,0.0,0.0,7000.0,-600000.0,18000.0
,netCashUsedForInvestingActivites,98660000.0,-6851000.0,10343000.0,-212395000.0,75871000.0,-22595000.0,-39108000.0,25622000.0,-17129000.0,-30242000.0,-67806000.0,-29488000.0,-24429000.0,-5146000.0,-2332000.0,66140000.0,-48197000.0,25860000.0,-123317000.0,-10291000.0,-59809000.0,779000.0,-97716000.0,-1900000.0,-730000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-94925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000000.0,0.0,0.0,0.0,-200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
