Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,29000000.0,19000000.0,4000000.0,15000000.0,7000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,162000000.0,115000000.0,62000000.0,65000000.0,69000000.0
Inventories,4000000.0,4000000.0,4000000.0,8000000.0,4000000.0
Total current assets,209000000.0,178000000.0,60000000.0,32000000.0,8000000.0
Property, Plant & Equipment Net,8000000.0,5000000.0,4000000.0,4000000.0,5000000.0
Goodwill and Intangible Assets,155000000,107000000,29000000,1000000,0
Long-term investments,,,,,
Tax assets,000000.0,000000.0,1000000.0,000000.0,000000.0
Total non-current assets,319000000.0,162000000.0,66000000.0,37000000.0,0000000.0
Total assets,506000000.0,376000000.0,162000000.0,138000000.0,109000000.0
Payables,78000000.0,52000000.0,32000000.0,38000000.0,37000000.0
Short-term debt,21000000.0,73000000.0,28000000.0,33000000.0,28000000.0
Total current liabilities,151000000.0,184000000.0,85000000.0,93000000.0,73000000.0
Long-term debt,125000000.0,5000000.0,21000000.0,000000.0,000000.0
Total debt,125000000.0,5000000.0,21000000.0,000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,000000.0,1000000.0,000000.0,000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,319000000.0,162000000.0,66000000.0,37000000.0,0000000.0
Total liabilities,470000000.0,346000000.0,151000000.0,130000000.0,73000000.0
Other comprehensive income,-0000000.0,0000000.0,000000.0,000000.0,36000000.0
Retained earnings (deficit),11000000.0,5000000.0,-1000000.0,-1000000.0,000000.0
Total shareholders equity,36000000.0,30000000.0,11000000.0,9000000.0,36000000.0
Investments,,,,,
Net Debt,117000000,59000000,45000000,18000000,21000000
Other Assets,121000000,71000000,35000000,20000000,22000000
Other Liabilities,88000000,84000000,35000000,35000000,2000000
