Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30
Revenue,723357000.0,681595000.0,643576000.0,587836000.0,506099000.0
Revenue Growth,0.0,0.0,0.0948223654216482,0.161503974518819,
Cost of Revenue,340814000.0,346235000.0,443238000.0,442876000.0,344617000.0
Gross Profit,382543000.0,335360000.0,200338000.0,144960000.0,119186000.0
R&D Expenses,0.0,0.0,0.0,0.0,
SG&A Expense,50527000.0,53647000.0,38996000.0,42182000.0,39951000.0
Operating Expenses,261406000.0,262712000.0,100044000.0,88202000.0,
Operating Income,121137000.0,72648000.0,100294000.0,56758000.0,79235000.0
Interest Expense,55717000.0,56867000.0,46110000.0,32618000.0,
Earnings before Tax,63286000.0,15829000.0,53702000.0,24846000.0,63247000.0
Income Tax Expense,15706000.0,-17426000.0,20874000.0,9926000.0,-24248000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,
Net Income,47580000.0,33255000.0,32828000.0,14920000.0,
Preferred Dividends,0.0,0.0,0.0,0.0,
Net Income Com,47580000.0,33255000.0,32828000.0,14920000.0,38999000.0
EPS,1.37,2.46,3.01,1.56,1.11
EPS Diluted,1.36,1.32,1.4,0.62,1.11
Weighted Average Shs Out,34764000.0,13516000.0,35201142.0,35000000.0,
Weighted Average Shs Out (Dil),35064000.0,25171000.0,10919000.0,9558000.0,
Dividend per Share,0.0,0.0,0.0,0.0,
Gross Margin,0.528843987132,0.492022388662,0.3113,0.2466,0.2355
EBITDA Margin,0.296082017593,0.218185285984,0.25,0.176,
EBIT Margin,0.167465027642,0.106585288918,0.1551,0.0978,
Profit Margin,0.0657766497041,0.0487899705837,0.051,0.025,
Free Cash Flow margin,0.0363942009271,0.00139378956712,-0.0145,-0.6591,
EBITDA,214173000.0,148714000.0,160860000.0,103484000.0,
EBIT,121137000.0,72648000.0,99812000.0,57464000.0,
Consolidated Income,47580000.0,33255000.0,32828000.0,14920000.0,
Earnings Before Tax Margin,0.0874893033454,0.023223468482,0.0834,0.0423,0.125
Net Profit Margin,0.0657766497041,0.0487899705837,0.051,0.0254,
