date,,2020-07-31_FY,2019-08-02_FY,2018-08-03_FY,2017-07-28_FY,2016-07-29_FY,2015-07-31_FY,2014-08-01_FY,2013-08-02_FY,2012-08-03_FY,2011-07-29_FY,2010-07-30_FY,2009-07-31_FY,2008-08-01_FY,2007-08-03_FY,2006-07-28_FY,2005-07-29_FY,2004-07-30_FY,2003-08-01_FY,2002-08-02_FY,2001-08-03_FY,2000-07-28_FY,1999-07-30_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY,1989-07-31_FY,1988-07-31_FY,1987-07-31_FY,1986-07-31_FY
,revenue,2522792000.0,3071951000.0,3030445000.0,2926289000.0,2912351000.0,2842284000.0,2683700000.0,2644600000.0,2580200000.0,2434400000.0,2404500000.0,2367285000.0,2384500000.0,2351600000.0,2643000000.0,2567500000.0,2380900000.0,2198200000.0,2066900000.0,1963700000.0,1772700000.0,1531600000.0,1317100000.0,1123900000.0,943300000.0,783100000.0,640900000.0,517600000.0,400600000.0,300200000.0,225500000.0,170000000.0,125800000.0,99000000.0,80900000.0
,costOfRevenue,1704931000.0,931077000.0,935397000.0,891293000.0,928176000.0,1916553000.0,872800000.0,854700000.0,827500000.0,772500000.0,745800000.0,764909000.0,773800000.0,744300000.0,845600000.0,847000000.0,785700000.0,703900000.0,677700000.0,664300000.0,614500000.0,538100000.0,406700000.0,352000000.0,293500000.0,238400000.0,194700000.0,155900000.0,118400000.0,91400000.0,72300000.0,53200000.0,38600000.0,31100000.0,26400000.0
,grossProfit,817861000.0,2140874000.0,2095048000.0,2034996000.0,1984175000.0,925731000.0,1810900000.0,1789900000.0,1752700000.0,1661900000.0,1658700000.0,1602376000.0,1610700000.0,1607300000.0,1797400000.0,1720500000.0,1595200000.0,1494300000.0,1389200000.0,1299400000.0,1158200000.0,993600000.0,910400000.0,771900000.0,649800000.0,544700000.0,446200000.0,361700000.0,282200000.0,208800000.0,153200000.0,116800000.0,87200000.0,67900000.0,54500000.0
,grossProfitRatio,0.324188835227002,0.696910204622404,0.691333451027819,0.695418668491048,0.681296656893348,0.325699683775443,0.674777359615456,0.676813128639492,0.679288427253701,0.682673348669077,0.689831565814099,0.676883433976053,0.675487523589851,0.68349209049158,0.680060537268256,0.670107108081792,0.669998739972279,0.679783459193886,0.672117664134694,0.661710037174721,0.653353641338072,0.64873335074432,0.691215549312884,0.686804875878637,0.688858263542881,0.695568892861704,0.696208456857544,0.698802163833076,0.704443334997504,0.695536309127249,0.679379157427938,0.687058823529412,0.693163751987281,0.685858585858586,0.673671199011125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,146975000.0,1231577000.0,1199567000.0,1158538000.0,1149170000.0,147544000.0,1096000000.0,1105800000.0,1095900000.0,1041700000.0,1054100000.0,1036455000.0,1036800000.0,1029000000.0,1119800000.0,1070800000.0,1007100000.0,941800000.0,892800000.0,835000000.0,741300000.0,620400000.0,702100000.0,598600000.0,517700000.0,415600000.0,336700000.0,272700000.0,214500000.0,161800000.0,122000000.0,92800000.0,69900000.0,54500000.0,44500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,526087000.0,514976000.0,484086000.0,483152000.0,0.0,443800000.0,422000000.0,405700000.0,395000000.0,380700000.0,0.0,422300000.0,410100000.0,479200000.0,447500000.0,405100000.0,378300000.0,347100000.0,353300000.0,294000000.0,248200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
