date,,2021-04-30_FY,2020-04-30_FY,2019-04-30_FY,2018-04-30_FY,2017-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,23280000.0,15663000.0,11150000.0,14738000.0,10367000.0
,depreciationAndAmortization,1293000.0,266000.0,367000.0,1125000.0,4623000.0
,deferredIncomeTax,543000.0,267000.0,512000.0,-7058000.0,-1711000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1222000.0,7686000.0,4324000.0,142000.0,7894000.0
,accountsReceivables,453000.0,-2934000.0,-455000.0,-31000.0,236000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,21000.0,-12000.0,142000.0,669000.0,-1245000.0
,otherWorkingCapital,350000.0,13700000.0,6014000.0,1690000.0,1548000.0
,otherNonCashItems,-7484000.0,-10137000.0,-4522000.0,-7876000.0,-24851000.0
,netCashProvidedByOperatingActivites,16410000.0,13745000.0,11831000.0,1071000.0,-3678000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-33000.0,-2000.0,-11000.0,-408000.0,-1276000.0
,acquisitionsNet,0.0,0.0,-9309000.0,0.0,0.0
,purchasesOfInvestments,-15555000.0,-21705000.0,-11196000.0,-4368000.0,-13697000.0
,salesMaturitiesOfInvestments,23114000.0,13050000.0,8346000.0,3536000.0,803000.0
,otherInvestingActivites,-145000.0,0.0,8861000.0,8836000.0,18640000.0
,netCashUsedForInvestingActivites,7381000.0,-8657000.0,-3309000.0,7596000.0,4470000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-1526000.0,-1214000.0,-608000.0,-354000.0,-741000.0
,dividendsPaid,-8068000.0,-7724000.0,-7362000.0,-8929000.0,-6616000.0
,otherFinancingActivites,20000.0,2311000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-9574000.0,-6627000.0,-7970000.0,-9283000.0,-7357000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,14217000.0,-1539000.0,552000.0,-616000.0,-6565000.0
,cashAtEndOfPeriod,19640000.0,5423000.0,6962000.0,5941000.0,6557000.0
,cashAtBeginningOfPeriod,5423000.0,6962000.0,6410000.0,6557000.0,13122000.0
,operatingCashFlow,16410000.0,13745000.0,11831000.0,1071000.0,-3678000.0
,capitalExpenditure,-178000.0,-2000.0,-122000.0,-408000.0,-1684000.0
,freeCashFlow,16232000.0,13743000.0,11709000.0,663000.0,-5362000.0
