Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0
R&D Expenses,9728000.0,4545000.0,1496000.0,125442.0,798785.0
SG&A Expense,5229000.0,4090000.0,2381000.0,328570.0,839556.0
Operating Expenses,15025000.0,8653000.0,3883000.0,465348.0,1649346.0
Operating Income,-15025000.0,-8653000.0,-3883000.0,-465348.0,-1649346.0
Interest Expense,-4000.0,0.0,43000.0,449643.0,160540.0
Earnings before Tax,-11876000.0,-9805000.0,-3926000.0,-365811.0,-1809086.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-11876000.0,-9805000.0,-3926000.0,-365811.0,-1809086.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-11876000.0,-9805000.0,-3926000.0,-365811.0,-1809086.0
EPS,-0.46,-0.53,-0.4,-0.03,
EPS Diluted,-0.46,-0.53,-0.4,-0.03,
Weighted Average Shs Out,27129510.0,21136059.0,12054813.0,8833298.0,
Weighted Average Shs Out (Dil),25904170.0,18569193.0,9827510.0,6606328.0,
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0
Profit Margin,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0
EBITDA,-11812000.0,-9787000.0,-3877000.0,95168.0,-1637541.0
EBIT,-11880000.0,-9805000.0,-3883000.0,83832.0,-1648546.0
Consolidated Income,-11876000.0,-9805000.0,-3926000.0,-365811.0,-1809086.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0
