date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1094000000.0,1582000000.0,1759000000.0,1263000000.0,1163000000.0,1062000000.0,1155000000.0,1122000000.0,1120000000.0,-215000000.0,-539000000.0,-1031000000.0,-5595774000.0,1251095000.0,1353145000.0,1000544000.0,823765000.0
,depreciationAndAmortization,421000000.0,426000000.0,462000000.0,537000000.0,574000000.0,523000000.0,523000000.0,645000000.0,717000000.0,269000000.0,284000000.0,284000000.0,286381000.0,522519000.0,304491000.0,297579000.0,246171000.0
,deferredIncomeTax,-158000000.0,62000000.0,226000000.0,209000000.0,67000000.0,201000000.0,195000000.0,379000000.0,434000000.0,-23000000.0,-210000000.0,245000000.0,-406751000.0,-123744000.0,61099000.0,-53730000.0,41889000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,526000000.0,509000000.0,-1453000000.0,2172000000.0,317000000.0,-6876000000.0,-2438000000.0,3189000000.0,2454000000.0,-14000000.0,3546000000.0,4231000000.0,-310000000.0,4131000000.0,-46826000000.0,-1082000000.0,466314000.0
,accountsReceivables,-246000000.0,-347000000.0,171000000.0,0.0,-219000000.0,0.0,-187000000.0,31000000.0,14000000.0,0.0,0.0,-1989000000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-104567000000.0,-105076000000.0,-103623000000.0,-105795000000.0,-106112000000.0,-99236000000.0,-96798000000.0,-99987000000.0,-102441000000.0,-102427000000.0,-105973000000.0,-110204000000.0,-109894000000.0,-114025000000.0,-67199000000.0,-66117000000.0
,otherNonCashItems,-666000000.0,-60000000.0,137000000.0,529000000.0,110000000.0,292000000.0,80000000.0,983000000.0,-329000000.0,140000000.0,5814000000.0,375000000.0,8537475000.0,526636000.0,159473000.0,377481000.0,-443038000.0
,netCashProvidedByOperatingActivites,2324000000.0,2581000000.0,2275000000.0,2281000000.0,1954000000.0,1572000000.0,2096000000.0,3799000000.0,2441000000.0,4753000000.0,4227000000.0,1994000000.0,2006457000.0,3404344000.0,2842021000.0,1916227000.0,1072298000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-150000000.0,0.0,-369000000.0,-242000000.0,-186000000.0,-180000000.0,-201000000.0,-191000000.0,-234000000.0,-463999000.0,-453832000.0,-94661000.0,0.0,0.0
,acquisitionsNet,-381000000.0,0.0,357000000.0,0.0,0.0,0.0,0.0,0.0,855000000.0,0.0,0.0,0.0,0.0,6000000.0,1218000000.0,0.0,0.0
,purchasesOfInvestments,-8956000000.0,-8102000000.0,-3410000000.0,-5074000000.0,-7874000000.0,-7819000000.0,-5965000000.0,-7050000000.0,-11571000000.0,-14592000000.0,-17701000000.0,-15646000000.0,-6847899000.0,-2278341000.0,-5712204000.0,-6863318000.0,-4969468000.0
,salesMaturitiesOfInvestments,5434000000.0,9052000000.0,3811000000.0,4777000000.0,6976000000.0,7257000000.0,5126000000.0,9310000000.0,9420000000.0,13716000000.0,18358000000.0,5451000000.0,5332506000.0,4474283000.0,6531377000.0,7246044000.0,6840148000.0
,otherInvestingActivites,-135000000.0,-186000000.0,-155000000.0,0.0,-205000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5701000000.0,-4253344000.0,-439978000.0,-2171469000.0,-816365000.0,-1692310000.0
,netCashUsedForInvestingActivites,-4853000000.0,509000000.0,-3045000000.0,-785000000.0,-631000000.0,-6124000000.0,-3770000000.0,-125000000.0,1007000000.0,659000000.0,4084000000.0,-1615000000.0,-6232736000.0,1302132000.0,-229370000.0,-740950000.0,46904000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-10918000000.0,-25926000000.0,-17451000000.0,-6255000000.0,-3916000000.0,-1142000000.0,-1350000000.0,-1717000000.0,-2201000000.0,-6004000000.0,-9116000000.0,-15400000000.0,-3954776000.0,-4223810000.0,-3204486000.0,-1316999000.0,-2718840000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875000000.0,0.0,0.0,1769000000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-1101000000.0,-2122000000.0,-1275000000.0,-839000000.0,-623000000.0,-256000000.0,-340000000.0,-3500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-698000000.0,-656000000.0,-516000000.0,-410000000.0,-381000000.0,-368000000.0,-299000000.0,-170000000.0,-102000000.0,-226000000.0,-233000000.0,-299000000.0,-669001000.0,-1035432000.0,-894805000.0,-628610000.0,-489817000.0
,otherFinancingActivites,-11000000.0,-29000000.0,-36000000.0,-29000000.0,-2000000.0,12000000.0,6000000.0,0.0,0.0,0.0,0.0,282000000.0,61000.0,8484000.0,31138000.0,-9058000.0,-29071000.0
,netCashUsedProvidedByFinancingActivities,16371000000.0,-2514000000.0,327000000.0,-2966000000.0,-1186000000.0,5862000000.0,405000000.0,-3890000000.0,-5204000000.0,-5086000000.0,-9403000000.0,-3341000000.0,10453531000.0,-4494653000.0,-1112173000.0,-621397000.0,-382082000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
