date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-382092000.0,179065000.0,275996000.0,273816000.0,118302000.0,154690000.0,76022000.0,118552000.0,354009000.0,-22660000.0,598900000.0,-229167000.0,-112963000.0,-253159000.0,-305618000.0,-110938000.0,-464809000.0,-61713000.0,-105698000.0,-58102000.0,-51959000.0,-30500000.0,34800000.0,14100000.0,1800000.0,-1185000.0
,depreciationAndAmortization,6535000.0,118230000.0,115693000.0,111671000.0,106893000.0,107411000.0,108107000.0,128075000.0,148045000.0,168999000.0,164000000.0,145891000.0,139609000.0,146454000.0,141834000.0,153577000.0,159539000.0,194931000.0,160801000.0,209170000.0,188562000.0,161100000.0,115200000.0,21700000.0,9300000.0,3866000.0
,deferredIncomeTax,-134199000.0,78386000.0,72893000.0,-1571000.0,63286000.0,54496000.0,33291000.0,34915000.0,-182241000.0,-14701000.0,0.0,-1650000.0,109620000.0,1236000.0,-507000.0,152000.0,27627000.0,-36492000.0,-18091000.0,-14667000.0,2217000.0,17100000.0,38700000.0,6700000.0,1400000.0,-808000.0
,stockBasedCompensation,19530000.0,13274000.0,-46684000.0,-22697000.0,116339000.0,56233000.0,140038000.0,27034000.0,62875000.0,54261000.0,18668000.0,2597000.0,6202000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,162939000.0,-49663000.0,-39607000.0,6920000.0,-113334000.0,-67795000.0,-444563000.0,493831000.0,26116000.0,229964000.0,-22203000.0,-49180000.0,61629000.0,-85938000.0,-68658000.0,-29709000.0,-17271000.0,42085000.0,-16436000.0,-71519000.0,-242900000.0,264500000.0,71400000.0,-27524000.0,3428000.0
,accountsReceivables,71654000.0,7725000.0,-39193000.0,-3108000.0,-6157000.0,-6072000.0,-7764000.0,-22146000.0,-10497000.0,844000.0,11456000.0,-988000.0,-2638000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-19452000.0,-14709000.0,-3769000.0,-1847000.0,-4948000.0,306000.0,-5744000.0,-2062000.0,-2352000.0,-549000.0,17480000.0,-4553000.0,-5123000.0,-5384000.0,1778000.0,-2971000.0,-9976000.0,9908000.0,2050000.0,-1596000.0,-8011000.0,-2200000.0,-12200000.0,-1200000.0,0.0,0.0
,accountsPayables,79075000.0,-15472000.0,-13750000.0,5478000.0,16134000.0,41775000.0,13293000.0,12147000.0,12455000.0,817000.0,-52757000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,36508000.0,-126431000.0,-76768000.0,-37161000.0,-44081000.0,69253000.0,137048000.0,581611000.0,87780000.0,61664000.0,-168300000.0,-146097000.0,-96917000.0,-158546000.0,-72608000.0,-3950000.0,25759000.0,43030000.0,945000.0,17381000.0,88900000.0,331800000.0,67300000.0,-4100000.0,23424000.0
,otherNonCashItems,0.0,4873000.0,5323000.0,5117000.0,4916000.0,5374000.0,5969000.0,5025000.0,3992000.0,-5376000.0,-761200000.0,141649000.0,-780000.0,24619000.0,17003000.0,2794000.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,200000.0,0.0,4798000.0
,netCashProvidedByOperatingActivites,-190880000.0,410573000.0,413132000.0,445067000.0,463235000.0,473761000.0,392323000.0,368682000.0,371632000.0,274937000.0,64900000.0,77763000.0,66929000.0,-37502000.0,9804000.0,121324000.0,33199000.0,171684000.0,204483000.0,183291000.0,176161000.0,197300000.0,119000000.0,47200000.0,11300000.0,10646000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-100878000.0,-143913000.0,-135624000.0,-135219000.0,-129383000.0,-114399000.0,-108709000.0,-101928000.0,-99989000.0,-91680000.0,-52171000.0,-101048000.0,-99944000.0,-117594000.0,-122586000.0,-171245000.0,-109217000.0,-112917000.0,-170181000.0,-160265000.0,-334226000.0,-669300000.0,-1354500000.0,-217400000.0,-155600000.0,-10732000.0
,acquisitionsNet,0.0,0.0,-19000000.0,0.0,0.0,0.0,10000000.0,0.0,70000000.0,0.0,3000000.0,0.0,0.0,182000000.0,79000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-890000.0,-565000.0,-648000.0,-621000.0,-706000.0,0.0,-312000.0,-1964000.0,-3330000.0,-41294000.0,-11091000.0,0.0,-134508000.0,-317913000.0,-469933000.0,0.0,0.0,0.0,-321800000.0,0.0,0.0,-63000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,3926000.0,0.0,0.0,0.0,16000.0,0.0,2425000.0,0.0,15638000.0,0.0,0.0,0.0,134508000.0,317913000.0,75111000.0,469991000.0,20100000.0,38959000.0,214900000.0,11400000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,4787000.0,2571000.0,1130000.0,2532000.0,5296000.0,998000.0,230000.0,3051000.0,752000.0,0.0,0.0,0.0,1500000.0,21446000.0,-777000.0,-500000.0,-1186000.0,0.0,-14216000.0,-41913000.0,-51800000.0,0.0,100000.0,0.0,-63344000.0
,netCashUsedForInvestingActivites,-90894000.0,-139126000.0,-152112000.0,-130163000.0,-127741000.0,-109668000.0,-98328000.0,-102303000.0,-27657000.0,-88528000.0,-38800000.0,-83188000.0,-93678000.0,64179000.0,-40016000.0,-37080000.0,401099000.0,-362354000.0,-171545000.0,-284041000.0,-337063000.0,-506200000.0,-1664900000.0,-217100000.0,-155100000.0,-74139000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
