Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,20000000.0,6000000.0,19000000.0,26000000.0,000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,21000000.0,18000000.0,16000000.0,14000000.0,000000.0
Inventories,,,,,
Total current assets,42000000.0,50000000.0,117000000.0,80000000.0,000000.0
Property, Plant & Equipment Net,6000000.0,8000000.0,7000000.0,4000000.0,000000.0
Goodwill and Intangible Assets,24000000,28000000,35000000,17000000,0
Long-term investments,,,,,
Tax assets,6000000.0,8000000.0,39000000.0,23000000.0,000000.0
Total non-current assets,11000000.0,35000000.0,9000000.0,11000000.0,000000.0
Total assets,85000000.0,80000000.0,154000000.0,120000000.0,000000.0
Payables,3000000.0,2000000.0,4000000.0,4000000.0,000000.0
Short-term debt,,,,,
Total current liabilities,19000000.0,15000000.0,118000000.0,77000000.0,000000.0
Long-term debt,000000.0,26000000.0,000000.0,000000.0,000000.0
Total debt,000000.0,26000000.0,000000.0,000000.0,000000.0
Deferred revenue,8000000.0,8000000.0,8000000.0,5000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,11000000.0,35000000.0,9000000.0,11000000.0,000000.0
Total liabilities,31000000.0,49000000.0,127000000.0,88000000.0,000000.0
Other comprehensive income,-0000000.0,000000.0,23000000.0,23000000.0,000000.0
Retained earnings (deficit),23000000.0,13000000.0,4000000.0,9000000.0,000000.0
Total shareholders equity,55000000.0,31000000.0,27000000.0,32000000.0,000000.0
Investments,,,,,
Net Debt,-20000000,20000000,-19000000,-26000000,0
Other Assets,6000000,6000000,36000000,36000000,0
Other Liabilities,12000000,8000000,109000000,69000000,0
