date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,40269000000.0,34343000000.0,30736000000.0,12662000000.0,19478000000.0,16348000000.0,14444000000.0,12920000000.0,10737000000.0,9737000000.0,8505000000.0,6520448000.0,4226858000.0,4203720000.0,3077446000.0,1465397000.0,399119000.0,105648000.0,99656000.0
,depreciationAndAmortization,13697000000.0,11781000000.0,9035000000.0,6915000000.0,6144000000.0,5063000000.0,4979000000.0,3939000000.0,2962000000.0,1851000000.0,1396000000.0,1524308000.0,1499887000.0,967658000.0,571939000.0,293812000.0,148473000.0,55049000.0,28983000.0
,deferredIncomeTax,1390000000.0,173000000.0,778000000.0,258000000.0,-38000000.0,-179000000.0,-104000000.0,-437000000.0,-266000000.0,343000000.0,9000000.0,-268060000.0,-224645000.0,-164212000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,12991000000.0,10794000000.0,9353000000.0,7700000000.0,6703000000.0,5203000000.0,4279000000.0,3343000000.0,2692000000.0,1974000000.0,1376000000.0,1164054000.0,1119766000.0,868646000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1827000000.0,6301000000.0,931000000.0,11473000000.0,17848000000.0,8927000000.0,364000000.0,-31000000.0,898000000.0,630000000.0,-99000000.0,485987000.0,327232000.0,318545000.0,42281000.0,43740000.0,-253207000.0,-6231000.0,4991000.0
,accountsReceivables,-6524000000.0,-4340000000.0,-2169000000.0,-3768000000.0,-2578000000.0,-2094000000.0,-1641000000.0,-1307000000.0,-787000000.0,-1156000000.0,-1129000000.0,-504039000.0,-334464000.0,-837247000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-234000000.0,301000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,694000000.0,428000000.0,1067000000.0,731000000.0,110000000.0,203000000.0,436000000.0,605000000.0,-499000000.0,101000000.0,272000000.0,33642000.0,-211539000.0,70135000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1844000000.0,107357000000.0,101056000000.0,100125000000.0,88652000000.0,70804000000.0,108000000.0,634000000.0,1655000000.0,893000000.0,111000000.0,76066000.0,667460000.0,815131000.0,398414000.0,87400000.0,-125227000.0,-6319000.0,11517000.0
,otherNonCashItems,1267000000.0,7404000000.0,2514000000.0,8010000000.0,7152000000.0,5749000000.0,87000000.0,106000000.0,-28000000.0,6000000.0,8493000000.0,-20268000.0,-31910000.0,-39741000.0,-123632000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,65124000000.0,54520000000.0,47971000000.0,37091000000.0,36036000000.0,26572000000.0,22376000000.0,18659000000.0,16619000000.0,14565000000.0,11081000000.0,9316198000.0,7852857000.0,5775410000.0,3580508000.0,2459422000.0,977044000.0,395445000.0,155265000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-22281000000.0,-23548000000.0,-25139000000.0,-13184000000.0,-10212000000.0,-9915000000.0,-10959000000.0,-7358000000.0,-3273000000.0,-3438000000.0,-4018000000.0,-809888000.0,-2358461000.0,-2402840000.0,-1902798000.0,-838217000.0,-318995000.0,-176801000.0,-37198000.0
,acquisitionsNet,0.0,-2515000000.0,-1491000000.0,-287000000.0,-986000000.0,-236000000.0,-4502000000.0,1077000000.0,-10568000000.0,-1900000000.0,-1067000000.0,-108000000.0,-3320000000.0,-907000000.0,-402000000.0,-101000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-143751000000.0,-120643000000.0,-61306000000.0,-98786000000.0,-89311000000.0,-78320000000.0,-58312000000.0,-46013000000.0,-34106000000.0,-62095000000.0,-45055000000.0,-29204160000.0,-15403458000.0,-16031571000.0,-27701038000.0,-12675880000.0,-4134576000.0,-316599000.0,-93061000.0
,salesMaturitiesOfInvestments,133929000000.0,98230000000.0,50259000000.0,74492000000.0,67389000000.0,62905000000.0,51315000000.0,38914000000.0,35225000000.0,48746000000.0,37099000000.0,22102867000.0,15762796000.0,15659473000.0,23107132000.0,10257214000.0,2611078000.0,219404000.0,20443000.0
,otherInvestingActivites,68000000.0,18985000000.0,9173000000.0,6364000000.0,1955000000.0,1855000000.0,1403000000.0,-299000000.0,-334000000.0,-354000000.0,2361000000.0,0.0,0.0,0.0,0.0,0.0,-36906000.0,0.0,99000.0
,netCashUsedForInvestingActivites,-32773000000.0,-29491000000.0,-28504000000.0,-31401000000.0,-31165000000.0,-23711000000.0,-21055000000.0,-13679000000.0,-13056000000.0,-19041000000.0,-10680000000.0,-8019205000.0,-5319422000.0,-3681589000.0,-6899150000.0,-3358193000.0,-1901356000.0,-313954000.0,-109717000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2100000000.0,-585000000.0,-6827000000.0,-4377000000.0,-10064000000.0,-13728000000.0,-11643000000.0,-11325000000.0,-14781000000.0,-10179000000.0,-1783000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384666000.0,4372255000.0,1195025000.0,15476000.0,2262000.0
,commonStockRepurchased,-31149000000.0,-18396000000.0,-8125000000.0,-4046000000.0,-3693000000.0,-1780000000.0,0.0,0.0,0.0,0.0,-801000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
