date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,83138000.0,69888000.0,24181000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,25333000.0,4833000.0,641000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,57805000.0,65055000.0,23540000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.695289759195554,0.930846497252747,0.973491584301724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,74007000.0,91378000.0,86123000.0,72078000.0,52394000.0,44451000.0,29869000.0,11883000.0,9273000.0,10695000.0
,GeneralAndAdministrativeExpenses,137184000.0,138402000.0,120614000.0,73615000.0,44478000.0,30635000.0,20103000.0,10287000.0,5020000.0,3521000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2326000.0,106000.0,-23722000.0,-555000.0,-1994000.0,2898000.0,2288000.0,-1469000.0,0.0,821000.0
,operatingExpenses,213495000.0,252547000.0,233282000.0,145693000.0,96872000.0,75086000.0,49972000.0,22170000.0,0.0,0.0
,costAndExpenses,238828000.0,257380000.0,233923000.0,145693000.0,96872000.0,75086000.0,49972000.0,22170000.0,14293000.0,14216000.0
,interestExpense,26476000.0,15255000.0,2531000.0,2368000.0,2537000.0,2493000.0,628000.0,3795000.0,75000.0,109000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,34158000.0,18114000.0,2442000.0,1410000.0,970000.0,252000.0,73000.0,64000.0,138000.0,120000.0
,EBITDA,-121532000.0,-169378000.0,-207300000.0,-144283000.0,-95902000.0,-74834000.0,-49899000.0,-22106000.0,-14155000.0,-13275000.0
,EBITDARatio,-1.46181048377397,-2.42356341575092,-8.57284644969191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-155690000.0,-187492000.0,-209742000.0,-145693000.0,-96872000.0,-75086000.0,-49972000.0,-22170000.0,-14293000.0,-14216000.0
,operatingIncomeRatio,-1.87266953739566,-2.68274954212454,-8.67383482899797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,2326000.0,106000.0,-23722000.0,-555000.0,543000.0,3355000.0,2467000.0,-5183000.0,-610000.0,1358000.0
,incomeBeforeTax,-177856000.0,-199671000.0,-232566000.0,-146863000.0,-98866000.0,-74224000.0,-48133000.0,-31148000.0,-14978000.0,-12967000.0
,incomeBeforeTaxRatio,-2.13928648752676,-2.85701407967033,-9.61771638890038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,5245000.0,-90000.0,3000.0,-1758000.0,193000.0,139000.0,0.0,0.0,0.0,0.0
,netIncome,-183101000.0,-199581000.0,-232569000.0,-145105000.0,-99059000.0,-74363000.0,-48133000.0,-31148000.0,-14978000.0,-12967000.0
,netIncomeRatio,-2.20237436551276,-2.85572630494505,-9.61784045324842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-4.03065091861137,-4.39,-5.58,-4.11,-3.4,-2.88,-2.0,-6.38,-0.91,-0.846824
,EPSDiluted,-4.03065091861137,-4.39,-5.58,-4.11,-3.4,-2.88,-2.0,-6.38,-0.91,-0.846824
,weightedAverageShsOut,45945745.0,45427154.0,41663958.0,35324472.0,29135583.0,25781230.0,24086651.0,4955760.0,15827499.0,15846264.0
,weightedAverageShsOutDil,45945745.0,45427154.0,41663958.0,35324472.0,29135583.0,25781230.0,24086651.0,4955760.0,15827499.0,15846264.0
