Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,2000000.0,5000000.0,3000000.0,3000000.0,8000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,11000000.0,10000000.0,11000000.0,16000000.0,23000000.0
Inventories,1000000.0,1000000.0,1000000.0,1000000.0,5000000.0
Total current assets,8000000.0,11000000.0,14000000.0,18000000.0,72000000.0
Property, Plant & Equipment Net,3000000.0,4000000.0,4000000.0,6000000.0,4000000.0
Goodwill and Intangible Assets,5000000,7000000,9000000,12000000,68000000
Long-term investments,,,,,
Tax assets,000000.0,000000.0,000000.0,0000000.0,0000000.0
Total non-current assets,2000000.0,3000000.0,4000000.0,19000000.0,20000000.0
Total assets,22000000.0,28000000.0,30000000.0,40000000.0,110000000.0
Payables,3000000.0,3000000.0,3000000.0,5000000.0,8000000.0
Short-term debt,1000000.0,1000000.0,0000000.0,000000.0,000000.0
Total current liabilities,14000000.0,15000000.0,16000000.0,25000000.0,25000000.0
Long-term debt,000000.0,000000.0,000000.0,14000000.0,8000000.0
Total debt,000000.0,000000.0,000000.0,14000000.0,8000000.0
Deferred revenue,1000000.0,1000000.0,2000000.0,1000000.0,1000000.0
Tax Liabilities,000000.0,000000.0,0000000.0,000000.0,6000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,2000000.0,3000000.0,4000000.0,19000000.0,20000000.0
Total liabilities,16000000.0,18000000.0,19000000.0,44000000.0,46000000.0
Other comprehensive income,-1000000.0,-1000000.0,-0000000.0,0000000.0,0000000.0
Retained earnings (deficit),-107000000.0,-102000000.0,-97000000.0,-86000000.0,-13000000.0
Total shareholders equity,6000000.0,10000000.0,10000000.0,-4000000.0,65000000.0
Investments,,,,,
Net Debt,-1000000,-4000000,-3000000,11000000,0
Other Assets,0,0,0,2000000,3000000
Other Liabilities,2000000,3000000,4000000,9000000,8000000
