Date,2018-12-31,2017-12-31,2016-12-31
Revenue,0.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0
R&D Expenses,7559000.0,6229000.0,2384000.0
SG&A Expense,5485000.0,3163000.0,2258000.0
Operating Expenses,13044000.0,9392000.0,4642000.0
Operating Income,-13044000.0,-9392000.0,-4642000.0
Interest Expense,386000.0,-91000.0,37000.0
Earnings before Tax,-12658000.0,-9483000.0,-4605000.0
Income Tax Expense,621000.0,323000.0,137000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-13279000.0,-9806000.0,-4742000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-13279000.0,-9806000.0,-4742000.0
EPS,-5.25,-5.45,-4.35
EPS Diluted,-5.25,-5.45,-4.35
Weighted Average Shs Out,32856918.0,32856918.0,
Weighted Average Shs Out (Dil),32856918.0,32856918.0,
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0
EBITDA Margin,,,
EBIT Margin,0.0,0.0,0.0
Profit Margin,,,
Free Cash Flow margin,0.0,0.0,0.0
EBITDA,-12206000.0,-9523000.0,-4527000.0
EBIT,-12272000.0,-9574000.0,-4568000.0
Consolidated Income,-13279000.0,-9806000.0,-4742000.0
Earnings Before Tax Margin,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0
