date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,62000.0,533000.0,246000.0,110000.0,0.0,0.0,0.0
,costOfRevenue,13000.0,253000.0,148000.0,39000.0,0.0,0.0,0.0
,grossProfit,49000.0,280000.0,98000.0,71000.0,0.0,0.0,0.0
,grossProfitRatio,0.790322580645161,0.525328330206379,0.398373983739837,0.645454545454546,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,8424000.0,7748000.0,7318000.0,5826000.0,3993000.0,2022133.0,1853091.0
,GeneralAndAdministrativeExpenses,5624000.0,5203000.0,4956000.0,5796000.0,5105000.0,3441149.0,1402879.0
,SellingAndMarketingExpenses,921000.0,954000.0,957000.0,1659000.0,901000.0,35661.0,9392.0
,otherExpenses,0.0,0.0,0.0,-6000.0,0.0,0.0,850.0
,operatingExpenses,14969000.0,13905000.0,13231000.0,13281000.0,9999000.0,0.0,0.0
,costAndExpenses,14982000.0,14158000.0,13379000.0,13320000.0,9999000.0,5498943.0,3265362.0
,interestExpense,0.0,0.0,0.0,0.0,2640000.0,1931728.0,560310.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,179000.0,178000.0,33000.0,19000.0,15000.0,9517.0,5460.0
,EBITDA,-14741000.0,-13447000.0,-13100000.0,-13191000.0,-9984000.0,-5482354.0,-3251964.0
,EBITDARatio,-237.758064516129,-25.2288930581614,-53.2520325203252,-119.918181818182,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-14920000.0,-13625000.0,-13133000.0,-13210000.0,-9999000.0,-5498943.0,-3265362.0
,operatingIncomeRatio,-240.645161290323,-25.562851782364,-53.3861788617886,-120.090909090909,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,-6000.0,0.0,-2088542.0,850.0
,incomeBeforeTax,-14878000.0,-13300000.0,-12897000.0,-13068000.0,-12610000.0,-9512141.0,-3817734.0
,incomeBeforeTaxRatio,-239.967741935484,-24.953095684803,-52.4268292682927,-118.8,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-14878000.0,-13300000.0,-12897000.0,-13068000.0,-12610000.0,-9512141.0,-3817734.0
,netIncomeRatio,-239.967741935484,-24.953095684803,-52.4268292682927,-118.8,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.93855664900328,-0.84,-1.02,-1.08,-2.22,-0.840056,-0.33716
,EPSDiluted,-0.93855664900328,-0.84,-1.02,-1.08,-2.22,-0.840056,-0.33716
,weightedAverageShsOut,15852000.0,15852000.0,12655000.0,12124000.0,5682000.0,11323226.0,11323226.0
,weightedAverageShsOutDil,15852000.0,15852000.0,12655000.0,12124000.0,5682000.0,11323226.0,11323226.0
