Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,70965000.0,77448000.0,86421000.0,53713000.0,20189555.0,0.0,0.0,0.0,0.0
Revenue Growth,-0.0837077781220948,-0.103828930468289,0.608940107608959,1.66043506159497,0.0,0.0,0.0,0.0,
Cost of Revenue,58701000.0,63785000.0,64311000.0,36664000.0,14578480.0,0.0,0.0,0.0,0.0
Gross Profit,12264000.0,13663000.0,22110000.0,17049000.0,5611075.0,0.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,53000.0,112518.0,108565.0,157742.0,133196.0,36042.0
SG&A Expense,13825000.0,18408000.0,23764000.0,14574000.0,5177251.0,970769.0,1319918.0,1363642.0,571895.0
Operating Expenses,17422000.0,19977000.0,30128000.0,14678000.0,5300003.0,1081181.0,1479270.0,1498429.0,608437.0
Operating Income,-5158000.0,-6314000.0,-8018000.0,2371000.0,311072.0,-1081181.0,-1479270.0,-1498429.0,-608437.0
Interest Expense,43000.0,807000.0,0.0,1391000.0,4193187.0,725767.0,108732.0,2123.0,8469.0
Earnings before Tax,-5740000.0,0.0,-9380000.0,1056000.0,-24872328.0,0.0,0.0,0.0,-616906.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-5740000.0,-7222000.0,-9380000.0,1056000.0,-24872328.0,-3814926.0,-2042778.0,-1546503.0,-616906.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-5740000.0,-7222000.0,-9380000.0,1056000.0,-24872328.0,-3814926.0,-2042778.0,-1546503.0,-616906.0
EPS,-0.23,-0.32,-0.46,0.06,-2.15,0.02,-0.02,-0.01,-1.82
EPS Diluted,-0.23,-0.32,-0.46,0.05,-2.15,-0.02,-0.02,-0.01,-1.82
Weighted Average Shs Out,24946421.0,22224632.0,20227239.0,16966921.0,11589412.0,168603843.0,128117443.0,0.0,
Weighted Average Shs Out (Dil),24946421.0,22224632.0,20227239.0,23709210.0,11589412.0,168603843.0,128117443.0,0.0,386616.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.172817586134,0.176415143064,0.2558405943,0.317409193305,0.277919696596,0.0,0.0,0.0,0.0
EBITDA Margin,-0.0667653068414,-0.0658118995971,-0.0779440182363,0.0671718206021,0.214731032952,0.0,0.0,0.0,
EBIT Margin,-0.0726837173254,-0.0815256688359,-0.0927783756263,0.0441420140376,0.015407570895,0.0,0.0,0.0,0.0
Profit Margin,-0.0808849432819,-0.0932496642909,-0.108538433945,0.0196600450543,-1.23194037709,0.0,0.0,0.0,
Free Cash Flow margin,-0.0811808638061,-0.0537005474641,0.00186297311996,0.0191573734478,-0.0242506583231,0.0,0.0,0.0,0.0
EBITDA,-4738000.0,-5097000.0,-6736000.0,3608000.0,4335324.0,-407179.0,-1381639.0,-1496838.0,-607937.0
EBIT,-5158000.0,-6314000.0,-8018000.0,2371000.0,311072.0,-1081181.0,-1479270.0,-1498429.0,-608437.0
Consolidated Income,-5740000.0,-7222000.0,-9380000.0,1056000.0,-24872328.0,-3814926.0,-2042778.0,-1546503.0,-616906.0
Earnings Before Tax Margin,-0.0808849432819,0.0,-0.108538433945,0.0196600450543,-1.23194037709,0.0,0.0,0.0,0.0
Net Profit Margin,-0.0808849432819,-0.0932496642909,-0.108538433945,0.0196600450543,-1.23194037709,0.0,0.0,0.0,0.0
