date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-68463000.0,2541000.0,39059000.0,31858000.0,-80744000.0,-86449000.0,-45740000.0,34077000.0,143708000.0,122159000.0,97294000.0,68472000.0,52429000.0,37874000.0,29259000.0,14752000.0,9123000.0,362000.0,2204000.0,-568000.0,-32574000.0,5500000.0,9200000.0,8400000.0,3500000.0,-15800000.0,1800000.0,6100000.0,2900000.0,1100000.0
,depreciationAndAmortization,76476000.0,28797000.0,25484000.0,23661000.0,28651000.0,37034000.0,38627000.0,34918000.0,25268000.0,18344000.0,14661000.0,12746000.0,12354000.0,9812000.0,8610000.0,8104000.0,7512000.0,8775000.0,10087000.0,10808000.0,10255000.0,9400000.0,7600000.0,7600000.0,7600000.0,7400000.0,4500000.0,2700000.0,1200000.0,600000.0
,deferredIncomeTax,-8393000.0,1616000.0,7978000.0,6046000.0,2674000.0,-39407000.0,-11973000.0,-14854000.0,2761000.0,13647000.0,-1287000.0,2493000.0,-5291000.0,-2636000.0,3724000.0,111000.0,-2103000.0,-7327000.0,993000.0,-223000.0,1517000.0,1700000.0,0.0,0.0,1200000.0,-100000.0,-3800000.0,2300000.0,900000.0,400000.0
,stockBasedCompensation,-5094000.0,9751000.0,10784000.0,5866000.0,5346000.0,2374000.0,7341000.0,7314000.0,6714000.0,13208000.0,4512000.0,3701000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-16574000.0,17333000.0,-11041000.0,121217000.0,39354000.0,-203554000.0,156188000.0,21620000.0,81589000.0,59255000.0,3917000.0,68878000.0,35047000.0,7332000.0,24585000.0,-108000.0,2177000.0,4460000.0,11091000.0,2836000.0,-53102000.0,21000000.0,15200000.0,13200000.0,-18700000.0,-11800000.0,22800000.0,39300000.0,11200000.0,3200000.0
,accountsReceivables,11021000.0,-732000.0,-3153000.0,-224000.0,7677000.0,-9987000.0,-2967000.0,-7143000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,17043000.0,-493000.0,-1074000.0,721000.0,-3735000.0,433000.0,-898000.0,-9722000.0,-4017000.0,-5422000.0,-2144000.0,-783000.0,-874000.0,-411000.0,-772000.0,193000.0,83000.0,2342000.0,2134000.0,1429000.0,7512000.0,-14100000.0,-4300000.0,-3400000.0,5700000.0,21500000.0,23000000.0,15600000.0,4700000.0,4100000.0
,accountsPayables,0.0,0.0,0.0,0.0,-17819000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-6362000.0,514674000.0,497341000.0,508382000.0,387165000.0,347811000.0,551365000.0,395177000.0,373557000.0,291968000.0,232713000.0,228796000.0,159918000.0,124871000.0,117539000.0,92954000.0,93062000.0,90885000.0,86425000.0,75334000.0,72498000.0,125600000.0,104600000.0,89400000.0,76200000.0,94900000.0,106700000.0,83900000.0,44600000.0,33400000.0
,otherNonCashItems,14852000.0,25535000.0,20202000.0,5484000.0,11186000.0,38667000.0,-26376000.0,3465000.0,0.0,0.0,11588000.0,9023000.0,12410000.0,8980000.0,3618000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,100000.0,0.0,-100000.0,100000.0,0.0,0.0
,netCashProvidedByOperatingActivites,49078000.0,103517000.0,88724000.0,51836000.0,64403000.0,79398000.0,89244000.0,126473000.0,150448000.0,148441000.0,124725000.0,80617000.0,62344000.0,53409000.0,43238000.0,31724000.0,27225000.0,13264000.0,15642000.0,11667000.0,10938000.0,600000.0,10800000.0,10400000.0,22100000.0,8200000.0,29600000.0,23400000.0,8200000.0,5300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-38839000.0,-40474000.0,-18853000.0,-9550000.0,-24286000.0,-22964000.0,-46698000.0,-45796000.0,-34776000.0,-25741000.0,-19264000.0,-18159000.0,-13742000.0,-11052000.0,-9227000.0,-7963000.0,-2491000.0,-2042000.0,-4456000.0,-18534000.0,-27600000.0,-22400000.0,-5500000.0,-5800000.0,-10800000.0,-15100000.0,-10900000.0,-7700000.0,-2100000.0
,acquisitionsNet,0.0,-8000000.0,-93000000.0,-2000000.0,29000000.0,-8000000.0,-13000000.0,-15000000.0,-129000000.0,-68000000.0,-22000000.0,-41000000.0,-15000000.0,-23000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-802896000.0,-652403000.0,-604767000.0,-446023000.0,-15000.0,-13408000.0,0.0,0.0,0.0,0.0,0.0,-1217000.0,0.0,-1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520193000.0,405594000.0,510056000.0,430490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,138424000.0,19126000.0,13469000.0,13848000.0,-13011000.0,-23465000.0,1352000.0,-87858000.0,240381000.0,205662000.0,3841000.0,1634000.0,-24761000.0,-12818000.0,-2655000.0,-3744000.0,-13294000.0,512000.0,-2853000.0,8000.0,5549000.0,-4000000.0,-16800000.0,-8200000.0,7100000.0,-5000000.0,-56400000.0,-52000000.0,-40200000.0,-11400000.0
