Date,2018-01,2017-01,2016-01,2014-12,2013-12
Cash and cash equivalents,255000000.0,277000000.0,428000000.0,471000000.0,79000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,316000000.0,261000000.0,260000000.0,308000000.0,201000000.0
Inventories,1408000000.0,1381000000.0,1295000000.0,1289000000.0,1227000000.0
Total current assets,1759000000.0,1739000000.0,1668000000.0,2148000000.0,1510000000.0
Property, Plant & Equipment Net,286000000.0,248000000.0,260000000.0,332000000.0,92000000.0
Goodwill and Intangible Assets,1366000000,1311000000,1218000000,1771000000,1415000000
Long-term investments,,,,,
Tax assets,74000000.0,147000000.0,163000000.0,000000.0,000000.0
Total non-current assets,1233000000.0,1220000000.0,1227000000.0,1353000000.0,77000000.0
Total assets,3790000000.0,3698000000.0,3691000000.0,4304000000.0,3064000000.0
Payables,181000000.0,166000000.0,146000000.0,150000000.0,107000000.0
Short-term debt,,,,,
Total current liabilities,288000000.0,257000000.0,261000000.0,330000000.0,188000000.0
Long-term debt,1185000000.0,1182000000.0,1180000000.0,1200000000.0,000000.0
Total debt,1185000000.0,1182000000.0,1180000000.0,1200000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,6000000.0,5000000.0,16000000.0,124000000.0,66000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,1233000000.0,1220000000.0,1227000000.0,1353000000.0,77000000.0
Total liabilities,1520000000.0,1477000000.0,1488000000.0,1683000000.0,265000000.0
Other comprehensive income,-24000000.0,-84000000.0,-74000000.0,-28000000.0,2799000000.0
Retained earnings (deficit),-280000000.0,-328000000.0,-374000000.0,4000000.0,000000.0
Total shareholders equity,2270000000.0,2221000000.0,2202000000.0,2620000000.0,2799000000.0
Investments,,,,,
Net Debt,930000000,905000000,752000000,729000000,-79000000
Other Assets,85000000,72000000,67000000,95000000,28000000
Other Liabilities,42000000,33000000,32000000,125000000,18000000
