date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2007-04-02_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-84234000.0,-76282000.0,-56671000.0,-27319000.0,-21873000.0,-14526000.0,-26778000.0,4449000.0,-10532000.0,-2532000.0,-7537000.0,-17340000.0,-17215000.0,-21856000.0,-12874000000.0,-12874000.0,-1700000.0,-10238000.0,-6935000.0,-9384000.0,-6027000.0,-5428000.0,-3308000.0,-3400000.0,-4441000.0,-11462000.0,341000.0
,depreciationAndAmortization,4586000.0,7819000.0,2360000.0,741000.0,825000.0,551000.0,11000.0,3000.0,419000.0,233000.0,238000.0,259000.0,253000.0,2595000.0,309000000.0,7058000.0,1574000.0,1076000.0,898000.0,686000.0,627000.0,476000.0,285000.0,200000.0,162000.0,123000.0,15000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,8187000.0,8237000.0,8866000.0,5916000.0,4829000.0,4368000.0,1305000.0,439000.0,390000.0,1066000.0,1015000.0,811000.0,0.0,0.0,77000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1634000.0,25192000.0,-66488000.0,73860000.0,22034000.0,30434000.0,17043000.0,-3438000.0,3929000.0,-2741000.0,1813000.0,-6593000.0,-7595000.0,5788239000.0,-5776218000.0,-7127000.0,9133000.0,-8994000.0,-6388000.0,-10925000.0,-5878000.0,24309000.0,-912000.0,1216000.0,-4160000.0,2251000.0,285000.0
,accountsReceivables,0.0,0.0,26000.0,17000.0,-9000.0,-79000.0,39000.0,766000.0,-507000.0,0.0,0.0,0.0,0.0,0.0,4129000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194000.0,-43000.0,-151000.0,0.0,0.0,0.0,0.0,0.0,0.0,104000.0,60000.0,353000.0,-461000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2178000.0,-1707000.0,7665000.0,-1301000.0,2819000.0,-1174000.0,33000.0,-1176000.0,567000.0,0.0,0.0,0.0,0.0,0.0,-1657000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,93689000.0,68497000.0,134985000.0,61125000.0,39091000.0,8657000.0,-8386000.0,-4948000.0,-8877000.0,-6136000.0,-7949000.0,-1356000.0,6239000.0,-5782000000.0,-5782000.0,1345000.0,-7788000.0,1206000.0,7594000.0,18519000.0,24397000.0,88000.0,1000000.0,-216000.0,3944000.0,1693000.0
,otherNonCashItems,1892000.0,959000.0,688000.0,1272000.0,3432000.0,5253000.0,349000.0,278000.0,141000.0,602000.0,925000.0,10354000.0,9671000.0,22445000.0,0.0,1432000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758000.0,8658000.0,17000.0
,netCashProvidedByOperatingActivites,-35019000.0,-62820000.0,-39111000.0,-22935000.0,-13014000.0,-10423000.0,-1611000.0,1000.0,-3955000.0,-7609000.0,-6860000.0,-2248000.0,-6560000.0,4843000.0,-1958000000.0,-1958000.0,-7301000.0,-9077000.0,-6363000.0,-8595000.0,-5272000.0,-4331000.0,-3245000.0,-3200000.0,-3628000.0,-2668000.0,658000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000.0,0.0,-3000.0,-28000.0,-221000.0,-462000.0,-403000.0,-419000.0,-72000.0,-5000.0,-100000.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-170472000.0,0.0,-136092000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3567000.0,0.0,-3070000.0,0.0,0.0,0.0,0.0,0.0,-17394000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,88094000.0,66484000.0,70500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361000.0,1374000.0,6472000.0,4368000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,3697000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049000.0,0.0,28000.0,36000.0,0.0,0.0,0.0,0.0,-174000.0,0.0,0.0
,netCashUsedForInvestingActivites,-83714000.0,59976000.0,-85086000.0,-860000.0,-519000.0,3389000.0,0.0,-2000.0,-13000.0,-40000.0,-7000.0,-1000.0,-93000.0,-3572000.0,-2523000000.0,-2523000.0,9717000.0,1153000.0,6038000.0,2688000.0,3675000.0,-17466000.0,-107000.0,-100000.0,-184000.0,-38000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,-400000.0,0.0,0.0,-2750000.0,-2750000.0,0.0,0.0,-64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-178000.0,-127000.0,-5000.0
