date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY
,revenue,1071000000.0,169861284120.0,110080000000.0,50347000000.0,31295000000.0,7160781433.0,6204645511.0,5334993550.0,7564657834.0,6774518774.0,4866925429.0,4094070971.0,4013831854.0,1479226523.0,127686513.0,1221694.0,0.0,0.0
,costOfRevenue,663000000.0,121825758780.0,74161000000.0,34487000000.0,25169000000.0,7095999804.0,6031883407.0,5600298352.0,6994829077.0,5583050351.0,3987967830.0,3197265987.0,3082359252.0,1104038592.0,79592381.0,727406.0,0.0,0.0
,grossProfit,408000000.0,48035525340.0,35919000000.0,15860000000.0,6126000000.0,64781629.0,172762104.0,-265304802.0,569828757.0,1191468423.0,878957599.0,896804984.0,931472602.0,375187931.0,48094132.0,494288.0,0.0,0.0
,grossProfitRatio,0.380952380952381,0.282792665726375,0.326299055232558,0.31501380419886,0.195750119827448,0.00904672619966559,0.0278439926493328,-0.0497291701505431,0.0753277635954472,0.175874990201924,0.18059812335785,0.219049691701107,0.232065675863262,0.253637914928057,0.376657885551311,0.404592311986471,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,85000000.0,9044095170.0,7751000000.0,4561000000.0,3614000000.0,1224464679.0,815083774.0,511559641.0,448970370.0,560182706.0,366835721.0,312872535.0,262382978.0,117273072.0,16488513.0,3043595.0,331194.0,701670.0
,SellingAndMarketingExpenses,38000000.0,8864411160.0,6451000000.0,2960000000.0,2981000000.0,991723491.0,723729444.0,643085490.0,501146213.0,450547075.0,210043525.0,153571349.0,139651639.0,45750215.0,974702.0,745287.0,2400.0,368213.0
,otherExpenses,2000000.0,0.0,-265000000.0,-90000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
