Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,100748000.0,106993000.0,103772000.0,50937000.0,12843000.0,11032000.0
Revenue Growth,-0.0584,0.031,1.0373,2.9661,0.1642,
Cost of Revenue,30866000.0,33501000.0,34211000.0,29601000.0,26424000.0,17854000.0
Gross Profit,69882000.0,73492000.0,69561000.0,21336000.0,-13581000.0,-6822000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,5258000.0,4223000.0,4423000.0,3114000.0,1403000.0,1402000.0
Operating Expenses,6979000.0,9334000.0,10070000.0,8942000.0,6947000.0,4974000.0
Operating Income,62903000.0,64158000.0,59491000.0,12394000.0,-20528000.0,-11796000.0
Interest Expense,7307000.0,5402000.0,2545000.0,381000.0,138000.0,768000.0
Earnings before Tax,55782000.0,58976000.0,57029000.0,19000000.0,-7758000.0,-4705000.0
Income Tax Expense,101000.0,109000.0,224000.0,-4009000.0,-7758000.0,-4705000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,-6901000.0,-12833000.0,-7810000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,55681000.0,58867000.0,56805000.0,23009000.0,0.0,0.0
Preferred Dividends,1114000.0,1177000.0,1136000.0,460000.0,0.0,0.0
Net Income Com,55681000.0,58867000.0,56805000.0,22549000.0,0.0,0.0
EPS,1.81,1.81,1.75,0.71,,
EPS Diluted,1.81,1.81,1.75,0.71,,
Weighted Average Shs Out,31830431.0,31811849.0,31800300.0,31789373.0,,
Weighted Average Shs Out (Dil),30702000.0,31806000.0,31794000.0,31787000.0,,
Dividend per Share,1.895,1.78,1.637,0.4,0.0,0.0
Gross Margin,0.6936,0.6869,0.6703,0.4189,-1.0575,-0.6184
EBITDA Margin,0.671,0.652,0.631,0.499,-0.171,-0.018
EBIT Margin,0.6262,0.6017,0.5741,0.3805,-0.5933,-0.3569
Profit Margin,0.553,0.55,0.547,0.443,0.0,0.0
Free Cash Flow margin,0.5643,0.5808,0.5942,0.2795,-1.315,-1.0692
EBITDA,67596000.0,69727000.0,65457000.0,25410000.0,-2194000.0,-195000.0
EBIT,63089000.0,64378000.0,59574000.0,19381000.0,-7620000.0,-3937000.0
Consolidated Income,55681000.0,58867000.0,56805000.0,16108000.0,-12833000.0,-7810000.0
Earnings Before Tax Margin,0.5537,0.5512,0.5496,0.373,-0.6041,-0.4265
Net Profit Margin,0.5527,0.5502,0.5474,0.4517,0.0,0.0
