date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-18500000.0,4400000.0,-5800000.0,-27300000.0,-5000000.0,-6700000.0
,depreciationAndAmortization,35000000.0,34800000.0,30300000.0,17800000.0,6600000.0,2100000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3700000.0,3300000.0,2100000.0,1200000.0,500000.0,100000.0
,changeInWorkingCapital,-1600000.0,1400000.0,5400000.0,-13600000.0,10100000.0,-3000000.0
,accountsReceivables,15600000.0,5200000.0,-13500000.0,-12400000.0,-8700000.0,-2100000.0
,inventory,400000.0,1100000.0,-3400000.0,0.0,0.0,0.0
,accountsPayables,-3300000.0,-1100000.0,200000.0,200000.0,1200000.0,-1600000.0
,otherWorkingCapital,2000000.0,3600000.0,2200000.0,-3200000.0,10400000.0,300000.0
,otherNonCashItems,6900000.0,8000000.0,-4400000.0,4600000.0,-17400000.0,2300000.0
,netCashProvidedByOperatingActivites,25500000.0,51900000.0,27600000.0,-17300000.0,-5200000.0,-5200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7200000.0,-24200000.0,-75900000.0,-21700000.0,-11200000.0,-26000000.0
,acquisitionsNet,0.0,0.0,-4000000.0,-47700000.0,-16300000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,1800000.0,800000.0,5500000.0,500000.0,2100000.0,500000.0
,netCashUsedForInvestingActivites,-5400000.0,-23400000.0,-74400000.0,-68900000.0,-25400000.0,-25500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-65400000.0,-49800000.0,-51000000.0,-13900000.0,-3100000.0,-300000.0
,commonStockIssued,0.0,0.0,0.0,80800000.0,0.0,0.0
,commonStockRepurchased,-3400000.0,-1100000.0,0.0,-3900000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,-3000000.0,0.0
,otherFinancingActivites,44600000.0,26700000.0,95100000.0,26900000.0,37200000.0,29200000.0
,netCashUsedProvidedByFinancingActivities,-24200000.0,-24200000.0,44100000.0,89900000.0,31100000.0,28900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-4100000.0,4300000.0,-2700000.0,3700000.0,500000.0,-1800000.0
,cashAtEndOfPeriod,2800000.0,6900000.0,2600000.0,5300000.0,1600000.0,1100000.0
,cashAtBeginningOfPeriod,6900000.0,2600000.0,5300000.0,1600000.0,1100000.0,2900000.0
,operatingCashFlow,25500000.0,51900000.0,27600000.0,-17300000.0,-5200000.0,-5200000.0
,capitalExpenditure,-7200000.0,-24200000.0,-75900000.0,-21700000.0,-11200000.0,-26000000.0
,freeCashFlow,18300000.0,27700000.0,-48300000.0,-39000000.0,-16400000.0,-31200000.0
