Date,2018-09-30,2017-09-30,2016-09-30
Cash and cash equivalents,256850.0,284246.0,34258.0
Short-term investments,0.0,1135487.0,0.0
Cash and short-term investments,256850.0,1419733.0,34258.0
Receivables,636517.0,1102591.0,163974.0
Inventories,1020259.0,588197.0,614207.0
Total current assets,3227465.0,3375763.0,667041.0
Property, Plant & Equipment Net,609309.0,135476.0,180281.0
Goodwill and Intangible Assets,0.0,3240287.0,486760.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,28502.0,397000.0,12000.0
Total assets,2522935.0,7069439.0,1623358.0
Payables,139879.0,465480.0,206156.0
Short-term debt,0.0,0.0,797547.0
Total current liabilities,2643975.0,1523525.0,1904083.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,797547.0
Deferred revenue,161458.0,41417.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,28502.0,397000.0,12000.0
Total liabilities,2643975.0,1920525.0,1916083.0
Other comprehensive income,-2512539.0,0.0,0.0
Retained earnings (deficit),-892093.0,-6257421.0,-4487336.0
Total shareholders equity,-121040.0,4211851.0,363427.0
Investments,-300000.0,1135487.0,0.0
Net Debt,-3082070.0,-1419733.0,763289.0
Other Assets,9876521.0,583155.0,143878.0
Other Liabilities,2504096.0,1058045.0,900380.0
