Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,5492524000.0,4485230000.0,4410388000.0,3366631000.0,2214956000.0,1515139000.0,1126943000.0,771962000.0
Revenue Growth,0.2246,0.017,0.31,0.52,0.4619,0.3445,0.4598,
Cost of Revenue,5116515000.0,4211085000.0,4144802000.0,3103392000.0,2074817000.0,1426112000.0,1057608000.0,715448000.0
Gross Profit,376009000.0,274145000.0,265586000.0,263239000.0,140139000.0,89027000.0,69335000.0,56514000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,335650000.0,255580000.0,213705000.0,217302000.0,127556000.0,77944000.0,64392000.0,47434000.0
Operating Expenses,643294000.0,255580000.0,218509000.0,217302000.0,127556000.0,77944000.0,64392000.0,47434000.0
Operating Income,-267285000.0,18565000.0,47077000.0,45937000.0,12583000.0,11083000.0,4943000.0,9080000.0
Interest Expense,41650000.0,10716000.0,6573000.0,5239000.0,2528000.0,1996000.0,1086000.0,598000.0
Earnings before Tax,-307308000.0,8384000.0,39468000.0,42010000.0,9431000.0,-26120000.0,-2639000.0,9151000.0
Income Tax Expense,-5039000.0,-7126000.0,11195000.0,16234000.0,4655000.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,-322000.0,-3253000.0,-1004000.0,-225000.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-302269000.0,15510000.0,28273000.0,25776000.0,4776000.0,-26120000.0,-2639000.0,9151000.0
Preferred Dividends,0.0,0.0,0.0,0.0,458000.0,0.0,0.0,0.0
Net Income Com,-302269000.0,15510000.0,28273000.0,25776000.0,4318000.0,-26120000.0,-2639000.0,9151000.0
EPS,-4.07,0.23,0.43,0.42,0.12,-0.79,-0.08,2346.96
EPS Diluted,-4.07,0.23,0.42,0.41,0.11,-0.79,-0.08,2271.36
Weighted Average Shs Out,74474677.0,68872555.0,66730999.0,64354867.0,51448746.0,,,
Weighted Average Shs Out (Dil),74244520.0,68130322.0,65970396.0,60730133.0,36012592.0,33141500.0,33141500.0,3899000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0685,0.0611,0.0602,0.0782,0.0633,0.0588,0.0615,0.0732
EBITDA Margin,-0.031,0.019,0.022,0.023,0.009,-0.013,0.002,0.017
EBIT Margin,-0.0484,0.0043,0.0104,0.014,0.0054,-0.0159,-0.0014,0.0126
Profit Margin,-0.055,0.003,0.006,0.008,0.002,-0.017,-0.002,0.012
Free Cash Flow margin,0.0045,0.0279,0.0028,0.0038,-0.0093,0.0005,0.0007,0.009
EBITDA,-168546000.0,85666000.0,96086000.0,78090000.0,20098000.0,-20190000.0,2289000.0,12828000.0
EBIT,-265658000.0,19100000.0,46041000.0,47249000.0,11959000.0,-24124000.0,-1553000.0,9749000.0
Consolidated Income,-302269000.0,15188000.0,25020000.0,24772000.0,4551000.0,-26120000.0,-2639000.0,9151000.0
Earnings Before Tax Margin,-0.056,0.0019,0.0089,0.0125,0.0043,-0.0172,-0.0023,0.0119
Net Profit Margin,-0.055,0.0035,0.0064,0.0077,0.0022,-0.0172,-0.0023,0.0119
