Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Depreciation & Amortization,628000.0,468000.0,324000.0,428000.0,430000.0,418000.0,447000.0,430000.0,392000.0,240000.0,289913.0
Stock-based compensation,645000.0,613000.0,598000.0,671000.0,513000.0,431000.0,272000.0,224000.0,0.0,0.0,0.0
Operating Cash Flow,5797000.0,4838000.0,6144000.0,5328000.0,5332000.0,6499000.0,6066000.0,6141000.0,5126000.0,1964000.0,3457625.0
Capital Expenditure,-1108000.0,-4854000.0,-1682000.0,-214000.0,-106000.0,-1249000.0,-383000.0,-689000.0,-312000.0,-335000.0,-501684.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-31830000.0,-56576000.0,8716000.0,-37555000.0,-13815000.0,2166000.0,-45710000.0,-50985000.0,-74267000.0,-10523000.0,-28337716.0
Investing Cash flow,-27135000.0,-60668000.0,7586000.0,-37721000.0,-13343000.0,1367000.0,-45242000.0,-50879000.0,-74209000.0,-10364000.0,-28521962.0
Issuance (repayment) of debt,-43328000.0,13653000.0,-15887000.0,9345000.0,2908000.0,-30069000.0,14185000.0,52614000.0,11000.0,-3971000.0,-10000198.0
Issuance (buybacks) of shares,-6222000.0,-1380000.0,-1375000.0,-1426000.0,-4952000.0,-4622000.0,-3339000.0,43240000.0,-766000.0,0.0,0.0
Dividend payments,-868000.0,-730000.0,-589000.0,-484000.0,-403000.0,-415000.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,76184000.0,52818000.0,-12413000.0,25618000.0,8504000.0,-1715000.0,37563000.0,-7575000.0,122753000.0,3334000.0,33308322.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,54846000.0,-3012000.0,1317000.0,-6775000.0,493000.0,6151000.0,-1613000.0,-52313000.0,53670000.0,-5066000.0,8243985.0
Free Cash Flow,4689000.0,-16000.0,4462000.0,5114000.0,5226000.0,5250000.0,5683000.0,5452000.0,4814000.0,1629000.0,2955941.0
Net Cash/Marketcap,0.5403,-0.6246,-0.6246,-0.6246,-0.6246,-0.6246,-0.6246,-0.6246,-0.6246,-0.6246,-0.6246
