date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,102273000.0,167377000.0,201608000.0,66956000.0,93229000.0,21297000.0,392287000.0,-164487000.0,29782000.0,-82232000.0,-524308000.0,-275187000.0,109937000.0,68136000.0,84634260.0,114604084.0,178877788.0,152338342.0,107956351.0,86001000.0,67275609.0,62074949.0,51800000.0,47500000.0,37600000.0,49100000.0,30600000.0,28800000.0,14400000.0,10100000.0,-17700000.0
,depreciationAndAmortization,25980000.0,20678000.0,18619000.0,20827000.0,22545000.0,26203000.0,25926000.0,30058000.0,27523000.0,24543000.0,20942000.0,20774000.0,22775000.0,29863000.0,37581496.0,49698467.0,16563071.0,15372904.0,14419879.0,11286000.0,8869300.0,6964300.0,8700000.0,7300000.0,6200000.0,4600000.0,3900000.0,3500000.0,3800000.0,4100000.0,4100000.0
,deferredIncomeTax,-4371000.0,55009000.0,-25043000.0,-13152000.0,23879000.0,80000.0,-306010000.0,-2783000.0,575000.0,1426000.0,99206000.0,16054000.0,-38853000.0,13658000.0,-31714942.0,-60222881.0,-7336862.0,-6786958.0,-8610812.0,-5841000.0,-3917506.0,-6702849.0,-11500000.0,-1800000.0,-7600000.0,-4400000.0,7200000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5117000.0,3949000.0,5825000.0,7296000.0,6876000.0,6037000.0,4221000.0,2930000.0,826000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,7527000.0,-216558000.0,41462000.0,152878000.0,1011063000.0,-596644000.0,709845000.0,-101714000.0,568119000.0,2801174000.0,3067925000.0,268068000.0,-2051079000.0,-111669806000.0,8022280000.0,3897156000.0,6633659000.0,86571520000.0,-1251000000.0,-2172000000.0,-1061000000.0,24453818.0,6400000.0,-4600000.0,12100000.0,-4200000.0,3300000.0,6500000.0,0.0,5100000.0,-5100000.0
,accountsReceivables,6419000.0,-1971000.0,6649000.0,-12755000.0,2934000.0,1703000.0,3216000.0,-2341000.0,636000.0,7074000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2990000.0,1081000.0,236000.0,1390000.0,-29200000.0,6241000.0,6812000.0,3631000.0,696000.0,-11510000.0,-8174000.0,-24194000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-9652652000.0,-9436094000.0,-9477556000.0,-9630434000.0,-10641497000.0,-10044853000.0,-10754698000.0,-10652984000.0,-11221103000.0,-14022277000.0,-17090202000.0,-17358270000.0,-15307191000.0,96362615000.0,88340335000.0,84443179000.0,77809520000.0,-8762000000.0,-7511000000.0,-5339000000.0,-4278000000.0,2900000.0,-6100000.0,10600000.0,-13000000.0,5800000.0,7100000.0,0.0,3700000.0,-3900000.0
,otherNonCashItems,11834000.0,-1308000.0,26328000.0,15196000.0,7869000.0,12676000.0,24179000.0,87939000.0,-6116000.0,5883000.0,-302000.0,0.0,177273000.0,80189000.0,112771415.0,132460922.0,1469103.0,18422805.0,9125734.0,56400000.0,45718500.0,29737510.0,66900000.0,48500000.0,25100000.0,187800000.0,-159400000.0,28100000.0,-46300000.0,9000000.0,32200000.0
,netCashProvidedByOperatingActivites,297738000.0,294284000.0,288323000.0,235964000.0,199432000.0,261891000.0,264353000.0,341685000.0,228852000.0,156923000.0,237170000.0,243249000.0,175914000.0,60293000.0,221712032.0,366968522.0,185398646.0,131934425.0,191394282.0,157382000.0,118072030.0,115151055.0,95500000.0,85500000.0,68500000.0,212600000.0,-114000000.0,59700000.0,-27700000.0,29700000.0,13500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-16070000.0,-22478000.0,-20514000.0,-9417000.0,-10370000.0,-12456000.0,-22262000.0,-11789000.0,-11937000.0,-13376000.0,-31991000.0,-40271000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,218000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,-78000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3820148000.0,-759140000.0,-510877000.0,-265415000.0,-619636000.0,-250585000.0,-170419000.0,-690377000.0,-1012527000.0,-1010104000.0,-2771404000.0,-2795639000.0,-3476633000.0,-1110796000.0,-672856454.0,-5985699633.0,-6757253302.0,-13315267617.0,-27380627743.0,-12721496000.0,-5132843813.0,-6354985513.0,-6899800000.0,-8079300000.0,-4999400000.0,-2993400000.0,-6229700000.0,-5362600000.0,-7284700000.0,-7242100000.0,-3184500000.0
,salesMaturitiesOfInvestments,2483324000.0,634813000.0,441450000.0,261948000.0,616906000.0,296950000.0,237907000.0,330336000.0,1204979000.0,2642540000.0,4665354000.0,1950466000.0,2609522000.0,1796804000.0,1027316310.0,5311103993.0,6220451885.0,12401582986.0,28391837602.0,11299953000.0,5397461114.0,6277179410.0,6398600000.0,7664800000.0,4953500000.0,2823300000.0,6294500000.0,5435400000.0,7668200000.0,7112900000.0,3173500000.0
