Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,17000000.0,15000000.0,9000000.0,13000000.0,29000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
Inventories,,,,,
Total current assets,206000000.0,214000000.0,209000000.0,209000000.0,196000000.0
Property, Plant & Equipment Net,169000000.0,170000000.0,168000000.0,167000000.0,162000000.0
Goodwill and Intangible Assets,15000000,15000000,15000000,15000000,15000000
Long-term investments,000000.0,000000.0,000000.0,000000.0,0000000.0
Tax assets,6000000.0,8000000.0,9000000.0,9000000.0,000000.0
Total non-current assets,123000000.0,132000000.0,119000000.0,142000000.0,157000000.0
Total assets,236000000.0,243000000.0,228000000.0,233000000.0,233000000.0
Payables,000000.0,000000.0,000000.0,0000000.0,0000000.0
Short-term debt,4000000.0,4000000.0,6000000.0,4000000.0,4000000.0
Total current liabilities,8000000.0,7000000.0,9000000.0,6000000.0,6000000.0
Long-term debt,97000000.0,104000000.0,90000000.0,94000000.0,99000000.0
Total debt,97000000.0,104000000.0,90000000.0,94000000.0,99000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,123000000.0,132000000.0,119000000.0,142000000.0,157000000.0
Total liabilities,131000000.0,138000000.0,127000000.0,148000000.0,163000000.0
Other comprehensive income,000000.0,000000.0,000000.0,000000.0,-0000000.0
Retained earnings (deficit),-19000000.0,-17000000.0,-17000000.0,-19000000.0,-31000000.0
Total shareholders equity,105000000.0,105000000.0,101000000.0,84000000.0,70000000.0
Investments,000000.0,000000.0,000000.0,000000.0,0000000.0
Net Debt,84000000,93000000,87000000,85000000,74000000
Other Assets,25000000,30000000,23000000,26000000,23000000
Other Liabilities,5000000,3000000,4000000,3000000,2000000
