date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,214448000.0,289539000.0,300403000.0,135083000.0,177146000.0,138199000.0,113063000.0,66520000.0,63022000.0,54741000.0,17591000.0,26806000.0,10116000.0,20445000.0,15918000.0,11446000.0,9159000.0
,depreciationAndAmortization,216000.0,19427000.0,19205000.0,29633000.0,26139000.0,32079000.0,45764000.0,6011000.0,12686000.0,7187000.0,4654000.0,8163000.0,7878000.0,6439000.0,7031000.0,6206000.0,4038000.0
,deferredIncomeTax,0.0,28974000.0,3289000.0,34084000.0,12705000.0,7168000.0,18698000.0,24160000.0,-434000.0,-562000.0,0.0,-802000.0,-4797000.0,-2467000.0,-1466000.0,-128000.0,-1562000.0
,stockBasedCompensation,8607000.0,10719000.0,9084000.0,6705000.0,6628000.0,3925000.0,2073000.0,1298000.0,917000.0,382000.0,376000.0,-81000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,12153159000.0,432803000.0,-706324000.0,-3457289000.0,-391610000.0,-1701539000.0,-417000000.0,-2212000000.0,-612000000.0,156000000.0,-1069000000.0,76000000.0,-255000000.0,-80000000.0,-6008000.0,-201000.0,-15147000.0
,accountsReceivables,0.0,3859000.0,-2413000.0,-6451000.0,-1706000.0,-3615000.0,153000.0,3816000.0,-754000.0,625000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,-9789000.0,24078000.0,-31033000.0,10985000.0,24651000.0,22658000.0,-36105000.0,-9531000.0,-4708000.0,-8177000.0,5862000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2200000.0,-12150959000.0,-12583762000.0,-11877438000.0,-8420149000.0,-8028539000.0,-6327000000.0,-5910000000.0,-3698000000.0,-3086000000.0,-3242000000.0,-2173000000.0,-2249000000.0,-1994000000.0,-1914000000.0,0.0,0.0
,otherNonCashItems,0.0,-47663000.0,-22778000.0,6147000.0,-18765000.0,-11585000.0,-3830000.0,-19034000.0,-17774000.0,-126676000.0,-157156000.0,-179567000.0,24863000.0,1092000.0,2973000.0,4165000.0,982000.0
,netCashProvidedByOperatingActivites,168066000.0,247415000.0,302219000.0,176910000.0,218044000.0,205063000.0,245395000.0,113037000.0,117679000.0,92676000.0,56391000.0,34953000.0,34015000.0,18251000.0,17832000.0,20418000.0,-6940000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-12000000.0,14190000.0,19249000.0,18734000.0,13978000.0,20928000.0,46029000.0,59607000.0,38806000.0,-13022000.0,-16223000.0,-2311000.0,-7809000.0,-14782000.0,-9955000.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,-3000000.0,2000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-15015000.0,-609510000.0,-500713000.0,-692763000.0,-279391000.0,-389194000.0,-341160000.0,-383107000.0,-427667000.0,-408251000.0,-199918000.0,-107170000.0,-193567000.0,-174094000.0,-192092000.0,-157440000.0,-84299000.0
,salesMaturitiesOfInvestments,0.0,564340000.0,383160000.0,275665000.0,420780000.0,346667000.0,276025000.0,508659000.0,386128000.0,215374000.0,153472000.0,145619000.0,301062000.0,285870000.0,189638000.0,264073000.0,107351000.0
,otherInvestingActivites,0.0,0.0,1544000.0,592000.0,-6556000.0,27000.0,0.0,540000.0,0.0,700000.0,283319000.0,0.0,-181407000.0,-195906000.0,-246915000.0,-154127000.0,-27026000.0
,netCashUsedForInvestingActivites,-13174000.0,221656000.0,-777895000.0,-355470000.0,-601026000.0,-752209000.0,-247202000.0,84166000.0,362300000.0,20181000.0,319771000.0,15205000.0,-80058000.0,-98912000.0,-259324000.0,-84816000.0,-20459000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-850954000.0,0.0,-95375000.0,0.0,0.0,0.0,-35666000.0,-40668000.0,-34493000.0,-117765000.0,-18615000.0,-4320000.0,0.0,0.0,-27333000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107341000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-25689000.0,-84888000.0,-104276000.0,-20825000.0,-9817000.0,-2015000.0,0.0,0.0,-13549000.0,-58068000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-87677000.0,-85627000.0,-79867000.0,-60373000.0,-48096000.0,-37580000.0,-23170000.0,-16971000.0,-16315000.0,-8894000.0,-8670000.0,-7518000.0,-4417000.0,-2500000.0,-1705000.0,-1410000.0,-869000.0
,otherFinancingActivites,0.0,0.0,0.0,-825000.0,4154000.0,545000.0,919000.0,259000.0,1377000.0,562000.0,-3241000.0,0.0,505000.0,249000.0,-213000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1133400000.0,-636409000.0,497682000.0,597844000.0,343808000.0,690441000.0,-51199000.0,-263524000.0,-432428000.0,-216085000.0,-262120000.0,69164000.0,45190000.0,75982000.0,256513000.0,89264000.0,29223000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
