date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY
,revenue,206044000.0,225870000.0,215187000.0,212294000.0,206037000.0,200919000.0,201769000.0,195902000.0,209114000.0,193729000.0,203976000.0,205236000.0,164195000.0,130406000.0,152290000.0,179254000.0,139776000.0,157850000.0,215833000.0,186619000.0,183030000.0,156800000.0,15255000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,304978000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.48015957756596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,78841000.0,80184000.0,71436000.0,66060000.0,66279000.0,64511000.0,63294000.0,68343000.0,65013000.0,76567000.0,68137000.0,53512000.0,43498000.0,41269000.0,40026000.0,40448000.0,41909000.0,39547000.0,38843000.0,36118000.0,36608000.0,31800000.0,0.0
,SellingAndMarketingExpenses,4889000.0,5244000.0,5034000.0,4673000.0,4609000.0,4547000.0,4195000.0,5027000.0,3931000.0,3723000.0,6027000.0,6918000.0,4925000.0,4317000.0,4038000.0,4312000.0,3682000.0,3962000.0,4232000.0,2960000.0,2165000.0,2700000.0,2564000.0
,otherExpenses,5514000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,244000000.0,231000000.0,220000000.0,207000000.0,202000000.0,203000000.0,198000000.0,216000000.0,236000000.0,315000000.0,303000000.0,336000000.0,361000000.0,383000000.0,357000000.0,318000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,115643000.0,123564000.0,123119000.0,117804000.0,108931000.0,107594000.0,106103000.0,120394000.0,143170000.0,178131000.0,204486000.0,236144000.0,276638000.0,305110000.0,283905000.0,244201000.0,268642000.0,326848000.0,370743000.0,410458000.0,350117000.0,253000000.0,234897000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,11097000.0,11459000.0,8692000.0,7796000.0,7141000.0,6844000.0,6316000.0,5447000.0,4951000.0,4397000.0,4584000.0,5132000.0,6145000.0,4390000.0,9967000.0,15462000.0,29941000.0,31050000.0,3055000.0,7384000.0,1298000.0,-1900000.0,-970000.0
,EBITDA,91727000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.44518161169459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
