date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,1563150000.0,1804436000.0,2011675000.0,1960362000.0,1744104000.0,1034626000.0,1230433000.0,1292121000.0,1423122000.0,1437479000.0,1228425000.0,968004000.0,1226033000.0,1089587000.0,1048200000.0,975600000.0
,costOfRevenue,1165279000.0,1390007000.0,1431069000.0,1418459000.0,1265079000.0,805970000.0,993366000.0,1066289000.0,1191680000.0,1121293000.0,927932000.0,792472000.0,971283000.0,938556000.0,843700000.0,766000000.0
,grossProfit,397871000.0,414429000.0,580606000.0,541903000.0,479025000.0,228656000.0,237067000.0,225832000.0,231442000.0,316186000.0,300493000.0,175532000.0,254750000.0,151031000.0,172000000.0,186900000.0
,grossProfitRatio,0.254531554873173,0.22967231866356,0.288618191308238,0.27643006750794,0.274653919720384,0.221003531710976,0.192669572418815,0.174776201300033,0.162629767511148,0.219958691570451,0.244616480452612,0.181333961429911,0.207783966663214,0.138613070824083,0.164090822362145,0.191574415744157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,40743000.0,41073000.0,41296000.0,40725000.0,39491000.0,31024000.0,31370000.0,32014000.0,31011000.0,27996000.0,23628000.0,21212000.0,27049000.0,24865000.0,24600000.0,26200000.0
,GeneralAndAdministrativeExpenses,161944000.0,149800000.0,153897000.0,161892000.0,177625000.0,117308000.0,104209000.0,105558000.0,98555000.0,101606000.0,92305000.0,79504000.0,101431000.0,69020000.0,73800000.0,72700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,995000.0,3339000.0,-3472000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,328709000.0,327044000.0,336603000.0,339779000.0,342774000.0,210425000.0,201821000.0,200754000.0,194120000.0,192337000.0,165153000.0,167467000.0,181642000.0,145802000.0,142000000.0,187200000.0
,costAndExpenses,1493988000.0,1717051000.0,1767672000.0,1758238000.0,1607853000.0,1016395000.0,1195187000.0,1267043000.0,1385800000.0,1313630000.0,1093085000.0,959939000.0,1152925000.0,1084358000.0,985700000.0,953200000.0
,interestExpense,57930000.0,75782000.0,93772000.0,132459000.0,138952000.0,24223000.0,24594000.0,30470000.0,29303000.0,29884000.0,0.0,33956000.0,0.0,0.0,-66500000.0,-33943000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,126022000.0,136171000.0,141410000.0,137162000.0,125658000.0,62093000.0,66242000.0,63182000.0,64554000.0,62735000.0,49220000.0,66751000.0,53162000.0,51917000.0,43600000.0,44100000.0
,EBITDA,195184000.0,223556000.0,385413000.0,339286000.0,261909000.0,80324000.0,101488000.0,88260000.0,101876000.0,186584000.0,184560000.0,74816000.0,126270000.0,57146000.0,106000000.0,66500000.0
,EBITDARatio,0.124865815820619,0.123892451713444,0.19158810444033,0.173073136492138,0.150168223913253,0.0776357833651967,0.0824815329237756,0.0683062963917466,0.0715862729969743,0.129799461418219,0.150241162464131,0.0772889368225751,0.102990702534108,0.0524473952057064,0.101125739362717,0.0681631816318163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,69162000.0,87385000.0,244003000.0,202124000.0,136251000.0,18231000.0,35246000.0,25078000.0,37322000.0,123849000.0,135340000.0,8065000.0,73108000.0,5229000.0,62400000.0,22400000.0
,operatingIncomeRatio,0.0442452739660301,0.0484278744161611,0.12129344948861,0.103105446851143,0.0781209148078326,0.0176208600982384,0.0286452005107145,0.0194083990586021,0.0262254395617523,0.0861570847295856,0.110173596271649,0.00833157714224321,0.0596297163290058,0.00479906606815243,0.0595306239267315,0.022960229602296
,totalOtherIncomeExpensesNet,-264952000.0,32401000.0,-76136000.0,-34903000.0,15387000.0,406000.0,-4324000.0,530000.0,-4904000.0,-2456000.0,487000.0,24234000.0,437000.0,626000.0,0.0,0.0
,incomeBeforeTax,-253720000.0,44004000.0,74095000.0,34762000.0,12686000.0,-5586000.0,6328000.0,-4862000.0,3115000.0,91509000.0,111858000.0,-1657000.0,36850000.0,-37629000.0,-4000000.0,22400000.0
,incomeBeforeTaxRatio,-0.162313277676487,0.0243865673263003,0.0368324903376539,0.0177324392127576,0.00727364881910712,-0.00539905241120946,0.0051429049773535,-0.00376280549577013,0.00218884958562934,0.0636593647628939,0.0910580621527566,-0.00171176978607526,0.0300562872288103,-0.03453510366772,-0.00381606563632894,0.022960229602296
,incomeTaxExpense,-32034000.0,-11813000.0,3574000.0,-57884000.0,-91954000.0,6943000.0,5118000.0,-3887000.0,19306000.0,584000.0,15133000.0,-1367000.0,8431000.0,6120000.0,29800000.0,-11519000.0
,netIncome,-225602000.0,51305000.0,67015000.0,97549000.0,107308000.0,-10535000.0,2419000.0,-618000.0,-16191000.0,90925000.0,96725000.0,-290000.0,28419000.0,-43749000.0,-33800000.0,14400000.0
,netIncomeRatio,-0.144325240699869,0.0284327069510916,0.0333130351572694,0.049760707461173,0.0615261475233128,-0.0101824234071056,0.00196597457968049,-0.00047828338058123,-0.0113770990821588,0.0632530979583006,0.0787390357571687,-0.000299585538902732,0.0231796370897031,-0.0401519107698605,-0.0322457546269796,0.014760147601476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-7.08,1.61,2.1,3.12,3.48,-0.34,0.0752106457730933,-0.02,-0.5,2.85,3.13,-0.01,1.46,-2.25684807841114,-1.74227,0.742268041237113
,EPSDiluted,-7.08,1.6,2.08,3.07,3.43,-0.34,0.0744697226241419,-0.02,-0.5,2.81,3.07,-0.01,1.45,-2.24745710469537,-1.74227,0.742268041237113
,weightedAverageShsOut,31746000.0,31581000.0,31416000.0,30654000.0,30180000.0,30574000.0,32163000.0,32096000.0,31939000.0,31786000.0,30825000.0,19857000.0,19414996.0,19385000.0,19400000.0,19400000.0
,weightedAverageShsOutDil,31746000.0,31881000.0,31789000.0,31140000.0,30621000.0,30574000.0,32483000.0,32096000.0,31939000.0,32209000.0,31379000.0,19857000.0,19592190.0,19466000.0,19400000.0,19400000.0
