Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,1003000.0,1533000.0,9785000.0,6534000.0,3000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1003000.0,1533000.0,9785000.0,6534000.0,3000.0
Receivables,22939000.0,33443000.0,23933000.0,19869000.0,384000.0
Inventories,11066000.0,12303000.0,11491000.0,12238000.0,10639000.0
Total current assets,40104000.0,51707000.0,48721000.0,43730000.0,14948000.0
Property, Plant & Equipment Net,419551000.0,427058000.0,434512000.0,464616000.0,398886000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,434459000.0,442532000.0,455575000.0,482214000.0,403863000.0
Total assets,474563000.0,494239000.0,504296000.0,525944000.0,418811000.0
Payables,28665000.0,22789000.0,20463000.0,21715000.0,15713000.0
Short-term debt,3503000.0,0.0,0.0,0.0,18261000.0
Total current liabilities,64084000.0,66968000.0,64781000.0,58996000.0,69545000.0
Long-term debt,168067000.0,196656000.0,197989000.0,181070000.0,161160000.0
Total debt,171570000.0,196656000.0,197989000.0,181070000.0,179421000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,185739000.0,214115000.0,212945000.0,195145000.0,178640000.0
Total liabilities,249823000.0,281083000.0,277726000.0,254141000.0,248185000.0
Other comprehensive income,11920000.0,10443000.0,11809000.0,10991000.0,31367000.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,
Total shareholders equity,224740000.0,213156000.0,226570000.0,271803000.0,170626000.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,170567000.0,195123000.0,188204000.0,174536000.0,179418000.0
Other Assets,5096000.0,4428000.0,3512000.0,5089000.0,3922000.0
Other Liabilities,31916000.0,44179000.0,44318000.0,37281000.0,35571000.0
