date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1998-06-30_FY
,revenue,238226000.0,232144000.0,218611000.0,174942000.0,164125000.0,161887000.0,131847000.0,76918000.0,71769000.0,75634000.0,60679000.0,50363000.0,47166000.0,45193000.0,43726000.0,40511000.0,38225000.0,36981000.0,36384000.0,32557000.0,29031000.0,27500000.0,13900000.0,16800000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200000.0,0.0
,grossProfit,214320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13900000.0,0.0
,grossProfitRatio,0.899649912268182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,99291000.0,97269000.0,98198000.0,73879000.0,70337000.0,67880000.0,63595000.0,37419000.0,32577000.0,31295000.0,23799000.0,17556000.0,16633000.0,14764000.0,14398000.0,12618000.0,12222000.0,11648000.0,10519000.0,10293000.0,10105000.0,9600000.0,10500000.0,6000000.0
,SellingAndMarketingExpenses,3100000.0,3481000.0,3228000.0,2943000.0,2835000.0,3066000.0,2502000.0,1598000.0,1517000.0,1361000.0,1171000.0,990000.0,702000.0,500000.0,604000.0,494000.0,423000.0,415000.0,439000.0,392000.0,401000.0,500000.0,0.0,400000.0
,otherExpenses,10830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,198000000.0,169000000.0,167000000.0,123000000.0,117000000.0,117000000.0,110000000.0,67000000.0,57000000.0,71000000.0,58000000.0,61000000.0,55000000.0,55000000.0,47000000.0,37000000.0,0.0,0.0,0.0,0.0,0.0,0.0,17700000.0,0.0
,costAndExpenses,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,13323000.0,18168000.0,12413000.0,8346000.0,6006000.0,6120000.0,5681000.0,3724000.0,4534000.0,6582000.0,8511000.0,11645000.0,18606000.0,25770000.0,19465000.0,11547000.0,7217000.0,7334000.0,10224000.0,18558000.0,19401000.0,13100000.0,7200000.0,10100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
