date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-22027683.0,-16433074.0,-26829630.0,-33009914.0,-24643627.0,-18187529.0,-20453427.0,-9133098.0,-3425682.0,-6711273.0,-10905236.0,-8121455.0
,depreciationAndAmortization,127964.0,73286.0,74218.0,36886.0,25596.0,15076.0,15074.0,5161.0,7022.0,12246.0,12167.0,9945.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2499820.0,2439618.0,1110632.0,1659137.0,1335157.0,3225659.0,2168303.0,1345136.0,274358.0,692403.0,1167081.0,114143.0
,changeInWorkingCapital,20498468.0,12623294.0,3891755.0,-10732762.0,-16257669.0,30384925.0,2370625.0,1723151.0,-1707170.0,-6010536.0,22487763.0,-302103.0
,accountsReceivables,-3089.0,10631.0,51986.0,-47599.0,307774.0,-248186.0,-85412.0,-2279.0,0.0,0.0,0.0,0.0
,inventory,149597.0,59285.0,165679.0,-100461.0,79836.0,-38540.0,-558008.0,-80021.0,0.0,0.0,0.0,0.0
,accountsPayables,103333.0,-1564381.0,782062.0,157525.0,-63586.0,825105.0,8055.0,10560.0,-15743.0,-130783.0,589638.0,-63665.0
,otherWorkingCapital,44020586.0,23522118.0,10898824.0,7007069.0,17739831.0,33997500.0,3612575.0,1241950.0,-481201.0,1225969.0,7236505.0,-15251258.0
,otherNonCashItems,15523.0,774936.0,3129065.0,4422734.0,130000.0,1821234.0,2552178.0,2671890.0,355684.0,0.0,3948208.0,5460310.0
,netCashProvidedByOperatingActivites,-21967638.0,-15052024.0,-23700565.0,-28587180.0,-22265395.0,-12526898.0,-6320819.0,-3618532.0,-2276260.0,-6296725.0,-3668404.0,-2146454.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-112638.0,-36571.0,-48893.0,-151988.0,-58723.0,-15446.0,-25402.0,-35683.0,0.0,-1625.0,-10361.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-8549758.0,-14106369.0,0.0,-13074169.0,0.0,-23592625.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,16088572.0,2122481.0,1604307.0,23583995.0,11478493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,7426176.0,-12020459.0,1555414.0,10357838.0,11419770.0,-23608071.0,-25402.0,-35683.0,0.0,-1625.0,-10361.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,39688115.0,15234529.0,21968007.0,18641021.0,6229351.0,28451848.0,0.0,1033000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,411751.0,10569833.0,7429063.0,1883976.0,863101.0,15177646.0,8357916.0,4171082.0,1126397.0,0.0,10457270.0,2271621.0
,netCashUsedProvidedByFinancingActivities,40099866.0,25804362.0,29397070.0,20524997.0,7092452.0,43629494.0,8357916.0,5204082.0,1126397.0,0.0,10457270.0,2271621.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,13192.0,-2015.0,-7878.0,19584.0,245.0,-16647.0,-46048.0,-11445.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,25571596.0,-1270136.0,7244041.0,2315239.0,-3752928.0,7477878.0,1965647.0,1538422.0,-1149863.0,-6298350.0,6778505.0,125167.0
,cashAtEndOfPeriod,42096783.0,16525187.0,17795323.0,10379729.0,8064490.0,11817418.0,4339540.0,2373893.0,835471.0,1985334.0,8283684.0,1505179.0
,cashAtBeginningOfPeriod,16525187.0,17795323.0,10551282.0,8064490.0,11817418.0,4339540.0,2373893.0,835471.0,1985334.0,8283684.0,1505179.0,1380012.0
,operatingCashFlow,-21967638.0,-15052024.0,-23700565.0,-28587180.0,-22265395.0,-12526898.0,-6320819.0,-3618532.0,-2276260.0,-6296725.0,-3668404.0,-2146454.0
,capitalExpenditure,-112638.0,-36571.0,-48893.0,-151988.0,-58723.0,-15446.0,-25402.0,-35683.0,0.0,-1625.0,-10361.0,0.0
,freeCashFlow,-22080276.0,-15088595.0,-23749458.0,-28739168.0,-22324118.0,-12542344.0,-6346221.0,-3654215.0,-2276260.0,-6298350.0,-3678765.0,-2146454.0
